federal_account_id,federal_account_code,Subagency,Title,treasury_account_identifier,tas_rendering_label,Agency
5051,069-1400,Pipeline and Hazardous Materials Safety Administration,"Operational Expenses, Pipeline and Hazardous Materials Safety Administration, Transportation",70390,069-2017/2017-1400-000,Department of Transportation
5051,069-1400,Pipeline and Hazardous Materials Safety Administration,"Operational Expenses, Pipeline and Hazardous Materials Safety Administration, Transportation",73333,069-2018/2018-1400-000,Department of Transportation
5052,069-1401,Pipeline and Hazardous Materials Safety Administration,"Hazardous Materials Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",35648,069-2008/2010-1401-000,Department of Transportation
5052,069-1401,Pipeline and Hazardous Materials Safety Administration,"Hazardous Materials Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",37824,069-2009/2011-1401-000,Department of Transportation
5052,069-1401,Pipeline and Hazardous Materials Safety Administration,"Hazardous Materials Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",42406,069-2010/2010-1401-000,Department of Transportation
5052,069-1401,Pipeline and Hazardous Materials Safety Administration,"Hazardous Materials Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",42418,069-2010/2012-1401-000,Department of Transportation
5052,069-1401,Pipeline and Hazardous Materials Safety Administration,"Hazardous Materials Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",46124,069-2011/2011-1401-000,Department of Transportation
5052,069-1401,Pipeline and Hazardous Materials Safety Administration,"Hazardous Materials Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",46133,069-2011/2013-1401-000,Department of Transportation
5052,069-1401,Pipeline and Hazardous Materials Safety Administration,"Hazardous Materials Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",52654,069-2012/2012-1401-000,Department of Transportation
5052,069-1401,Pipeline and Hazardous Materials Safety Administration,"Hazardous Materials Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",52666,069-2012/2014-1401-000,Department of Transportation
5052,069-1401,Pipeline and Hazardous Materials Safety Administration,"Hazardous Materials Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",56956,069-2013/2013-1401-000,Department of Transportation
5052,069-1401,Pipeline and Hazardous Materials Safety Administration,"Hazardous Materials Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",63599,069-2013/2014-1401-000,Department of Transportation
5052,069-1401,Pipeline and Hazardous Materials Safety Administration,"Hazardous Materials Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",56972,069-2013/2015-1401-000,Department of Transportation
5052,069-1401,Pipeline and Hazardous Materials Safety Administration,"Hazardous Materials Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",59964,069-2014/2014-1401-000,Department of Transportation
5052,069-1401,Pipeline and Hazardous Materials Safety Administration,"Hazardous Materials Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",59977,069-2014/2016-1401-000,Department of Transportation
5052,069-1401,Pipeline and Hazardous Materials Safety Administration,"Hazardous Materials Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",63134,069-2015/2015-1401-000,Department of Transportation
5052,069-1401,Pipeline and Hazardous Materials Safety Administration,"Hazardous Materials Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",63152,069-2015/2017-1401-000,Department of Transportation
5052,069-1401,Pipeline and Hazardous Materials Safety Administration,"Hazardous Materials Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",65573,069-2016/2016-1401-000,Department of Transportation
5052,069-1401,Pipeline and Hazardous Materials Safety Administration,"Hazardous Materials Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",65796,069-2016/2018-1401-000,Department of Transportation
5052,069-1401,Pipeline and Hazardous Materials Safety Administration,"Hazardous Materials Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",70391,069-2017/2017-1401-000,Department of Transportation
5052,069-1401,Pipeline and Hazardous Materials Safety Administration,"Hazardous Materials Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",70411,069-2017/2019-1401-000,Department of Transportation
5052,069-1401,Pipeline and Hazardous Materials Safety Administration,"Hazardous Materials Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",73334,069-2018/2018-1401-000,Department of Transportation
5052,069-1401,Pipeline and Hazardous Materials Safety Administration,"Hazardous Materials Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",73351,069-2018/2020-1401-000,Department of Transportation
5052,069-1401,Pipeline and Hazardous Materials Safety Administration,"Hazardous Materials Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",33388,069-X-1401-000,Department of Transportation
5053,069-1708,Maritime Administration,"Ship Construction, Maritime Administration, Transportation",NA,NA,Department of Transportation
5054,069-1709,Maritime Administration,"Operating-Differential Subsidies, Liquidation of Contract Authority, Maritime Administration, Transportation",NA,NA,Department of Transportation
5055,069-1710,Maritime Administration,"Ready Reserve Force, Maritime Administration, Transportation",50572,069-2011/2011-1710-000,Department of Transportation
5055,069-1710,Maritime Administration,"Ready Reserve Force, Maritime Administration, Transportation",52655,069-2012/2012-1710-000,Department of Transportation
5055,069-1710,Maritime Administration,"Ready Reserve Force, Maritime Administration, Transportation",56957,069-2013/2013-1710-000,Department of Transportation
5055,069-1710,Maritime Administration,"Ready Reserve Force, Maritime Administration, Transportation",59965,069-2014/2014-1710-000,Department of Transportation
5055,069-1710,Maritime Administration,"Ready Reserve Force, Maritime Administration, Transportation",63144,069-2015/2015-1710-000,Department of Transportation
5055,069-1710,Maritime Administration,"Ready Reserve Force, Maritime Administration, Transportation",65574,069-2016/2016-1710-000,Department of Transportation
5055,069-1710,Maritime Administration,"Ready Reserve Force, Maritime Administration, Transportation",70392,069-2017/2017-1710-000,Department of Transportation
5055,069-1710,Maritime Administration,"Ready Reserve Force, Maritime Administration, Transportation",73336,069-2018/2018-1710-000,Department of Transportation
5055,069-1710,Maritime Administration,"Ready Reserve Force, Maritime Administration, Transportation",14683,069-X-1710-000,Department of Transportation
5056,069-1711,Maritime Administration,"Maritime Security Program, Maritime Administration, Transportation",14684,069-X-1711-000,Department of Transportation
5057,069-1716,Maritime Administration,"Research and Development, Maritime Administration, Transportation",NA,NA,Department of Transportation
5058,069-1730,Office of the Secretary,"Research and Technology, Office of the Secretary, Transportation",35649,069-2008/2010-1730-000,Department of Transportation
5058,069-1730,Office of the Secretary,"Research and Technology, Office of the Secretary, Transportation",37818,069-2009/2011-1730-000,Department of Transportation
5058,069-1730,Office of the Secretary,"Research and Technology, Office of the Secretary, Transportation",42407,069-2010/2010-1730-000,Department of Transportation
5058,069-1730,Office of the Secretary,"Research and Technology, Office of the Secretary, Transportation",42419,069-2010/2012-1730-000,Department of Transportation
5058,069-1730,Office of the Secretary,"Research and Technology, Office of the Secretary, Transportation",46125,069-2011/2011-1730-000,Department of Transportation
5058,069-1730,Office of the Secretary,"Research and Technology, Office of the Secretary, Transportation",46134,069-2011/2013-1730-000,Department of Transportation
5058,069-1730,Office of the Secretary,"Research and Technology, Office of the Secretary, Transportation",52656,069-2012/2012-1730-000,Department of Transportation
5058,069-1730,Office of the Secretary,"Research and Technology, Office of the Secretary, Transportation",52667,069-2012/2014-1730-000,Department of Transportation
5058,069-1730,Office of the Secretary,"Research and Technology, Office of the Secretary, Transportation",56958,069-2013/2013-1730-000,Department of Transportation
5058,069-1730,Office of the Secretary,"Research and Technology, Office of the Secretary, Transportation",56973,069-2013/2015-1730-000,Department of Transportation
5058,069-1730,Office of the Secretary,"Research and Technology, Office of the Secretary, Transportation",59966,069-2014/2014-1730-000,Department of Transportation
5058,069-1730,Office of the Secretary,"Research and Technology, Office of the Secretary, Transportation",59978,069-2014/2016-1730-000,Department of Transportation
5058,069-1730,Office of the Secretary,"Research and Technology, Office of the Secretary, Transportation",63145,069-2015/2015-1730-000,Department of Transportation
5058,069-1730,Office of the Secretary,"Research and Technology, Office of the Secretary, Transportation",63153,069-2015/2017-1730-000,Department of Transportation
5058,069-1730,Office of the Secretary,"Research and Technology, Office of the Secretary, Transportation",65575,069-2016/2016-1730-000,Department of Transportation
5058,069-1730,Office of the Secretary,"Research and Technology, Office of the Secretary, Transportation",65797,069-2016/2018-1730-000,Department of Transportation
5058,069-1730,Office of the Secretary,"Research and Technology, Office of the Secretary, Transportation",70393,069-2017/2017-1730-000,Department of Transportation
5058,069-1730,Office of the Secretary,"Research and Technology, Office of the Secretary, Transportation",70412,069-2017/2019-1730-000,Department of Transportation
5058,069-1730,Office of the Secretary,"Research and Technology, Office of the Secretary, Transportation",73337,069-2018/2018-1730-000,Department of Transportation
5058,069-1730,Office of the Secretary,"Research and Technology, Office of the Secretary, Transportation",73352,069-2018/2020-1730-000,Department of Transportation
5058,069-1730,Office of the Secretary,"Research and Technology, Office of the Secretary, Transportation",26049,069-X-1730-000,Department of Transportation
5059,069-1749,Maritime Administration,"Operations and Training - Recovery Act, Maritime Administration, Transportation",NA,NA,Department of Transportation
5060,069-1750,Maritime Administration,"Operations and Training, Maritime Administration, Transportation",42408,069-2010/2010-1750-000,Department of Transportation
5060,069-1750,Maritime Administration,"Operations and Training, Maritime Administration, Transportation",46144,069-2011/2011-1750-000,Department of Transportation
5060,069-1750,Maritime Administration,"Operations and Training, Maritime Administration, Transportation",52657,069-2012/2012-1750-000,Department of Transportation
5060,069-1750,Maritime Administration,"Operations and Training, Maritime Administration, Transportation",54122,069-2012/2013-1750-000,Department of Transportation
5060,069-1750,Maritime Administration,"Operations and Training, Maritime Administration, Transportation",56959,069-2013/2013-1750-000,Department of Transportation
5060,069-1750,Maritime Administration,"Operations and Training, Maritime Administration, Transportation",56970,069-2013/2014-1750-000,Department of Transportation
5060,069-1750,Maritime Administration,"Operations and Training, Maritime Administration, Transportation",59967,069-2014/2014-1750-000,Department of Transportation
5060,069-1750,Maritime Administration,"Operations and Training, Maritime Administration, Transportation",59976,069-2014/2015-1750-000,Department of Transportation
5060,069-1750,Maritime Administration,"Operations and Training, Maritime Administration, Transportation",63146,069-2015/2015-1750-000,Department of Transportation
5060,069-1750,Maritime Administration,"Operations and Training, Maritime Administration, Transportation",63151,069-2015/2016-1750-000,Department of Transportation
5060,069-1750,Maritime Administration,"Operations and Training, Maritime Administration, Transportation",65576,069-2016/2016-1750-000,Department of Transportation
5060,069-1750,Maritime Administration,"Operations and Training, Maritime Administration, Transportation",65795,069-2016/2017-1750-000,Department of Transportation
5060,069-1750,Maritime Administration,"Operations and Training, Maritime Administration, Transportation",70394,069-2017/2017-1750-000,Department of Transportation
5060,069-1750,Maritime Administration,"Operations and Training, Maritime Administration, Transportation",70410,069-2017/2018-1750-000,Department of Transportation
5060,069-1750,Maritime Administration,"Operations and Training, Maritime Administration, Transportation",73338,069-2018/2018-1750-000,Department of Transportation
5060,069-1750,Maritime Administration,"Operations and Training, Maritime Administration, Transportation",73347,069-2018/2019-1750-000,Department of Transportation
5060,069-1750,Maritime Administration,"Operations and Training, Maritime Administration, Transportation",14686,069-X-1750-000,Department of Transportation
5061,069-1751,Maritime Administration,"Ocean Freight Differential, Maritime Administration, Transportation",NA,NA,Department of Transportation
5062,069-1752,Maritime Administration,"Maritime Guaranteed Loan, (Title XI) Program Account, Maritime Administration, Transportation",42409,069-2010/2010-1752-000,Department of Transportation
5062,069-1752,Maritime Administration,"Maritime Guaranteed Loan, (Title XI) Program Account, Maritime Administration, Transportation",46145,069-2011/2011-1752-000,Department of Transportation
5062,069-1752,Maritime Administration,"Maritime Guaranteed Loan, (Title XI) Program Account, Maritime Administration, Transportation",52658,069-2012/2012-1752-000,Department of Transportation
5062,069-1752,Maritime Administration,"Maritime Guaranteed Loan, (Title XI) Program Account, Maritime Administration, Transportation",56960,069-2013/2013-1752-000,Department of Transportation
5062,069-1752,Maritime Administration,"Maritime Guaranteed Loan, (Title XI) Program Account, Maritime Administration, Transportation",59968,069-2014/2014-1752-000,Department of Transportation
5062,069-1752,Maritime Administration,"Maritime Guaranteed Loan, (Title XI) Program Account, Maritime Administration, Transportation",63147,069-2015/2015-1752-000,Department of Transportation
5062,069-1752,Maritime Administration,"Maritime Guaranteed Loan, (Title XI) Program Account, Maritime Administration, Transportation",65577,069-2016/2016-1752-000,Department of Transportation
5062,069-1752,Maritime Administration,"Maritime Guaranteed Loan, (Title XI) Program Account, Maritime Administration, Transportation",70402,069-2017/2017-1752-000,Department of Transportation
5062,069-1752,Maritime Administration,"Maritime Guaranteed Loan, (Title XI) Program Account, Maritime Administration, Transportation",73341,069-2018/2018-1752-000,Department of Transportation
5062,069-1752,Maritime Administration,"Maritime Guaranteed Loan, (Title XI) Program Account, Maritime Administration, Transportation",14688,069-X-1752-000,Department of Transportation
5063,069-1765,Maritime Administration,"Federal Ship Guaranteed Loan Program Account, Maritime Administration, Transportation",NA,NA,Department of Transportation
5064,069-1768,Maritime Administration,"Ship Disposal, Maritime Administration, Transportation",23299,069-X-1768-000,Department of Transportation
5065,069-1769,Maritime Administration,"Expenses, National Defense Tank Vessel Construction Program, Maritime Administration, Transportation",NA,NA,Department of Transportation
5066,069-1770,Maritime Administration,"Assistance to Shipyards, Maritime Administration, Transportation",35993,069-X-1770-000,Department of Transportation
5067,069-1771,Maritime Administration,"Supplemental Grants for Assistance to Small Shipyards - Recovery Act, Maritime Administration, Transportation",NA,NA,Department of Transportation
5068,069-1774,Federal Railroad Administration,"Northeast Corridor Grants to the National Railroad Passenger Corporation, Transportation",70658,069-X-1774-000,Department of Transportation
5069,069-1775,Federal Railroad Administration,"National Network Grants to the National Railroad Passenger Corporation, Transportation",70659,069-X-1775-000,Department of Transportation
5070,069-2810,Federal Railroad Administration,"Federal-State Partnership for State of Good Repair Grants, Federal Railroad Administration, Transportation",71618,069-X-2810-000,Department of Transportation
5071,069-2811,Federal Railroad Administration,"Condolidated Rail Infrastructure and Safety Improvements Grants, Federal Railroad Administration, Transportation",71619,069-X-2811-000,Department of Transportation
5072,069-2812,Federal Transit Administration,"Transit Infrastructure Grants, Federal Transit Administration, Transportation",74294,069-X-2812-000,Department of Transportation
5073,069-2813,Federal Aviation Administration,"Grants-In-Aid for Airports, Federal Aviation Administration, Transportation",74292,069-2018/2020-2813-000,Department of Transportation
5074,069-4089,Saint Lawrence Seaway Development Corporation,"Saint Lawrence Seaway Development Corporation Fund, Transportation",14693,069-X-4089-000,Department of Transportation
5075,069-4120,Federal Aviation Administration,"Aviation Insurance Revolving Fund, Transportation",14695,069-X-4120-000,Department of Transportation
5076,069-4301,Maritime Administration,"Federal Ship Financing Fund, Revolving Fund, Maritime Administration, Transportation",NA,NA,Department of Transportation
5077,069-4302,Maritime Administration,"War-Risk Insurance Revolving Fund, Maritime Administration, Transportation",14705,069-X-4302-000,Department of Transportation
5078,069-4303,Maritime Administration,"Vessel Operations Revolving Fund, Maritime Administration, Transportation",14706,069-X-4303-000,Department of Transportation
5079,069-4400,Federal Railroad Administration,"Alaska Railroad Revolving Fund, Transportation",NA,NA,Department of Transportation
5080,069-4411,Federal Railroad Administration,"Financing Funds, Railroad Rehabilitation and Improvement, Liquidating Account, Federal Railroad Administration, Transportation",NA,NA,Department of Transportation
5081,069-4520,Office of the Secretary,"Working Capital Fund, Transportation",14713,069-X-4520-000,Department of Transportation
5082,069-4522,Office of the Secretary,"Working Capital Fund, Transportation Systems Center, Transportation",14714,069-X-4522-000,Department of Transportation
5083,069-4562,Federal Aviation Administration,"Administrative Services Franchise Fund, Federal Aviation Administration, Transportation",14716,069-X-4562-000,Department of Transportation
5084,069-5172,Pipeline and Hazardous Materials Safety Administration,"Pipeline Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",35650,069-2008/2010-5172-000,Department of Transportation
5084,069-5172,Pipeline and Hazardous Materials Safety Administration,"Pipeline Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",37819,069-2009/2011-5172-000,Department of Transportation
5084,069-5172,Pipeline and Hazardous Materials Safety Administration,"Pipeline Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",42410,069-2010/2010-5172-000,Department of Transportation
5084,069-5172,Pipeline and Hazardous Materials Safety Administration,"Pipeline Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",42420,069-2010/2012-5172-000,Department of Transportation
5084,069-5172,Pipeline and Hazardous Materials Safety Administration,"Pipeline Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",46146,069-2011/2011-5172-000,Department of Transportation
5084,069-5172,Pipeline and Hazardous Materials Safety Administration,"Pipeline Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",46151,069-2011/2013-5172-000,Department of Transportation
5084,069-5172,Pipeline and Hazardous Materials Safety Administration,"Pipeline Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",52659,069-2012/2012-5172-000,Department of Transportation
5084,069-5172,Pipeline and Hazardous Materials Safety Administration,"Pipeline Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",52668,069-2012/2014-5172-000,Department of Transportation
5084,069-5172,Pipeline and Hazardous Materials Safety Administration,"Pipeline Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",56961,069-2013/2013-5172-000,Department of Transportation
5084,069-5172,Pipeline and Hazardous Materials Safety Administration,"Pipeline Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",63600,069-2013/2014-5172-000,Department of Transportation
5084,069-5172,Pipeline and Hazardous Materials Safety Administration,"Pipeline Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",56974,069-2013/2015-5172-000,Department of Transportation
5084,069-5172,Pipeline and Hazardous Materials Safety Administration,"Pipeline Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",59969,069-2014/2014-5172-000,Department of Transportation
5084,069-5172,Pipeline and Hazardous Materials Safety Administration,"Pipeline Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",59979,069-2014/2016-5172-000,Department of Transportation
5084,069-5172,Pipeline and Hazardous Materials Safety Administration,"Pipeline Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",63148,069-2015/2015-5172-000,Department of Transportation
5084,069-5172,Pipeline and Hazardous Materials Safety Administration,"Pipeline Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",63154,069-2015/2017-5172-000,Department of Transportation
5084,069-5172,Pipeline and Hazardous Materials Safety Administration,"Pipeline Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",65578,069-2016/2016-5172-000,Department of Transportation
5084,069-5172,Pipeline and Hazardous Materials Safety Administration,"Pipeline Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",65798,069-2016/2018-5172-000,Department of Transportation
5084,069-5172,Pipeline and Hazardous Materials Safety Administration,"Pipeline Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",70403,069-2017/2017-5172-000,Department of Transportation
5084,069-5172,Pipeline and Hazardous Materials Safety Administration,"Pipeline Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",70413,069-2017/2019-5172-000,Department of Transportation
5084,069-5172,Pipeline and Hazardous Materials Safety Administration,"Pipeline Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",73342,069-2018/2018-5172-000,Department of Transportation
5084,069-5172,Pipeline and Hazardous Materials Safety Administration,"Pipeline Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",73353,069-2018/2020-5172-000,Department of Transportation
5084,069-5172,Pipeline and Hazardous Materials Safety Administration,"Pipeline Safety, Pipeline and Hazardous Materials Safety Administration, Transportation",14722,069-X-5172-000,Department of Transportation
5085,069-5282,Pipeline and Hazardous Materials Safety Administration,"Emergency Preparedness Grants, Pipeline and Hazardous Materials Safety Administration, Transportation",37812,069-2009/2010-5282-000,Department of Transportation
5085,069-5282,Pipeline and Hazardous Materials Safety Administration,"Emergency Preparedness Grants, Pipeline and Hazardous Materials Safety Administration, Transportation",42401,069-2010/2011-5282-000,Department of Transportation
5085,069-5282,Pipeline and Hazardous Materials Safety Administration,"Emergency Preparedness Grants, Pipeline and Hazardous Materials Safety Administration, Transportation",46139,069-2011/2012-5282-000,Department of Transportation
5085,069-5282,Pipeline and Hazardous Materials Safety Administration,"Emergency Preparedness Grants, Pipeline and Hazardous Materials Safety Administration, Transportation",52644,069-2012/2013-5282-000,Department of Transportation
5085,069-5282,Pipeline and Hazardous Materials Safety Administration,"Emergency Preparedness Grants, Pipeline and Hazardous Materials Safety Administration, Transportation",56946,069-2013/2014-5282-000,Department of Transportation
5085,069-5282,Pipeline and Hazardous Materials Safety Administration,"Emergency Preparedness Grants, Pipeline and Hazardous Materials Safety Administration, Transportation",59954,069-2014/2015-5282-000,Department of Transportation
5085,069-5282,Pipeline and Hazardous Materials Safety Administration,"Emergency Preparedness Grants, Pipeline and Hazardous Materials Safety Administration, Transportation",63143,069-2015/2016-5282-000,Department of Transportation
5085,069-5282,Pipeline and Hazardous Materials Safety Administration,"Emergency Preparedness Grants, Pipeline and Hazardous Materials Safety Administration, Transportation",65794,069-2016/2017-5282-000,Department of Transportation
5085,069-5282,Pipeline and Hazardous Materials Safety Administration,"Emergency Preparedness Grants, Pipeline and Hazardous Materials Safety Administration, Transportation",70409,069-2017/2018-5282-000,Department of Transportation
5085,069-5282,Pipeline and Hazardous Materials Safety Administration,"Emergency Preparedness Grants, Pipeline and Hazardous Materials Safety Administration, Transportation",73350,069-2018/2019-5282-000,Department of Transportation
5085,069-5282,Pipeline and Hazardous Materials Safety Administration,"Emergency Preparedness Grants, Pipeline and Hazardous Materials Safety Administration, Transportation",14723,069-X-5282-000,Department of Transportation
5086,069-5422,Federal Aviation Administration,"Aviation User Fees, Federal Aviation Administration, Transportation",14724,069-X-5422-000,Department of Transportation
5087,069-5423,Office of the Secretary,"Essential Air Service and Rural Airport Improvement Fund, Office of the Secretary, Transportation",14725,069-X-5423-000,Department of Transportation
5088,069-5560,Maritime Administration,"Port of Guam Improvement Enterprise Fund, Maritime Administration, Transportation",44193,069-X-5560-000,Department of Transportation
5089,069-6012,Maritime Administration,"Federal Ship Financing Escrow Fund, Maritime Administration, Transportation",NA,NA,Department of Transportation
5090,069-6040,Maritime Administration,"Maritime Guaranteed Loan Escrow Fund, Maritime Administration, Transportation",NA,NA,Department of Transportation
5091,069-6050,Federal Highway Administration,"Employees' Payroll Allotment Account, United States Savings Bonds, Federal Highway Administration",NA,NA,Department of Transportation
5092,069-6275,Federal Railroad Administration,"Withheld State and Local Taxes, Alaska Railroad",NA,NA,Department of Transportation
5093,069-6276,Maritime Administration,"Other Federal Payroll Withholding, Allotments Maritime Administration",NA,NA,Department of Transportation
5094,069-6501,Maritime Administration,"Small Escrow Amounts, Maritime Administration, Transportation",NA,NA,Department of Transportation
5095,069-6548,Federal Aviation Administration,"Unearned Fees for Registration and Recordation of Aircraft, Federal Aviation Administration, (T) Transportation",NA,NA,Department of Transportation
5096,069-6551,Federal Aviation Administration,"Unearned Copying Fees, Federal Aviation Administration (T), Transportation",NA,NA,Department of Transportation
5097,069-6553,Federal Aviation Administration,"Termination Deposits, Federal Aviation Administration, Transportation",NA,NA,Department of Transportation
5098,069-6875,National Highway Traffic Safety Administration,"Suspense, National Highway Traffic Safety Administration",NA,NA,Department of Transportation
5099,069-6887,Federal Highway Administration,"Proceeds from Sale of Surplus Property, Federal Aviation Administration, Transportation",NA,NA,Department of Transportation
5100,069-8001,Federal Highway Administration,"Intermodal Urban Demonstration Project, Federal Highway Administration, Transportation",14780,069-X-8001-000,Department of Transportation
5101,069-8002,Federal Highway Administration,"Carpool and Vanpool Projects, Federal Highway Administration",14781,069-X-8002-000,Department of Transportation
5102,069-8003,Saint Lawrence Seaway Development Corporation,"Operations and Maintenance, Saint Lawrence Seaway Development Corporation, Transportation",14782,069-X-8003-000,Department of Transportation
5103,069-8009,Federal Highway Administration,"Trust Fund Share of Other Highway Programs, Federal Highway Administration, Transportation",14783,069-X-8009-000,Department of Transportation
5104,069-8014,Federal Highway Administration,"Baltimore-Washington Parkway Trust Fund, Federal Highway Administration, Transportation",14785,069-X-8014-000,Department of Transportation
5105,069-8016,National Highway Traffic Safety Administration,"Operations and Research - Trust Fund, National Highway Traffic Safety Administration, Transportation",35651,069-2008/2010-8016-000,Department of Transportation
5105,069-8016,National Highway Traffic Safety Administration,"Operations and Research - Trust Fund, National Highway Traffic Safety Administration, Transportation",14786,069-X-8016-000,Department of Transportation
5106,069-8017,Federal Highway Administration,"Highway Safety Research and Development, Federal Highway Administration, Transportation",14787,069-X-8017-000,Department of Transportation
5107,069-8019,Federal Highway Administration,"Highway-Related Safety Grants, Liquidation of Contract Authorization, Trust Fund, Federal Highway Administration, Transportation",14788,069-X-8019-000,Department of Transportation
5108,069-8020,National Highway Traffic Safety Administration,"Highway Traffic Safety Grants, Liquidation of Contract Authorization, Trust Fund, National Highway Traffic Safety Administration, Transportation",15825,069-069-X-8020-005,Department of Transportation
5108,069-8020,National Highway Traffic Safety Administration,"Highway Traffic Safety Grants, Liquidation of Contract Authorization, Trust Fund, National Highway Traffic Safety Administration, Transportation",14789,069-X-8020-000,Department of Transportation
5109,069-8026,Federal Highway Administration,"Project Acceleration Demonstration Program, Federal Highway Administration, Transportation",NA,NA,Department of Transportation
5110,069-8045,Federal Highway Administration,"Study of Improvements to Highway 8 in Wisconsin, Federal Highway Administration, Transportation",14792,069-X-8045-000,Department of Transportation
5111,069-8048,Federal Motor Carrier Safety Administration,"National Motor Carrier Safety Program, Liquidation of Contract Authorization, Federal Motor Carrier Safety Administration, Transportation",14793,069-X-8048-000,Department of Transportation
5112,069-8049,Federal Highway Administration,"Vehicular and Pedestrian Safety Demonstration Project, Federal Highway Administration, Transportation",14794,069-X-8049-000,Department of Transportation
5113,069-8054,Federal Highway Administration,"Advances from State Cooperating Agencies, Foreign Governments, and Other Federal Agencies, Federal Highway Administration, Transportation",14795,069-X-8054-000,Department of Transportation
5114,069-8055,Federal Motor Carrier Safety Administration,"Motor Carrier Safety, Limitation on Administrative Expenses, Federal Motor Carrier Safety Administration, Transportation",14796,069-X-8055-000,Department of Transportation
5115,069-8057,Federal Highway Administration,"Bridge Capacity Improvement, Federal Highway Administration, Transportation",14797,069-X-8057-000,Department of Transportation
5116,069-8058,Federal Highway Administration,"Miscellaneous Highway Project, Federal Highway Administration, Transportation",21969,014-069-X-8058-010,Department of Transportation
5116,069-8058,Federal Highway Administration,"Miscellaneous Highway Project, Federal Highway Administration, Transportation",24656,069-069-X-8058-007,Department of Transportation
5116,069-8058,Federal Highway Administration,"Miscellaneous Highway Project, Federal Highway Administration, Transportation",23614,069-069-X-8058-011,Department of Transportation
5116,069-8058,Federal Highway Administration,"Miscellaneous Highway Project, Federal Highway Administration, Transportation",37333,069-069-X-8058-026,Department of Transportation
5116,069-8058,Federal Highway Administration,"Miscellaneous Highway Project, Federal Highway Administration, Transportation",14798,069-X-8058-000,Department of Transportation
5117,069-8061,Federal Highway Administration,"Construction and Improvements to Halls Mills Road, New Jersey, Federal Highway Administration, Transportation",14799,069-X-8061-000,Department of Transportation
5118,069-8072,Federal Highway Administration,"Appalachian Development Highway System, Federal Highway Administration, Transportation",14800,069-X-8072-000,Department of Transportation
5119,069-8076,Federal Highway Administration,"Highway Safety and Economic Development Projects, Federal Highway Administration, Transportation",14801,069-X-8076-000,Department of Transportation
5120,069-8081,Federal Highway Administration,"Highway-Railroad Grade Crossing Safety Demonstration Project, Federal Highway Administration, Transportation",14802,069-X-8081-000,Department of Transportation
5121,069-8082,Federal Highway Administration,"Nuclear Waste Transportation Safety Demonstration Project, Federal Highway Administration, Transportation",14803,069-X-8082-000,Department of Transportation
5122,069-8083,Federal Highway Administration,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",36973,012-069-X-8083-010,Department of Transportation
5122,069-8083,Federal Highway Administration,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",4520,012-069-X-8083-011,Department of Transportation
5122,069-8083,Federal Highway Administration,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",55278,013-069-X-8083-014,Department of Transportation
