"Agency","Subagency","accountID","Title","Obligation","Unobligated"
"Department of the Interior","Bureau of Land Management",743,"Carson City Special Account, Bureau of Land Management, Interior",278.31,76500.5
"Department of the Interior","Bureau of Land Management",744,"Silver Saddle Endowment Account, Bureau of Land Management, Interior",0,363605.56
"Department of the Interior","Bureau of Land Management",753,"Ojito Land Acquisition, Interior",0,324976
"Department of the Interior","Bureau of Land Management",681,"Payments to State and County from Clark County, Nevada Land Sales, Bureau of Land Management",14193467.4,1639352.29
"Department of the Interior","Bureau of Land Management",731,"Title II Projects on Federal Lands, Bureau of Land Management",3485277.58,1069214.03
"Department of the Interior","Bureau of Land Management",595,"Cook Inlet Region, Incorporated Property Account, Bureau of Land Management",0,2376394.44
"Department of the Interior","Bureau of Land Management",653,"Payments to States from Grazing Receipts, Etc., Public Lands Outside Grazing Districts, Bureau of Land Management",1215281.12,1.78
"Department of the Interior","Bureau of Land Management",658,"Payments to States from Grazing Receipts, Etc., Public Lands within Grazing Districts, Bureau of Land Management",1700550.6,1.04
"Department of the Interior","Bureau of Land Management",661,"Payments to States from Grazing Receipts, Etc., Public Lands within Grazing Districts, Miscellaneous, Bureau of Land Management",202259.37,0.62
"Department of the Interior","Bureau of Land Management",684,"Payments to States (Proceeds of Sales), Bureau of Land Management",780139.91,100628.42
"Department of the Interior","Bureau of Land Management",762,"Payments to Counties, Oregon and California Grant Lands, Bureau of Land Management",18802430.06,0.6
"Department of the Interior","Bureau of Land Management",763,"Payments to Counties, National Grasslands, Bureau of Land Management",359404.79,71189.75
"Department of the Interior","Bureau of Land Management",764,"Payments to Coos and Douglas Counties, Oregon, from Receipts, Coos Bay Wagon Road Grant Lands, Bureau of Land Management",262221.59,3865045.1
"Department of the Interior","Bureau of Land Management",745,"State Share, Carson City Land Sales, Bureau of Land Management, Interior",0,3.15
"Department of the Interior","Bureau of Land Management",639,"Helium Fund, Bureau of Land Management",11660269.92,276858098.5
"Department of the Interior","Bureau of Land Management",647,"Working Capital Fund, Bureau of Land Management",64878483.3,147864856.82
"Department of the Interior","Bureau of Land Management",787,"Land and Resources Management Trust Fund, Bureau of Land Management",18153864.8,58555618.68
"Department of the Interior","Bureau of Ocean Energy Management",616,"Ocean Energy Management, Bureau of Ocean Energy Management, Interior",185706076.63,18195144.96
"Department of the Interior","Bureau of Safety and Environmental Enforcement",611,"Offshore Safety and Environmental Enforcement, Bureau of Safety and Environmental Enforcement, Interior",240681052.54,42376584.43
"Department of the Interior","Bureau of Safety and Environmental Enforcement",794,"Oil Spill Research, Bureau of Safety and Environmental Enforcement, Interior",15455523.07,5207454.81
"Department of the Interior","Bureau of Safety and Environmental Enforcement",617,"Oil Spill Research, Bureau of Safety and Environmental Enforcement",0,103435.55
"Department of the Interior","Office of Surface Mining Reclamation and Enforcement",612,"Regulation and Technology, Office of Surface Mining Reclamation and Enforcement",115161728.9,48711881.15
"Department of the Interior","Office of Surface Mining Reclamation and Enforcement",671,"Regulation and Technology, Civil Penalties, Office of Surface Mining Reclamation and Enforcement",770350,1518663.21
"Department of the Interior","Office of Surface Mining Reclamation and Enforcement",652,"Abandoned Mine Reclamation Fund, Office of Surface Mining Reclamation and Enforcement",214770314.59,173858680.72
"Department of the Interior","Office of Surface Mining Reclamation and Enforcement",614,"Payments in Lieu of Coal Fee Receipts, Office of Surface Mining Reclamation and Enforcement",52902323.61,5064387.65
"Department of the Interior","Office of Surface Mining Reclamation and Enforcement",615,"Supplemental Payments to UMWA Health Plans, Office of Surface Mining Reclamation and Enforcement",263409126.05,0
"Department of the Interior","Bureau of Reclamation",574,"Water and Related Resources, Bureau of Reclamation, Interior",1330670393.53,930034956.85
"Department of the Interior","Bureau of Reclamation",679,"Recreation Enhancement Fee Program, Bureau of Reclamation",718426.63,1083104.05
"Department of the Interior","Bureau of Reclamation",667,"Operation and Maintenance of Quarters, Bureau of Reclamation, Interior",435779.95,772822.89
"Department of the Interior","Bureau of Reclamation",669,"Operation, Maintenance, and Replacement of Project Works, North Platte Project (Gering and Fort Laramie, Goshen, and Pathfinder Irrigation Districts), Bureau of Reclamation",92860,37811.86
"Department of the Interior","Bureau of Reclamation",670,"Payments to Farmers' Irrigation District (North Platte Project, Neb.-Wyo.), Bureau of Reclamation",7488,544
"Department of the Interior","Bureau of Reclamation",677,"Payments to Local Units, Klamath Reclamation Area, Bureau of Reclamation",486400.44,0.41
"Department of the Interior","Bureau of Reclamation",717,"Water and Related Resources, Reclamation Fund, Bureau of Reclamation",0,0
"Department of the Interior","Bureau of Reclamation",575,"Water and Related Resources - Recovery Act, Bureau of Reclamation, Interior",0,462484.6
"Department of the Interior","Bureau of Reclamation",578,"California Bay-Delta Restoration, Bureau of Reclamation, Interior",39817080.16,1862689.05
"Department of the Interior","Bureau of Reclamation",634,"Taos Settlement Fund, Bureau of Reclamation, Interior",0,16000000
"Department of the Interior","Bureau of Reclamation",752,"Reclamation Water Settlements Fund, Bureau of Reclamation, Interior",734.03,139018551.43
"Department of the Interior","Bureau of Reclamation",672,"Policy and Administration, Bureau of Reclamation, Interior",61360651.59,14850764.83
"Department of the Interior","Bureau of Reclamation",695,"Central Valley Project Restoration Fund, Bureau of Reclamation",54910268.63,5210204.14
"Department of the Interior","Bureau of Reclamation",755,"Colorado River Dam Fund, Boulder Canyon Project, Bureau of Reclamation",91038102.4,55859970.33
"Department of the Interior","Bureau of Reclamation",730,"San Gabriel Basin Restoration Fund, Bureau of Reclamation",0,48.75
"Department of the Interior","Bureau of Reclamation",740,"San Joaquin River Restoration Fund, Bureau of Reclamation, Interior",878586.39,13843344.95
"Department of the Interior","Bureau of Reclamation",640,"Lower Colorado River Basin Development Fund, Bureau of Reclamation",246328383.8,270104722.83
"Department of the Interior","Bureau of Reclamation",641,"Upper Colorado River Basin Fund, Bureau of Reclamation",204244122.11,120419820.2
"Department of the Interior","Bureau of Reclamation",646,"Working Capital Fund, Bureau of Reclamation",459817501.49,108108635.94
"Department of the Interior","Bureau of Reclamation",577,"Bureau of Reclamation Loans Program Account, Bureau of Reclamation, Interior",157.02,5577.41
"Department of the Interior","Bureau of Reclamation",573,"Loan Program, Liquidating Account, Bureau of Reclamation, Interior",0,0
"Department of the Interior","Bureau of Reclamation",788,"Reclamation Trust Funds, Bureau of Reclamation",170862.05,28042158.33
"Department of the Interior","Central Utah Project",579,"Central Utah Project Completion Account, Central Utah Project, Interior",9094408.31,1285759.59
"Department of the Interior","Central Utah Project",696,"Utah Reclamation Mitigation and Conservation Account, Interior",9567454.5,11779647.87
"Department of the Interior","United States Geological Survey",580,"Surveys, Investigations and Research, U.S. Geological Survey",1617871204.54,599046602.81
"Department of the Interior","United States Geological Survey",668,"Operation and Maintenance of Quarters, Geological Survey",48263.28,214869.93
"Department of the Interior","United States Geological Survey",649,"Working Capital Fund, Geological Survey",85170142.56,88428296.07
"Department of the Interior","United States Geological Survey",795,"Contributed Funds, Geological Survey, Interior",827165.93,1520969.97
"Department of the Interior","Bureau of Mines",581,"Mines and Minerals, Bureau of Mines, Interior",0,0
"Department of the Interior","United States Fish and Wildlife Service",604,"Resource Management, United States Fish and Wildlife Service",1578606057.14,307211519.95
"Department of the Interior","United States Fish and Wildlife Service",605,"Construction, United States Fish and Wildlife Service",19341571.04,28510148.3
"Department of the Interior","United States Fish and Wildlife Service",724,"State and Tribal Wildlife Grants, U.S. Fish and Wildlife Service",66837502.48,42579250.2
"Department of the Interior","United States Fish and Wildlife Service",608,"Multinational Species Conservation Fund, United States Fish and Wildlife Service",11760963.57,726562.93
"Department of the Interior","United States Fish and Wildlife Service",732,"Exotic Bird Conservation Fund, U.S. Fish and Wildlife Service",0,1000
"Department of the Interior","United States Fish and Wildlife Service",610,"Neotropical Migratory Bird Conservation, U.S. Fish and Wildlife Service",4529265.6,227432.22
"Department of the Interior","United States Fish and Wildlife Service",656,"Land Acquisition, United States Fish and Wildlife Service",79868958.46,36132301.09
"Department of the Interior","United States Fish and Wildlife Service",734,"Landowner Incentive Program, U.S. Fish and Wildlife Service",968518.93,54185.5
"Department of the Interior","United States Fish and Wildlife Service",733,"Private Stewardship Grants, U.S. Fish and Wildlife Service",25831.84,0
"Department of the Interior","United States Fish and Wildlife Service",686,"Migratory Bird Conservation Account, United States Fish and Wildlife Service",85569794.1,6159675.74
"Department of the Interior","United States Fish and Wildlife Service",701,"North American Wetlands Conservation Fund, United States Fish and Wildlife Service",70060907.53,9344551.16
"Department of the Interior","United States Fish and Wildlife Service",689,"Cooperative Endangered Species Conservation Fund, United States Fish and Wildlife Service",95977114.77,44906816.18
"Department of the Interior","United States Fish and Wildlife Service",728,"Cooperative Endangered Species Conservation Fund, from Land and Water Conservation Fund, U.S. Fish and Wildlife Service",35365384.74,70396468.93
"Department of the Interior","United States Fish and Wildlife Service",675,"National Wildlife Refuge Fund, United States Fish and Wildlife Service",11334589.18,4740028.32
"Department of the Interior","United States Fish and Wildlife Service",609,"National Wildlife Refuge Fund, United States Fish and Wildlife Service",13228000,0
"Department of the Interior","United States Fish and Wildlife Service",708,"Recreation Fee Enhancement Program, U.S. Fish and Wildlife Service",5853046.7,9238356.4
"Department of the Interior","United States Fish and Wildlife Service",657,"Federal Aid to Wildlife Restoration, United States Fish and Wildlife Service",825509462.48,422554164.85
"Department of the Interior","United States Fish and Wildlife Service",751,"Coastal Impact Assistance, Fish and Wildlife Service, Interior",8521382.08,21992979.1
"Department of the Interior","United States Fish and Wildlife Service",665,"Operation and Maintenance of Quarters, United States Fish and Wildlife Service",3112429.31,7216738.93
"Department of the Interior","United States Fish and Wildlife Service",676,"Proceeds from Sales, Water Resource Development Projects, United States Fish and Wildlife Service",269802.9,852621.76
"Department of the Interior","United States Fish and Wildlife Service",690,"Lahontan Valley and Pyramid Lake Fish and Wildlife Fund, United States Fish and Wildlife Service",467780.47,885972.81
"Department of the Interior","United States Fish and Wildlife Service",721,"Filming and Photography Fee Program, Fish and Wildlife Service, Interior",0,75000
"Department of the Interior","United States Fish and Wildlife Service",735,"Community Partnership Enhancement, U.S. Fish and Wildlife Service",198816,66750.27
"Department of the Interior","United States Fish and Wildlife Service",789,"Sport Fish Restoration Account, United States Fish and Wildlife Service",468959043.38,190757994.86
"Department of the Interior","United States Fish and Wildlife Service",791,"Contributed Funds, United States Fish and Wildlife Service",3926078.16,9011039.51
"Department of the Interior","National Park Service",584,"Operation of the National Park System, National Park Service, Interior",2421363309.89,172173520.46
"Department of the Interior","National Park Service",636,"Centennial Challenge, National Park Service, Interior",2163358.18,26833978.04
"Department of the Interior","National Park Service",586,"National Recreation and Preservation, National Park Service, Interior",66416447.07,7814598.5
"Department of the Interior","National Park Service",582,"Urban Park and Recreation Fund, National Park Service, Interior",0,208742.64
"Department of the Interior","National Park Service",585,"Construction, National Park Service, Interior",298767283.2,319313501.01
"Department of the Interior","National Park Service",729,"Federal Infrastructure Improvement, from Land and Water Conservation Fund, National Park Service",0,0
"Department of the Interior","National Park Service",660,"Land Acquisition and State Assistance, National Park Service",157078043.88,250989037.94
"Department of the Interior","National Park Service",739,"Outer Continental Shelf Revenues, LWCF Share from Certain Leases, National Park Service",391893.1,5599913.08
"Department of the Interior","National Park Service",692,"Transportation Systems Fund, National Park Service",22297404.92,41912011.77
"Department of the Interior","National Park Service",680,"Recreation Enhancement Fee Program, National Park Service",247388531.27,272337587.66
"Department of the Interior","National Park Service",757,"Educational Expenses, Children of Employees, Yellowstone National Park, National Park Service",0,17677.81
"Department of the Interior","National Park Service",758,"Payment for Tax Losses on Land Acquired for Grand Teton National Park, National Park Service",13512.22,144
"Department of the Interior","National Park Service",687,"Historic Preservation Fund, National Park Service",69322543.19,27002363.17
"Department of the Interior","National Park Service",727,"Historic Preservation Fund, from Land and Water Conservation Fund, National Park Service",0,0.27
"Department of the Interior","National Park Service",587,"Historic Preservation Fund, National Park Service, Interior",708.16,30965.73
"Department of the Interior","National Park Service",691,"Park Buildings Lease and Maintenance Fund, National Park Service",8469702.54,21551961.98
"Department of the Interior","National Park Service",664,"Operation and Maintenance of Quarters, National Park Service",20520046.66,11855966.09
"Department of the Interior","National Park Service",705,"User Fees for Filming and Photography on Public Lands, National Park Service",1052972.49,5261942.77
"Department of the Interior","National Park Service",694,"Concessioner Improvement Accounts, National Park Service",7813779.36,11736320.28
"Department of the Interior","National Park Service",714,"Glacier Bay National Park, National Park Service",5864.4,63442.93
"Department of the Interior","National Park Service",718,"Park Concessions Franchise Fees, National Park Service",75540228.54,159237595.6
"Department of the Interior","National Park Service",583,"Contribution for Annuity Benefits, National Park Service, Interior",39292192.93,27816725.93
"Department of the Interior","National Park Service",790,"Construction (Trust Fund), National Park Service",0,31748.11
"Department of the Interior","National Park Service",785,"Donations, National Park Service",75291815.23,74774317.3
"Department of the Interior","National Park Service",786,"Preservation, Birthplace of Abraham Lincoln, National Park Service",0,41729.96
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",619,"Operation of Indian Programs, Bureau of Indian Affairs and Bureau of Indian Education, Interior",2551078178.74,708338644.69
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",623,"Contract Support Costs, Bureau of Indian Affairs and Bureau of Indian Education, Interior",259707520,67942540.25
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",624,"Construction, Bureau of Indian Affairs",140816693.47,255571083.73
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",622,"White Earth Economic Development and Tribal Government Fund, Bureau of Indian Affairs",672857.6,1033565.13
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",625,"Indian Land and Water Claim Settlements and Miscellaneous Payments to Indians, Bureau of Indian Affairs and Bureau of Indian Education, Interior",48400342.41,27513107.92
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",633,"Aamodt Settlement Pueblos' Fund, Bureau of Indian Affairs, Interior",3003725.49,0
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",621,"Indian Land Consolidation, Bureau of Indian Affairs, Interior",0,15613003.17
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",736,"Indian Water Rights and Habitat Acquisition Program, Bureau of Indian Affairs",0,2980500
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",666,"Operation and Maintenance of Quarters, Bureau of Indian Affairs",5942719.21,5838656.17
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",626,"Claims and Treaty Obligations, Bureau of Indian Affairs (Indefinite)",38700,30093.94
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",700,"Operation and Maintenance, Indian Irrigation Systems, Bureau of Indian Affairs (T)",32795242.41,42232082.16
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",702,"Alaska Resupply Program, Bureau of Indian Affairs",119137.67,442492.02
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",754,"Power Systems, Indian Irrigation Projects, Bureau of Indian Affairs",73127934.39,32260614.07
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",643,"Revolving Fund for Loans, Liquidating Account, Bureau of Indian Affairs",0,0
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",628,"Indian Guaranteed Loan Program Account, Bureau of Indian Affairs and Bureau of Indian Education, Interior",10111039.98,3214643.55
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",627,"Indian Direct Loan Program Account, Bureau of Indian Affairs, Interior",1089980,0
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",644,"Indian Loan Guaranty and Insurance Fund, Liquidating Account, Bureau of Indian Affairs",0,0
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",792,"Gifts and Donations, Bureau of Indian Affairs",742533.54,3073381.65
"Department of the Interior","Departmental Offices",561,"Departmental Operations, Office of the Secretary, Interior",360342098.35,58979344.91
"Department of the Interior","Departmental Offices",682,"Indian Arts and Crafts Fund, Departmental Management",16416.05,211343.67
"Department of the Interior","Departmental Offices",793,"Gifts and Bequest, Take Pride in America, Interior",0,22557.74
"Department of the Interior","Departmental Offices",746,"Departmental Operations, Land and Water Conservation Fund, Departmental Offices, Interior",11405191.59,2726075.45
"Department of the Interior","Departmental Offices",650,"Payments to States from Receipts Under Mineral Leasing, Public and Acquired Military Lands, Office of Natural Resources Revenue, Interior",1407398668.19,635366.05
"Department of the Interior","Departmental Offices",685,"Payment to Oklahoma (Royalties), Office of Natural Resources Revenue, Interior",9210.61,0
"Department of the Interior","Departmental Offices",662,"Payments to Alaska from Oil and Gas Leases, National Petroleum Reserve, Office of Natural Resources Revenue, Interior",1666633.81,0
"Department of the Interior","Departmental Offices",706,"Payments to States, Flood Control Act of 1954, Office of Natural Resources Revenue, Interior",13513481.51,0
"Department of the Interior","Departmental Offices",703,"Payments to States, National Forest Fund, Office of Natural Resources Revenue, Interior",6164526.49,0
"Department of the Interior","Departmental Offices",748,"Geothermal Lease Revenues, Payment to Counties, Office of Natural Resources Revenue, Interior",3474041.07,0
"Department of the Interior","Departmental Offices",738,"State's Share from Certain Gulf of Mexico Leases, Office of Natural Resources Revenue, Interior",957032.29,0
"Department of the Interior","Departmental Offices",716,"Environmental Improvement and Restoration Fund, Office of Natural Resources Revenue, Interior",0,0
"Department of the Interior","Departmental Offices",618,"Indian Education Scholarship Holding Fund, Bureau of Indian Affairs and Bureau of Indian Education, Interior",20399712.78,0
"Department of the Interior","Departmental Offices",760,"Trust Land Consolidation Fund, Departmental Offices, Interior",388423277.44,379956050.26
"Department of the Interior","Insular Affairs",569,"Trust Territory of the Pacific Islands, Insular Affairs, Interior",0,0
"Department of the Interior","Insular Affairs",570,"Compact of Free Association, Insular Affairs, Interior",243371180.06,221058641.46
"Department of the Interior","Insular Affairs",571,"Micronesian Claims Fund, Trust Territory of the Pacific Islands, Insular Affairs, Interior",0,0
"Department of the Interior","Insular Affairs",572,"Payment to the United States Territories, Fiscal Assistance, Insular Affairs, Interior",327810546,0
"Department of the Interior","Insular Affairs",568,"Assistance to Territories, Insular Affairs, Interior",79842082.83,19294734.52
"Department of the Interior","Office of the Solicitor",564,"Salaries and Expenses, Office of the Solicitor, Interior",82687334.67,2874614.39
"Department of the Interior","Office of Inspector General",562,"Salaries and Expenses, Office of the Inspector General, Interior",52498748.27,3285759.98
"Department of the Interior","Office of Inspector General",560,"Salaries and Expenses-Recovery Act, Office of the Inspector General, Interior",0,0
"Department of the Interior","Office of the Special Trustee for American Indians",566,"Federal Trust Programs, Office of the Special Trustee for American Indians, Interior",151356281.41,37684858.08
"Department of the Interior","Office of the Special Trustee for American Indians",711,"Tribal Special Fund, Office of the Special Trustee for American Indians",113902814.21,119212954.16
"Department of the Interior","Office of the Special Trustee for American Indians",784,"Tribal Trust Fund, Office of the Special Trustee for the American Indians",35374903.22,27857358.6
"Department of the Interior","National Indian Gaming Commission",565,"Salaries and Expenses, National Indian Gaming Commission, Interior",1689613.75,2678404.54
"Department of the Interior","National Indian Gaming Commission",688,"National Indian Gaming Commission, Gaming Activity Fees",21143698.73,13863379.98
"Department of the Interior","Department-Wide Programs",592,"Payments in Lieu of Taxes, Departmental Management",465007660.33,89388.43
"Department of the Interior","Department-Wide Programs",598,"Central Hazardous Materials Fund, Department-Wide Programs, Interior",18973624.61,15981796.25
"Department of the Interior","Department-Wide Programs",606,"Natural Resource Damage Assessment Fund, Natural Resource Damage Assessment and Restoration, Interior",7818961.86,9154511.02
"Department of the Interior","Department-Wide Programs",697,"Natural Resource Damage Assessment and Restoration Fund, Office of the Secretary",66147515.5,1344477643.46
"Department of the Interior","Department-Wide Programs",599,"Wildland Fire Management, Department-Wide Programs, Interior",1131814028.58,82293239.06
"Department of the Interior","Department-Wide Programs",600,"Flame Wildfire Suppression Reserve Fund, Department-Wide Programs, Interior",0,66000000
"Department of the Interior","Department-Wide Programs",645,"Working Capital Fund, Departmental Management",1277828428.93,252928585.47
"Department of the Interior","Department-Wide Programs",648,"Interior Franchise Fund, Departmental Management",2203631660.71,143596510.05
"Department of Justice","General Administration",799,"Salaries and Expenses, General Administration, Justice",131782163.14,22895734.61
"Department of Justice","General Administration",867,"Justice Gift Fund, Justice",2500,2279.28
"Department of Justice","General Administration",839,"National Drug Intelligence Center, General Administration, Justice",0,0
"Department of Justice","General Administration",803,"Justice Information Sharing Technology, General Administration, Justice",60518524.63,31478724.96
"Department of Justice","General Administration",801,"Tactical Law Enforcement Wireless Communications, General Administration, Justice",2540838.21,30291.01
"Department of Justice","General Administration",820,"Administrative Review and Appeals, General Administration, Justice",432621777.05,37636813.61
"Department of Justice","General Administration",804,"Detention Trustee, General Administration, Justice",0,48583.42
"Department of Justice","General Administration",816,"Office of Inspector General, Justice",112916662,24469892.18
"Department of Justice","General Administration",842,"Working Capital Fund, Justice",1621668206.21,556081206.97
"Department of Justice","United States Parole Commission",836,"Salaries and Expenses, United States Parole Commission, Justice",13055748.13,1810027.08
"Department of Justice","Legal Activities and U.S. Marshals",798,"Salaries and Expenses, General Legal Activities, Justice",1403235870.86,90484138.78
"Department of Justice","Legal Activities and U.S. Marshals",810,"Salaries and Expenses, Antitrust Division, Justice",173384865.97,3642000.73
"Department of Justice","Legal Activities and U.S. Marshals",811,"Salaries and Expenses, United States Attorneys, Justice",2418530776.47,179886761.4
"Department of Justice","Legal Activities and U.S. Marshals",796,"Salaries and Expenses, Foreign Claims Settlement Commission, Justice",2361945.16,674946.2
"Department of Justice","Legal Activities and U.S. Marshals",797,"Payment of Vietnam and U.S.S. Pueblo Prisoner of War Claims, Foreign Claims Settlement Commission, Justice",0,17970.99
"Department of Justice","Legal Activities and U.S. Marshals",813,"Salaries and Expenses, United States Marshals Service, Justice",1325507467.55,41986606.13
"Department of Justice","Legal Activities and U.S. Marshals",802,"Construction, United States Marshals Service, Justice",12195696.03,791871.68
"Department of Justice","Legal Activities and U.S. Marshals",834,"Federal Prisoner Detention, Justice",1423576867.74,111655795.62
"Department of Justice","Legal Activities and U.S. Marshals",809,"Fees and Expenses of Witnesses, Justice",293737414.79,246084241.91
"Department of Justice","Legal Activities and U.S. Marshals",829,"Salaries and Expenses, Community Relations Service, Justice",14890739.44,2707299.22
"Department of Justice","Legal Activities and U.S. Marshals",815,"Independent Counsel, Justice",3350331.05,254068.95
"Department of Justice","Legal Activities and U.S. Marshals",821,"September 11th Victim Compensation, General Legal Activities, Justice",1416139.08,0
"Department of Justice","Legal Activities and U.S. Marshals",806,"Victims Compensation Fund, General Legal Activities, Justice",999849130.22,4411504347.78
"Department of Justice","Legal Activities and U.S. Marshals",851,"United States Victims of State Sponsored Terrorism Fund, General Legal Activities, Justice",974556629.08,520199042.8
"Department of Justice","Legal Activities and U.S. Marshals",846,"United States Trustee System Fund, Justice",230234623.97,8822219.42
"Department of Justice","Legal Activities and U.S. Marshals",845,"Assets Forfeiture Fund, Justice",1347936582.84,1302828672.72
"Department of Justice","Legal Activities and U.S. Marshals",843,"Justice Prisoner and Alien Transportation System Fund, United States Marshals Service, Justice",42989654.95,35855813.92
"Department of Justice","National Security Division",840,"Salaries and Expenses, National Security Division, Justice",105640261.49,5115152.95
"Department of Justice","Radiation Exposure Compensation",818,"Payment to the Radiation Exposure Compensation Trust Fund, Justice",65000000,0
"Department of Justice","Radiation Exposure Compensation",866,"Radiation Exposure Compensation Trust Fund, Justice",59305766.19,30637409.79
"Department of Justice","Interagency Law Enforcement",812,"Interagency Crime and Drug Enforcement, Interagency Law Enforcement, Justice",552945735.48,7430959.97
"Department of Justice","Federal Bureau of Investigation",807,"Salaries and Expenses, Federal Bureau of Investigation, Justice",10148375709.09,1556079230.77
"Department of Justice","Federal Bureau of Investigation",808,"Construction, Federal Bureau of Investigation, Justice",164188351.33,609690756.55
"Department of Justice","Drug Enforcement Administration",837,"Salaries and Expenses, Drug Enforcement Administration, Justice",2690542248.38,339870832.9
"Department of Justice","Drug Enforcement Administration",838,"Construction, Drug Enforcement Administration, Justice",0,195.08
"Department of Justice","Drug Enforcement Administration",848,"Diversion Control Fee Account, Justice",420678721.06,179435840.18
"Department of Justice","Bureau of Alcohol, Tobacco, Firearms, and Explosives",830,"Salaries and Expenses, Bureau of Alcohol, Tobacco, Firearms and Explosives, Justice",1410774412.51,188933613.6
"Department of Justice","Bureau of Alcohol, Tobacco, Firearms, and Explosives",831,"Construction, Bureau of Alcohol, Tobacco, Firearms and Explosives, Justice",0,3576.8
"Department of Justice","Federal Prison System",835,"Salaries and Expenses, Federal Prison System",6986719585.65,219330081.54
"Department of Justice","Federal Prison System",832,"Buildings and Facilities, Federal Prison System, Justice",92411048.12,530793762.44
"Department of Justice","Federal Prison System",841,"Prison Industries Fund, Justice",632819405.3,175866304.53
"Department of Justice","Federal Prison System",869,"Commissary Funds, Federal Prisons, Justice",350109569.37,41053285.65
"Department of Justice","Office of Justice Programs",822,"Research, Evaluation, and Statistics, Office of Justice Programs, Justice",387611032.79,67005262.52
"Department of Justice","Office of Justice Programs",828,"Salaries and Expenses, Office of Justice Programs, Justice",0,49160.36
"Department of Justice","Office of Justice Programs",824,"State and Local Law Enforcement Assistance, Office of Justice Programs, Office of Justice Programs, Justice",1069124004.12,285574589.18
"Department of Justice","Office of Justice Programs",819,"Weed and Seed Program Fund, Justice",0,424067.69
"Department of Justice","Office of Justice Programs",826,"Community Oriented Policing Services, Office of Justice Programs, Justice",66440634.34,136378299.1
"Department of Justice","Office of Justice Programs",875,"Office of Justice Programs, Community Oriented Policing Services, Violent Crime Reduction Programs, Justice",0,243858.02
"Department of Justice","Office of Justice Programs",827,"Violence Against Women Prevention and Prosecution Programs, Office of Justice Programs, Justice",479032343.63,11472145.31
"Department of Justice","Office of Justice Programs",825,"Juvenile Justice Programs, Office of Justice Programs, Justice",238333917.25,2322809.99
"Department of Justice","Office of Justice Programs",823,"Public Safety Officers Benefits, Office of Justice Programs, Justice",141382815.86,37984.34
"Department of Justice","Office of Justice Programs",844,"Crime Victims Fund, Justice",2283133534.79,50021340.52
"Department of Justice","Office of Justice Programs",868,"Gifts, Crime Victims Fund, Office of Justice Programs, Justice",0,24070.8
"Department of Justice","Office of Justice Programs",850,"Domestic Trafficking Victims' Fund, Office of Justice Programs, Justice",4586000,482541.3
"Department of Labor","Employment and Training Administration",899,"Training and Employment Service, Employment and Training Administration, Labor",3309931931.58,254025874.2
"Department of Labor","Employment and Training Administration",923,"Salaries and Expenses, H-1B Funded, Training and Employment Services, Employment and Training Administration, Labor",133773416.68,129772341.45
"Department of Labor","Employment and Training Administration",905,"Interior, Bureau of Indian Affairs",1302499.93,22913265
"Department of Labor","Employment and Training Administration",903,"Office of Job Corps, Employment and Training Administration, Labor",1621034538.96,958439891.76
"Department of Labor","Employment and Training Administration",904,"Office of Job Corps - Recovery Act, Departmental Management, Labor",18743.04,17346625.26
"Department of Labor","Employment and Training Administration",900,"Community Service Employment for Older Americans, Employment and Training Administration, Labor",569790613.34,10390944.36
"Department of Labor","Employment and Training Administration",907,"TAA Community College and Career Training Grant Fund, Employee and Training Administration, Labor",0,5440.71
"Department of Labor","Employment and Training Administration",909,"Federal Unemployment Benefits and Allowances, Employment and Training Administration, Labor",718013439.35,475800913.85
"Department of Labor","Employment and Training Administration",902,"State Unemployment Insurance and Employment Service Operations, Employment and Training Administration, Labor",3520152002.5,174265622.75
"Department of Labor","Employment and Training Administration",922,"Salaries and Expenses, H-1B Funded, State Unemployment Insurance and Employment Operations, Employment and Training Administration, Labor",26125592.94,30330911.46
"Department of Labor","Employment and Training Administration",901,"Payments to the Unemployment Trust Fund, Employment and Training Administration, Labor",2802708,0
"Department of Labor","Employment and Training Administration",895,"Short Time Compensation Programs, Employment and Training Administration, Labor",630.9,854492.7
"Department of Labor","Employment and Training Administration",910,"Advances to the Unemployment Trust Fund and Other Funds, Employment and Training Administration, Labor",0,0
