"Agency","Subagency","accountID","Title","Obligation","Unobligated"
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",643,"Revolving Fund for Loans, Liquidating Account, Bureau of Indian Affairs",0,134645.41
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",628,"Indian Guaranteed Loan Program Account, Bureau of Indian Affairs and Bureau of Indian Education, Interior",4129968.85,8027681.7
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",644,"Indian Loan Guaranty and Insurance Fund, Liquidating Account, Bureau of Indian Affairs",0,54052.84
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",792,"Gifts and Donations, Bureau of Indian Affairs",438604.8,3735206.19
"Department of the Interior","Departmental Offices",561,"Departmental Operations, Office of the Secretary, Interior",124961223.62,271753452.59
"Department of the Interior","Departmental Offices",682,"Indian Arts and Crafts Fund, Departmental Management",111900,139443.67
"Department of the Interior","Departmental Offices",793,"Gifts and Bequest, Take Pride in America, Interior",0,57505.42
"Department of the Interior","Departmental Offices",746,"Departmental Operations, Land and Water Conservation Fund, Departmental Offices, Interior",6780935.17,6872174.63
"Department of the Interior","Departmental Offices",650,"Payments to States from Receipts Under Mineral Leasing, Public and Acquired Military Lands, Office of Natural Resources Revenue, Interior",745220589.66,1659127.64
"Department of the Interior","Departmental Offices",685,"Payment to Oklahoma (Royalties), Office of Natural Resources Revenue, Interior",4126,0
"Department of the Interior","Departmental Offices",662,"Payments to Alaska from Oil and Gas Leases, National Petroleum Reserve, Office of Natural Resources Revenue, Interior",17100976.52,0
"Department of the Interior","Departmental Offices",706,"Payments to States, Flood Control Act of 1954, Office of Natural Resources Revenue, Interior",7841311,0
"Department of the Interior","Departmental Offices",703,"Payments to States, National Forest Fund, Office of Natural Resources Revenue, Interior",2892048.8,0
"Department of the Interior","Departmental Offices",748,"Geothermal Lease Revenues, Payment to Counties, Office of Natural Resources Revenue, Interior",1958838.22,0
"Department of the Interior","Departmental Offices",738,"State's Share from Certain Gulf of Mexico Leases, Office of Natural Resources Revenue, Interior",0,0
"Department of the Interior","Departmental Offices",716,"Environmental Improvement and Restoration Fund, Office of Natural Resources Revenue, Interior",0,0
"Department of the Interior","Departmental Offices",760,"Trust Land Consolidation Fund, Departmental Offices, Interior",9267661.53,460615354.64
"Department of the Interior","Insular Affairs",569,"Trust Territory of the Pacific Islands, Insular Affairs, Interior",0,0
"Department of the Interior","Insular Affairs",570,"Compact of Free Association, Insular Affairs, Interior",197573068,258647159.46
"Department of the Interior","Insular Affairs",568,"Assistance to Territories, Insular Affairs, Interior",40931638.16,76351829.98
"Department of the Interior","Office of the Solicitor",564,"Salaries and Expenses, Office of the Solicitor, Interior",41850222.15,46633583
"Department of the Interior","Office of Inspector General",562,"Salaries and Expenses, Office of the Inspector General, Interior",25498098.68,33050270.33
"Department of the Interior","Office of the Special Trustee for American Indians",566,"Federal Trust Programs, Office of the Special Trustee for American Indians, Interior",64444070.65,131401041.46
"Department of the Interior","Office of the Special Trustee for American Indians",711,"Tribal Special Fund, Office of the Special Trustee for American Indians",51965609.45,89702483.58
"Department of the Interior","Office of the Special Trustee for American Indians",784,"Tribal Trust Fund, Office of the Special Trustee for the American Indians",4400889.12,31954268.57
"Department of the Interior","National Indian Gaming Commission",565,"Salaries and Expenses, National Indian Gaming Commission, Interior",0,5178404.54
"Department of the Interior","National Indian Gaming Commission",688,"National Indian Gaming Commission, Gaming Activity Fees",13265008.52,20091927.64
"Department of the Interior","Department-Wide Programs",592,"Payments in Lieu of Taxes, Departmental Management",153210.76,461778362.67
"Department of the Interior","Department-Wide Programs",598,"Central Hazardous Materials Fund, Department-Wide Programs, Interior",8785569.36,25713830.68
"Department of the Interior","Department-Wide Programs",606,"Natural Resource Damage Assessment Fund, Natural Resource Damage Assessment and Restoration, Interior",2962226.72,14073354.94
"Department of the Interior","Department-Wide Programs",697,"Natural Resource Damage Assessment and Restoration Fund, Office of the Secretary",46864222.34,1646676937.27
"Department of the Interior","Department-Wide Programs",599,"Wildland Fire Management, Department-Wide Programs, Interior",308253857.94,830763897.98
"Department of the Interior","Department-Wide Programs",600,"Flame Wildfire Suppression Reserve Fund, Department-Wide Programs, Interior",0,66000000
"Department of the Interior","Department-Wide Programs",645,"Working Capital Fund, Departmental Management",452861687.58,913236215.63
"Department of the Interior","Department-Wide Programs",648,"Interior Franchise Fund, Departmental Management",871120661.32,3572617813.12
"Department of Justice","General Administration",799,"Salaries and Expenses, General Administration, Justice",67350329.23,49252938.83
"Department of Justice","General Administration",867,"Justice Gift Fund, Justice",10000,2279.28
"Department of Justice","General Administration",803,"Justice Information Sharing Technology, General Administration, Justice",17246951.2,47438566.76
"Department of Justice","General Administration",801,"Tactical Law Enforcement Wireless Communications, General Administration, Justice",25538.37,4835.95
"Department of Justice","General Administration",820,"Administrative Review and Appeals, General Administration, Justice",218601336.64,112750429.95
"Department of Justice","General Administration",804,"Detention Trustee, General Administration, Justice",0,0
"Department of Justice","General Administration",816,"Office of Inspector General, Justice",62013820.43,33733540.47
"Department of Justice","General Administration",842,"Working Capital Fund, Justice",994844248.15,998737123.82
"Department of Justice","United States Parole Commission",836,"Salaries and Expenses, United States Parole Commission, Justice",5991633.41,3898541.55
"Department of Justice","Legal Activities and U.S. Marshals",798,"Salaries and Expenses, General Legal Activities, Justice",623564184.13,760009077.62
"Department of Justice","Legal Activities and U.S. Marshals",810,"Salaries and Expenses, Antitrust Division, Justice",83513555.16,14925752.41
"Department of Justice","Legal Activities and U.S. Marshals",811,"Salaries and Expenses, United States Attorneys, Justice",963909772.48,814091190.42
"Department of Justice","Legal Activities and U.S. Marshals",796,"Salaries and Expenses, Foreign Claims Settlement Commission, Justice",957830.82,1108675.13
"Department of Justice","Legal Activities and U.S. Marshals",797,"Payment of Vietnam and U.S.S. Pueblo Prisoner of War Claims, Foreign Claims Settlement Commission, Justice",0,17970.99
"Department of Justice","Legal Activities and U.S. Marshals",813,"Salaries and Expenses, United States Marshals Service, Justice",644924282.34,210792805.97
"Department of Justice","Legal Activities and U.S. Marshals",802,"Construction, United States Marshals Service, Justice",2122810.97,30514320.71
"Department of Justice","Legal Activities and U.S. Marshals",834,"Federal Prisoner Detention, Justice",784514614.12,209310164.92
"Department of Justice","Legal Activities and U.S. Marshals",809,"Fees and Expenses of Witnesses, Justice",124835461.9,280556632.08
"Department of Justice","Legal Activities and U.S. Marshals",829,"Salaries and Expenses, Community Relations Service, Justice",5670118.44,6027121.45
"Department of Justice","Legal Activities and U.S. Marshals",815,"Independent Counsel, Justice",6663405.24,3373502.79
"Department of Justice","Legal Activities and U.S. Marshals",821,"September 11th Victim Compensation, General Legal Activities, Justice",1168199.93,5816498.49
"Department of Justice","Legal Activities and U.S. Marshals",806,"Victims Compensation Fund, General Legal Activities, Justice",594776230.33,3820724523.67
"Department of Justice","Legal Activities and U.S. Marshals",851,"United States Victims of State Sponsored Terrorism Fund, General Legal Activities, Justice",729540.43,685593666.57
"Department of Justice","Legal Activities and U.S. Marshals",846,"United States Trustee System Fund, Justice",109303781.52,26778418.9
"Department of Justice","Legal Activities and U.S. Marshals",845,"Assets Forfeiture Fund, Justice",1049284427.55,1736304441.17
"Department of Justice","Legal Activities and U.S. Marshals",843,"Justice Prisoner and Alien Transportation System Fund, United States Marshals Service, Justice",45608711.92,50675117
"Department of Justice","National Security Division",840,"Salaries and Expenses, National Security Division, Justice",51950268.03,17619267.1
"Department of Justice","Radiation Exposure Compensation",818,"Payment to the Radiation Exposure Compensation Trust Fund, Justice",50000000,0
"Department of Justice","Radiation Exposure Compensation",866,"Radiation Exposure Compensation Trust Fund, Justice",30133663.1,50553972.87
"Department of Justice","Interagency Law Enforcement",812,"Interagency Crime and Drug Enforcement, Interagency Law Enforcement, Justice",312570063.95,73566441.41
"Department of Justice","Federal Bureau of Investigation",807,"Salaries and Expenses, Federal Bureau of Investigation, Justice",4160038703.67,4007646863.83
"Department of Justice","Federal Bureau of Investigation",808,"Construction, Federal Bureau of Investigation, Justice",35908160.33,805380947.5
"Department of Justice","Drug Enforcement Administration",837,"Salaries and Expenses, Drug Enforcement Administration, Justice",1065308808.03,909976930.5
"Department of Justice","Drug Enforcement Administration",838,"Construction, Drug Enforcement Administration, Justice",0,330610.27
"Department of Justice","Drug Enforcement Administration",848,"Diversion Control Fee Account, Justice",227499603.32,383419938.86
"Department of Justice","Bureau of Alcohol, Tobacco, Firearms, and Explosives",830,"Salaries and Expenses, Bureau of Alcohol, Tobacco, Firearms and Explosives, Justice",620444159.49,392330865.72
"Department of Justice","Bureau of Alcohol, Tobacco, Firearms, and Explosives",831,"Construction, Bureau of Alcohol, Tobacco, Firearms and Explosives, Justice",0,13576.8
"Department of Justice","Federal Prison System",835,"Salaries and Expenses, Federal Prison System",3278961517.21,956220776.14
"Department of Justice","Federal Prison System",832,"Buildings and Facilities, Federal Prison System, Justice",23028031.75,632067762.69
"Department of Justice","Federal Prison System",841,"Prison Industries Fund, Justice",278209189.97,194204535.02
"Department of Justice","Federal Prison System",869,"Commissary Funds, Federal Prisons, Justice",167971287.1,50644700.34
"Department of Justice","Office of Justice Programs",822,"Research, Evaluation, and Statistics, Office of Justice Programs, Justice",76719968.68,212700485.84
"Department of Justice","Office of Justice Programs",828,"Salaries and Expenses, Office of Justice Programs, Justice",0,799160.36
"Department of Justice","Office of Justice Programs",824,"State and Local Law Enforcement Assistance, Office of Justice Programs, Office of Justice Programs, Justice",54901021.47,1219993302.71
"Department of Justice","Office of Justice Programs",819,"Weed and Seed Program Fund, Justice",363379.47,648210.36
"Department of Justice","Office of Justice Programs",826,"Community Oriented Policing Services, Office of Justice Programs, Justice",136705655.14,142940193.96
"Department of Justice","Office of Justice Programs",875,"Office of Justice Programs, Community Oriented Policing Services, Violent Crime Reduction Programs, Justice",0,245864.66
"Department of Justice","Office of Justice Programs",827,"Violence Against Women Prevention and Prosecution Programs, Office of Justice Programs, Justice",13841324.72,275789034.75
"Department of Justice","Office of Justice Programs",825,"Juvenile Justice Programs, Office of Justice Programs, Justice",9838881.03,167392521.96
"Department of Justice","Office of Justice Programs",823,"Public Safety Officers Benefits, Office of Justice Programs, Justice",45626710.64,43603299.7
"Department of Justice","Office of Justice Programs",844,"Crime Victims Fund, Justice",75525285.17,11908302185.82
"Department of Justice","Office of Justice Programs",868,"Gifts, Crime Victims Fund, Office of Justice Programs, Justice",0,26070.8
"Department of Justice","Office of Justice Programs",850,"Domestic Trafficking Victims' Fund, Office of Justice Programs, Justice",184154,6316387.3
"Department of Labor","Employment and Training Administration",899,"Training and Employment Service, Employment and Training Administration, Labor",1622621400.74,2265303964.66
"Department of Labor","Employment and Training Administration",923,"Salaries and Expenses, H-1B Funded, Training and Employment Services, Employment and Training Administration, Labor",0,290355760.43
"Department of Labor","Employment and Training Administration",905,"Interior, Bureau of Indian Affairs",0,22913265
"Department of Labor","Employment and Training Administration",903,"Office of Job Corps, Employment and Training Administration, Labor",573693408.28,2063523442.84
"Department of Labor","Employment and Training Administration",904,"Office of Job Corps - Recovery Act, Departmental Management, Labor",0,17346625.26
"Department of Labor","Employment and Training Administration",900,"Community Service Employment for Older Americans, Employment and Training Administration, Labor",1127929,12941322.13
"Department of Labor","Employment and Training Administration",907,"TAA Community College and Career Training Grant Fund, Employee and Training Administration, Labor",0,5860706.96
"Department of Labor","Employment and Training Administration",909,"Federal Unemployment Benefits and Allowances, Employment and Training Administration, Labor",178231550,742021260.42
"Department of Labor","Employment and Training Administration",902,"State Unemployment Insurance and Employment Service Operations, Employment and Training Administration, Labor",1431814687.85,410045681.33
"Department of Labor","Employment and Training Administration",922,"Salaries and Expenses, H-1B Funded, State Unemployment Insurance and Employment Operations, Employment and Training Administration, Labor",12980775.66,36404135.8
"Department of Labor","Employment and Training Administration",901,"Payments to the Unemployment Trust Fund, Employment and Training Administration, Labor",3000000,0
"Department of Labor","Employment and Training Administration",895,"Short Time Compensation Programs, Employment and Training Administration, Labor",0,854492.7
"Department of Labor","Employment and Training Administration",910,"Advances to the Unemployment Trust Fund and Other Funds, Employment and Training Administration, Labor",0,0
"Department of Labor","Employment and Training Administration",917,"Federal Additional Unemployment Compensation Program - Recovery Act, Employment and Training Administration, Labor",0,0
"Department of Labor","Employment and Training Administration",918,"Federal Unemployment Compensation Program, Employment and Training Administration, Labor",429961.39,2042584.59
"Department of Labor","Employment and Training Administration",898,"Program Administration, Employment and Training Administration, Labor",70737729.05,24890012.33
"Department of Labor","Employment and Training Administration",932,"Unemployment Trust Fund - Treasury Managed",17060760370.25,0
"Department of Labor","Employee Benefits Security Administration",916,"Salaries and Expenses, Employee Benefits Security Administration, Labor",73757783.82,41575713.75
"Department of Labor","Pension Benefit Guaranty Corporation",919,"Pension Benefit Guaranty Corporation, Labor",3160442520.3,36930407117.72
"Department of Labor","Office of Workers' Compensation Programs",891,"Salaries and Expenses, Office  of Workers' Compensation Programs, Labor",68623923.48,18983083.42
"Department of Labor","Office of Workers' Compensation Programs",913,"Special Benefits, Office of Workers Compensation Program, Labor",1576110845.62,3059951270.7
"Department of Labor","Office of Workers' Compensation Programs",914,"Energy Employees Occupational Illness Compensation Fund, Labor",651637311.25,385526047.1
"Department of Labor","Office of Workers' Compensation Programs",915,"Administrative Expenses, Energy Employees Occupational Illness Compensation Fund, Office of Workers' Compensation Programs, Labor",53101153.68,54341502.95
"Department of Labor","Office of Workers' Compensation Programs",896,"Special Benefits for Disabled Coal Miners, Office of Workers' Compensation Program, Labor",39880911.43,121570309.95
"Department of Labor","Office of Workers' Compensation Programs",924,"Panama Canal Commission Compensation Fund, Labor",4481567.17,28671851.11
"Department of Labor","Office of Workers' Compensation Programs",936,"Black Lung Disability Trust Fund - Treasury Managed",116797077.73,97909783.37
"Department of Labor","Office of Workers' Compensation Programs",933,"Relief and Rehabilitation, Longshoremen's and Harbor Workers' Compensation Act, as Amended, Labor",52375766.08,58699708.5
"Department of Labor","Office of Workers' Compensation Programs",935,"Relief and Rehabilitation, Workmen's Compensation Act, within the District of Columbia, Labor",3725019.61,4272270.64
"Department of Labor","Wage and Hour Division",887,"Salaries and Expenses, Wage and Hour Division, Labor",106715558.93,26054963.22
"Department of Labor","Wage and Hour Division",886,"Wage and Hour Division H-2B, Wage and Hour Division, Labor",0,212395.44
"Department of Labor","Wage and Hour Division",925,"H-1B and L Fraud Protection and Detection Account, Wage and Hour Division, Labor",18717084.21,34574732.28
"Department of Labor","Office of Federal Contract Compliance Programs",888,"Salaries and Expenses, Office of Federal Contract and Compliance Programs, Labor",43942677.14,17805237.1
"Department of Labor","Office of Labor Management Standards",889,"Salaries and Expenses, Office of Labor Management and Standards, Labor",19807249.38,3503522.18
"Department of Labor","Occupational Safety and Health Administration",911,"Salaries and Expenses, Occupational Safety and Health Administration",268226941.47,61144029.66
"Department of Labor","Mine Safety and Health Administration",912,"Salaries and Expenses, Mine Safety and Health Administration",161290166.79,55267221.36
"Department of Labor","Bureau of Labor Statistics",908,"Salaries and Expenses, Bureau of Labor Statistics",275648782.61,104179203.94
"Department of Labor","Departmental Management",893,"Salaries and Expenses, Departmental Management, Labor",170416575.71,160932125.2
"Department of Labor","Departmental Management",934,"Gifts and Bequests, Departmental Management, Labor",0,146574.59
"Department of Labor","Departmental Management",894,"Salaries and Expenses, Office of Disability Employment Policy, Labor",5440130.58,17027517.68
"Department of Labor","Departmental Management",884,"Office of the Inspector General, Departmental Management, Labor",38219040.83,13688746.31
"Department of Labor","Departmental Management",892,"Veterans Employment and Training, Departmental Management, Labor",127468522.25,53301471.34
"Department of Labor","Departmental Management",890,"IT Modernization, Departmental Management, Labor",8159482.9,15286247.5
"Department of Labor","Departmental Management",921,"Working Capital Fund, Labor",165710430.93,254804310.59
"Department of State","Administration of Foreign Affairs",1043,"H-1B and L Fraud Prevention and Detection Account, State",17578142.34,140871329.51
"Department of State","Administration of Foreign Affairs",998,"Diplomatic and Consular Programs, State",4718088871.87,12075794798.04
"Department of State","Administration of Foreign Affairs",997,"Salaries and Expenses, State",0,1324177.3
"Department of State","Administration of Foreign Affairs",1001,"International Information Programs, State",0,954868.37
"Department of State","Administration of Foreign Affairs",1000,"Conflict Stabilization Operations, State",1556790.92,12583877.22
"Department of State","Administration of Foreign Affairs",999,"Capital Investment Fund, State",2620092.44,26484774.64
"Department of State","Administration of Foreign Affairs",1007,"Centralized Information Technology Modernization Program, State",0,541284.42
"Department of State","Administration of Foreign Affairs",1013,"Office of the Inspector General, State",60956430.38,56199244.92
"Department of State","Administration of Foreign Affairs",1004,"Educational and Cultural Exchange Programs,State",162104529.8,268303048.88
"Department of State","Administration of Foreign Affairs",1014,"Embassy Security, Construction, and Maintenance, State",699484934.96,10036503368.08
"Department of State","Administration of Foreign Affairs",1017,"Representation Allowances, State",2737519.75,3510720.5
"Department of State","Administration of Foreign Affairs",1008,"Protection of Foreign Missions and Officials, State",813022.95,72994549.35
"Department of State","Administration of Foreign Affairs",1009,"Emergencies in the Diplomatic and Consular Service, State",2885359.65,186085544.61
"Department of State","Administration of Foreign Affairs",1011,"Buying Power Maintenance Account, State",0,500000
"Department of State","Administration of Foreign Affairs",1010,"Payment to the American Institute in Taiwan, State",9202920.85,11539807.77
"Department of State","Administration of Foreign Affairs",1016,"Payment to the Foreign Service Retirement and Disability Fund, State",57029210,101870790
"Department of State","Administration of Foreign Affairs",1042,"Foreign Service National Defined Contributions Retirement Fund, State",5649716.33,16367095.97
"Department of State","Administration of Foreign Affairs",1037,"Working Capital Fund, State",2190460323.57,4413854331.7
"Department of State","Administration of Foreign Affairs",1019,"Repatriation Loans, Program Account, State",794331,130003.41
"Department of State","Administration of Foreign Affairs",1018,"Repatriation Loans, Liquidating Account, State",0,952930.92
"Department of State","Administration of Foreign Affairs",1064,"Foreign Service Retirement and Disability Fund, State",477318133.76,52280.38
"Department of State","Administration of Foreign Affairs",1067,"Foreign Service National Separation Liability Trust Fund, State",15340064.9,337162787.28
"Department of State","Administration of Foreign Affairs",1069,"Unconditional Gift Fund, State",2453485.42,15389634.29
"Department of State","Administration of Foreign Affairs",1070,"Conditional Gift Fund, General, State",488749.02,25143286.92
"Department of State","Administration of Foreign Affairs",1063,"Trust Funds, State",0,358665.24
"Department of State","International Organizations and Conferences",1031,"Contributions to International Organizations, State",824147710.14,86138940.06
"Department of State","International Organizations and Conferences",1029,"Contributions for International Peacekeeping Activities, State",0,1761842344
"Department of State","International Organizations and Conferences",1030,"International Conferences and Contingencies, State",0,15478.29
"Department of State","International Organizations and Conferences",1032,"Arrearage Payments, State",0,0.45
"Department of State","International Commissions",1024,"Salaries and Expenses, International Boundary and Water Commission, United States and Mexico, State",23152344.97,26343995.15
"Department of State","International Commissions",1025,"Construction, International Boundary and Water Commission, United States and Mexico, State",13306907.02,82031708.56
"Department of State","International Commissions",1026,"American Sections, International Commissions, State",3341915.28,4730998.07
"Department of State","International Commissions",1027,"International Fisheries Commissions, State",11494376.22,6591874.73
"Department of State","Other",1022,"Global HIV/AIDS Initiative, State",3097169.66,17582153.4
"Department of State","Other",1023,"Global Health Programs, State",4108731556.53,9029711717.78
"Department of State","Other",1033,"Migration and Refugee Assistance, State",652850523.67,1234787021.03
"Department of State","Other",1036,"Payments to the Center for Middle Eastern-Western Dialogue, State",0,3339
"Department of State","Other",176,"United States Emergency Refugee and Migration Assistance Fund, Funds Appropriated to the President, Executive Office of the President",0,107542495.6
"Department of State","Other",2022,"Complex Crises Fund, Funds Appropriated to the President, US Agency for International Development",9101271.46,74584119.45
"Department of State","Other",207,"International Narcotics Control and Law Enforcement, International Security Assistance, State",116505807,1826118668.63
"Department of State","Other",1035,"Andean Counterdrug Programs, State",0,-5056089.76
"Department of State","Other",1028,"Democracy Fund, State",11396868.2,305430273.92
"Department of State","Other",1012,"Payment to the Asia Foundation, State",6302054.87,1746811.13
"Department of State","Other",1005,"National Endowment for Democracy, State",31911805,48623144.81
"Department of State","Other",1002,"East-West Center, State",4203900,0
"Department of State","Other",1003,"North/South Center, State",0,1476.21
"Department of State","Other",1041,"International Litigation Fund, State",3717417.14,16769596
"Department of State","Other",1040,"International Center, Washington, D. C., State",935741.54,5197669.04
"Department of State","Other",1034,"United States Bilateral Science and Technology Agreements, State",0,24278.47
"Department of State","Other",1038,"Fisherman's Protective Fund, Special Account, State",0,630948.81
"Department of State","Other",1039,"Fishermen's Guaranty Fund, State",0,2747861.55
"Department of State","Other",1066,"Eastern Europe Student Exchange Endowment Fund, State",0,129199.03
"Department of State","Other",1065,"Israeli Arab Scholarship Program, State",0,161779.93
"Department of State","Other",1062,"American Studies Endowment Fund, State",0,42710.83
"Department of State","Other",1006,"Russian Far East Technical Assistance Center, State",0,77696.78
"Department of State","Other",1068,"Center for Middle Eastern-Western Dialogue Trust Fund, State",0,13519684.86
"Department of Transportation","Office of the Secretary",1757,"Research and Technology, Office of the Secretary, Transportation",9515688.65,50121214.13
"Department of Transportation","Office of the Secretary",1606,"Salaries and Expenses, Office of the Secretary, Transportation",49888780.06,129900414.55
"Department of Transportation","Office of the Secretary",1855,"Gifts and Bequests, Office of the Secretary, Transportation",0,100000
"Department of Transportation","Office of the Secretary",1612,"Rental Payments, Office of the Secretary",0,0
"Department of Transportation","Office of the Secretary",1632,"National Surface Transportation and Innovative Finance Bureau, Transportation",904132.71,9155859.64
"Department of Transportation","Office of the Secretary",1626,"National Infrastructure Investments, Office of the Secretary, Transportation",67116116.68,2341325204.46
"Department of Transportation","Office of the Secretary",1779,"Working Capital Fund, Transportation Systems Center, Transportation",211287011.71,369186188.98
"Department of Transportation","Office of the Secretary",1611,"Financial Management Capital, Office of the Secretary, Transportation",0,2065999.1
"Department of Transportation","Office of the Secretary",1631,"Cyber Security Initiatives, Office of the Secretary, Transportation",6001532.45,21229058.66
"Department of Transportation","Office of the Secretary",1613,"Office of Civil Rights, Office of the Secretary, Transportation",3282604.82,9728833.33
"Department of Transportation","Office of the Secretary",1614,"Small and Disadvantaged Business Utilization and Outreach, Office of the Secretary, Transportation",1884086.62,9552506.96
"Department of Transportation","Office of the Secretary",1627,"New Headquarters Building, Office of the Secretary, Transportation",0,58249.27
"Department of Transportation","Office of the Secretary",1628,"Activities Transferred from Civil Aeronautics Board, Office of the Secretary, Transportation",0,0
"Department of Transportation","Office of the Secretary",1630,"Compensation for General Aviation Operations, Office of the Secretary, Transportation",0,0
"Department of Transportation","Office of the Secretary",1625,"Transportation Planning, Research, and Development, Office of the Secretary, Transportation",4102670.4,22317665.46
"Department of Transportation","Office of the Secretary",1608,"Transportation Research Activities Overseas, Special Foreign Currency Program, Office of the Secretary, Transportation",0,0
"Department of Transportation","Office of the Secretary",1784,"Essential Air Service and Rural Airport Improvement Fund, Office of the Secretary, Transportation",77345763.19,130089323.39
"Department of Transportation","Office of the Secretary",1778,"Working Capital Fund, Transportation",178227965.35,447235150.01
"Department of Transportation","Office of the Secretary",1629,"Minority Business Resource Center Program, Office of the Secretary, Transportation",54332.27,3506970.92
"Department of Transportation","Office of the Secretary",1834,"Payment to Air Carriers, Office of the Secretary, Transportation",71696558,90849945.25
"Department of Transportation","Federal Aviation Administration",1747,"Operations, Federal Aviation Administration, Transportation",4623345268.61,6068374295.11
"Department of Transportation","Federal Aviation Administration",1748,"Facilities, Engineering and Development, Federal Aviation Administration, Transportation",0,1671.6
"Department of Transportation","Federal Aviation Administration",1783,"Aviation User Fees, Federal Aviation Administration, Transportation",710,20627078.22
"Department of Transportation","Federal Aviation Administration",1772,"Aviation Insurance Revolving Fund, Transportation",245664.33,2309563860.78
"Department of Transportation","Federal Aviation Administration",1780,"Administrative Services Franchise Fund, Federal Aviation Administration, Transportation",262401205.86,574583890.25
"Department of Transportation","Federal Aviation Administration",1822,"Airport and Airway Trust Fund - Treasury Managed, Transportation",0,0
"Department of Transportation","Federal Aviation Administration",1824,"Grants-In-Aid for Airports, Liquidation of Contract Authorization, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",63348127.78,3497982614.52
"Department of Transportation","Federal Aviation Administration",1825,"Facilities and Equipment, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",1173539849.31,3920128180.49
"Department of Transportation","Federal Aviation Administration",1826,"Research, Engineering and Development, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",43343076.56,243936707.7
"Department of Transportation","Federal Aviation Administration",1823,"Operations, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",5070625824,3780374176
"Department of Transportation","Federal Highway Administration",1685,"Des Moines Inner Loop Demonstration Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1642,"Denali Access System Program, Federal Highway Administration, Transportation",12691.12,0
"Department of Transportation","Federal Highway Administration",1696,"Miscellaneous Highway Project, Federal Highway Administration, Transportation",102927.5,16164807.79
"Department of Transportation","Federal Highway Administration",1698,"Miscellaneous Massachusetts Projects, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1697,"Arkansas I-69 Connector, Federal Highway Administration, Transportation",0,8857875
"Department of Transportation","Federal Highway Administration",1679,"Urban Highway Corridor and Bicycle Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1639,"Surface Transportation Projects, Federal Highway Administration, Transportation",11422.71,2440706.41
"Department of Transportation","Federal Highway Administration",1636,"Off-System Roads, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1637,"Access Highways to Public Recreation Areas on Certain Lakes, Federal Highway Administration, Transportation",0,352333.19
"Department of Transportation","Federal Highway Administration",1640,"Inter-American Highway, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1641,"Bikeway Program, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1643,"Bridge Improvement Demonstration Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1644,"Highway Bypass Demonstration Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1645,"Highway Widening and Improvement Demonstration Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1649,"Public Lands Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1651,"Highway Safety Improvement Demonstration Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1652,"Pennsylvania Reconstruction Demonstration Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1653,"Highway Studies Feasibility, Design, Environmental, Engineering, Federal Highway Administration, Transportation",0,274956.94
"Department of Transportation","Federal Highway Administration",1655,"Alaska Highways, Federal Highway Administration, Transportation",0,62861.61
"Department of Transportation","Federal Highway Administration",1657,"Highway Beautification, Federal Highway Administration, Transportation",0,488909.57
"Department of Transportation","Federal Highway Administration",1662,"Delta Regional Transportation Development Program, Federal Highway Administration, Transportation",0,1838576.4
"Department of Transportation","Federal Highway Administration",1663,"Darien Gap Highway, Federal Highway Administration, Transportation",0,2037034.5
"Department of Transportation","Federal Highway Administration",1664,"Rail Crossings Demonstration Projects, Federal Highway Administration, Transportation",0,517220.2
"Department of Transportation","Federal Highway Administration",1665,"Territorial Highways, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1666,"Railroad-Highway Crossings Demonstration Projects, Federal Highway Administration, Transportation",85105.84,2180720.12
"Department of Transportation","Federal Highway Administration",1667,"Interstate Transfer Grants-Highways, Federal Highway Administration, Transportation",0,5211248.53
"Department of Transportation","Federal Highway Administration",1668,"Highway Widening Demonstration, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1669,"Intersection Safety Demonstration Project, Federal Highway Administration, Transportation",0,0
