"sub","name","size"
"Defense Advanced Research Projects Agency","PENNSYLVANIA STATE UNIVERSITY THE",991339
"Defense Advanced Research Projects Agency","IVYSYS TECHNOLOGIES LLC",987328
"Defense Advanced Research Projects Agency","SIEMENS CORPORATION",975693
"Defense Advanced Research Projects Agency","SIERRA NEVADA CORPORATION",970926
"Defense Commissary Agency","FAIRBANKS RESOURCE AGENCY INC",985416.57
"Defense Commissary Agency","VESA HEALTH & TECHNOLOGY INC",946907.68
"Defense Commissary Agency","GILL GROUP INC",919454.99
"Defense Commissary Agency","GOODWILL EASTER SEALS MIAMI VALLEY",890030
"Defense Commissary Agency","VTC ENTERPRISES",872220.06
"Defense Commissary Agency","PURESERVICE CORPORATION",867714.36
"Defense Commissary Agency","METTLER-TOLEDO INC",835538.19
"Defense Commissary Agency","GOODWILL INDUSTRIES OF NORTH FLORIDA INC",821396.02
"Defense Commissary Agency","TACTICAL OFFICE SOLUTIONS INC",820754.02
"Defense Commissary Agency","RIGHT 2 WORK CORPORATION THE",819946.02
"Defense Contract Audit Agency","FCN INC",616590.02
"Defense Contract Audit Agency","WORLD WIDE TECHNOLOGY INC",240208.46
"Defense Contract Audit Agency","CDW GOVERNMENT LLC",235949.1
"Defense Contract Audit Agency","DELL FEDERAL SYSTEMS LP",200556.11
"Defense Contract Audit Agency","TRIAD TECHNOLOGY PARTNERS LLC",161869.59
"Defense Contract Audit Agency","SWORD & SHIELD ENTERPRISE SECURITY INC",158841.17
"Defense Contract Audit Agency","LEIDOS INC",122100.98
"Defense Contract Audit Agency","DAVIS AUDREY ROBINETTE",94332.97
"Defense Contract Audit Agency","WESTWIND COMPUTER PRODUCTS INC",88536
"Defense Contract Audit Agency","ANACAPA MICRO PRODUCTS INC",73145.69
"Defense Contract Management Agency","LINTECH GLOBAL INC",955519.17
"Defense Contract Management Agency","GOVCONNECTION INCORPORATED",929875.2
"Defense Contract Management Agency","IOVATIONS INC",898526.35
"Defense Contract Management Agency","ACCENTURE FEDERAL SERVICES LLC",896800
"Defense Contract Management Agency","MSB ANALYTICS INC",730492
"Defense Contract Management Agency","BOOZ ALLEN HAMILTON INC",629045.8
"Defense Contract Management Agency","CELLCO PARTNERSHIP",611428.36
"Defense Contract Management Agency","RBV CONTRACTING INC",578073.4
"Defense Contract Management Agency","DYNCORP INTERNATIONAL LLC",553857.11
"Defense Contract Management Agency","ADVANCED IT CONCEPTS INC",507986.38
"Defense Finance and Accounting Service","MCI COMMUNICATIONS SERVICES INCORPORATED",970194.65
"Defense Finance and Accounting Service","CASK TECHNOLOGIES LLC",937070.21
"Defense Finance and Accounting Service","MESMO INC",895103.54
"Defense Finance and Accounting Service","4 STAR TECHNOLOGIES INC",843035.94
"Defense Finance and Accounting Service","DIAGENIX CORPORATION",756256.32
"Defense Finance and Accounting Service","WILLIAMS ADLEY & COMPANY - DC LLP",717333.95
"Defense Finance and Accounting Service","WEBUCATOR INCORPORATED",706409.52
"Defense Finance and Accounting Service","GRIFFISS UTILITY SERVICES CORPORATION",674350.42
"Defense Finance and Accounting Service","GARTNER INC",563765
"Defense Finance and Accounting Service","ERNST AND YOUNG LLP",554408
"Defense Health Agency","CAREER TRAINING CONCEPTS INC",987705.6
"Defense Health Agency","AKIRA TECHNOLOGIES INC",982043.51
"Defense Health Agency","COALITION SOLUTIONS INTEGRATED",969561.6
"Defense Health Agency","POINT ROCK SOLUTIONS LLC",963506.76
"Defense Health Agency","TECHANAX LLC",949145.99
"Defense Health Agency","QUALX CORPORATION",919386.28
"Defense Health Agency","EDWARDS LIFESCIENCES LLC",910000
"Defense Health Agency","ALPHASIX CORPORATION",906191.65
"Defense Health Agency","TERUMO BCT INC",904168.13
"Defense Health Agency","THUNDERCAT TECHNOLOGY LLC",902738.08
"Defense Human Resources Activity","MICROPACT INC",992927.36
"Defense Human Resources Activity","ABM FEDERAL SALES INC",976153.86
"Defense Human Resources Activity","TERATHINK CORPORATION",901435.4
"Defense Human Resources Activity","APTIMA INC",889096.62
"Defense Human Resources Activity","CENTER FOR ORGANIZATIONAL EXCELLENCE INCORPORATED THE",869452.44
"Defense Human Resources Activity","HOPE SERVICES",866429.46
"Defense Human Resources Activity","WERIS INC",779952
"Defense Human Resources Activity","NATIONAL ORGANIZATION FOR VICTIM ASSISTANCE INC",767906.92
"Defense Human Resources Activity","AZIMUTH CORPORATION",754784
"Defense Human Resources Activity","COUNCIL ON ACCREDITATION FOR CHILDREN AND FAMILY SERVICES INC",750732
"Defense Information Systems Agency","WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY",997805.51
"Defense Information Systems Agency","4 STAR TECHNOLOGIES INC",992527.95
"Defense Information Systems Agency","NEXTECH SOLUTIONS LLC",975943.65
"Defense Information Systems Agency","COLLABRALINK TECHNOLOGIES INCORPORATED",975115.2
"Defense Information Systems Agency","INTELLECTUAL CONCEPTS LLC",968890.45
"Defense Information Systems Agency","ATHENA TECHNOLOGY GROUP INC",960342.6
"Defense Information Systems Agency","MINBURN TECHNOLOGY GROUP LLC",954068.5
"Defense Information Systems Agency","JAMES COMMUNICATION INC",928427.36
"Defense Information Systems Agency","PCMG INC",927306.71
"Defense Information Systems Agency","FOX RPM CORP",913520.37
"Defense Intelligence Agency","BAE SYSTEMS INFORMATION SOLUTIONS INC",846016
"Defense Intelligence Agency","WILEY & WILSON INC",836388.7
"Defense Intelligence Agency","QWEST SERVICES CORPORATION",648182.68
"Defense Intelligence Agency","KARN CHARUHAS CHAPMAN & TWOHEY PC",596259.36
"Defense Intelligence Agency","AT&T CORP",564536.96
"Defense Intelligence Agency","GROTHEER & COMPANY",505704.62
"Defense Intelligence Agency","PORTICO SERVICES LLC",479012.99
"Defense Intelligence Agency","ATA LLC",463649.31
"Defense Intelligence Agency","FLUOR FEDERAL SERVICES INC",417376.69
"Defense Intelligence Agency","MANUFACTURING TECHNIQUES INC",388250
"Defense Logistics Agency","TECHNOLOGY ASSESSMENT AND TRANSFER INC",999971
"Defense Logistics Agency","FAIRMOUNT TECHNOLOGIES LLC",999895
"Defense Logistics Agency","XYLON TECHNICAL CERAMICS INC",999249
"Defense Logistics Agency","WAUSAU EQUIPMENT COMPANY INC",999135.62
"Defense Logistics Agency","GENERAL METALS POWDER COMPANY",997409.99
"Defense Logistics Agency","B&M CONSTRUCTION INC",996969
"Defense Logistics Agency","3M UNITEK CORPORATION",996059.15
"Defense Logistics Agency","ADEA GROUP SHPK",995448.18
"Defense Logistics Agency","INSULATION SOURCES INC",995120.56
"Defense Logistics Agency","AEROANTENNA TECHNOLOGY INC",993888
"Defense Media Activity","TALU LLC",970989.76
"Defense Media Activity","SYRACUSE UNIVERSITY",961101.08
"Defense Media Activity","UNIVERSAL CITY STUDIOS PRODUCTIONS LLLP LP",928504.7
"Defense Media Activity","LOGZONE INC",910303
"Defense Media Activity","ALL BUSINESS MACHINES INC",883855.02
"Defense Media Activity","MISSION1ST GROUP  INC",722942.55
"Defense Media Activity","CISCO SYSTEMS INC",702000
"Defense Media Activity","TWENTIETH CENTURY FOX FILM CORPORATION",696407
"Defense Media Activity","TSI AVIATION INC",639920
"Defense Media Activity","COMPREHENSIVE SECURITY SERVICES INC",637049.71
"Defense Microelectronics Activity","NOKOMIS INC",999985.94
"Defense Microelectronics Activity","FREEDOM PHOTONICS LLC",999858
"Defense Microelectronics Activity","LINDE LLC",475200
"Defense Microelectronics Activity","NORTHROP GRUMMAN SYSTEMS CORPORATION",405623
"Defense Microelectronics Activity","GLOBAL SECURITY MANAGEMENT AGENCY INC",343946.49
"Defense Microelectronics Activity","AMERICAN CUSTOM PRIVATE SECURITY INC",299507.6
"Defense Microelectronics Activity","CADENCE DESIGN SYSTEMS INC",292680
"Defense Microelectronics Activity","FEI COMPANY",245747.96
"Defense Microelectronics Activity","SILVACO INC",218476
"Defense Microelectronics Activity","MENTOR GRAPHICS CORPORATION",198253
"Defense Nuclear Facilities Safety Board","LEVEL 3 COMMUNICATIONS LLC",242401.22
"Defense Nuclear Facilities Safety Board","CELLCO PARTNERSHIP DBA VERIZON WIRELESS",172693.6
"Defense Nuclear Facilities Safety Board","CIVICACTIONS INC",129126.27
"Defense Nuclear Facilities Safety Board","VERIS GROUP LLC",119480
"Defense Nuclear Facilities Safety Board","SIGNET TECHNOLOGIES INC",81396.96
"Defense Nuclear Facilities Safety Board","SHI INTERNATIONAL CORP",77678.82
"Defense Nuclear Facilities Safety Board","EBSCO INDUSTRIES INC",72793
"Defense Nuclear Facilities Safety Board","INTELIPATH SERVICES GROUP INC",59593.9
"Defense Nuclear Facilities Safety Board","ORIORDAN BETHEL LAW FIRM LLP THE",50000
"Defense Nuclear Facilities Safety Board","DLT SOLUTIONS LLC",46673.04
"Defense Security Cooperation Agency","CREATIVE SOLUTIONS CONSULTING INC",978067.2
"Defense Security Cooperation Agency","GARMISCH LODGING MARSHALL CENTER HOTEL",973810
"Defense Security Cooperation Agency","INTEGRATED DATA SERVICE INC",790683.9
"Defense Security Cooperation Agency","STAFF TECH INC",779869.6
"Defense Security Cooperation Agency","BLACKSTONE CONSULTING INC",773285.45
"Defense Security Cooperation Agency","ALUTIIQ LOGISTICS & MAINTENANCE SERVICES LLC",766718.88
"Defense Security Cooperation Agency","KALLMAN WORLDWIDE INC",715605
"Defense Security Cooperation Agency","TIER 1 PERFORMANCE SOLUTIONS LLC",702423.5
"Defense Security Cooperation Agency","TARGET MEDIA - MID ATLANTIC INC",701693.96
"Defense Security Cooperation Agency","CULMEN INTERNATIONAL LLC",676480.07
"Defense Security Service","MINBURN TECHNOLOGY GROUP LLC",993071.11
"Defense Security Service","G CUBED TECHNOLOGY INC",975814.96
"Defense Security Service","CISCO SYSTEMS INC",912600
"Defense Security Service","PALANTIR TECHNOLOGIES INC",902498.56
"Defense Security Service","DLT SOLUTIONS LLC",817122.13
"Defense Security Service","PAT V MACK INC",710610.32
"Defense Security Service","ADVANCED VISION SYSTEMS INC",666578.28
"Defense Security Service","ICF INCORPORATED LLC",607066.71
"Defense Security Service","NEW TECH SOLUTIONS INC",598218.5
"Defense Security Service","TOFFLER ASSOCIATES INC",495521.31
"Defense Threat Reduction Agency","DECISIVE ANALYTICS CORPORATION",999931.42
"Defense Threat Reduction Agency","L-3 APPLIED TECHNOLOGIES INC",997714
"Defense Threat Reduction Agency","AGILTRON INC",996972
"Defense Threat Reduction Agency","NALAS ENGINEERING SERVICES INC",995819
"Defense Threat Reduction Agency","AVISAR INCORPORATED",994912.41
"Defense Threat Reduction Agency","INTERNATIONAL SCIENTIFIC TECHNOLOGIES INC",993382.44
"Defense Threat Reduction Agency","SILICON TECHNOLOGIES INC",991957.83
"Defense Threat Reduction Agency","BIOLOGICAL MIMETICS INC",990021
"Defense Threat Reduction Agency","EP ANALYTICS INC",982345.6
"Defense Threat Reduction Agency","AKITA INNOVATIONS LLC",982334
"Denali Commission","ACISTEK CORPORATION",136151.98
"Denali Commission","ALASCONNECT LLC",93505
"Denali Commission","AHTNA ENVIRONMENTAL INC",18772.1
"Denali Commission","LABOR AND WORKFORCE DEVELOPMENT ALASKA DEPARTMENT OF",15500
"Denali Commission","WEST PUBLISHING CORPORATION",9187.56
"Denali Commission","KONICA MINOLTA BUSINESS SOLUTIONS USA INCORPORATED",7288.52
"Denali Commission","GOVERNMENT RETIREMENT AND BENEFITS INCORPORATED",6500
"Denali Commission","DSI INC",6432
"Denali Commission","COMPREHENSIVE APPLIED SECURITY SOLUTIONS LLC",6150
"Denali Commission","GREEN CONNECTION INC",5085.72
"Department of Agriculture","ENVIRONMENTAL MANAGEMENT AND PLANNING SOLUTIONS INC",399997.43
"Department of Agriculture","RIVER GLOBAL LLC",174890
"Department of Agriculture","UNIFIED SERVICES OF TEXAS INCORPORATED",116640.14
"Department of Agriculture","QUANTUM SPATIAL INC",102611.66
"Department of Agriculture","RED BUD ENTERPRISES INC",85000
"Department of Agriculture","ELA GROUP INC",42793.97
"Department of Agriculture","RENT-A-PC INC",41488
"Department of Agriculture","LARSON & MCGOWIN LLC",39486
"Department of Agriculture","CAPITAL HOTEL MANAGEMENT LLC",34952
"Department of Agriculture","AD PROJECT COLTD",32538.96
"Department of Commerce","XTREME SOLUTIONS INC",898392.27
"Department of Commerce","FEDGOVIT INC",688526.63
"Department of Commerce","NETWORK SPECIALTY GROUP INC",423685.56
"Department of Commerce","INTELLIGENT DECISIONS INC",236166.75
"Department of Commerce","C&C COMPLETE FLOORING ENTERPRISES INC",226731
"Department of Commerce","INSIGHT PUBLIC SECTOR INC",197507.45
"Department of Commerce","F-CONCEPTS INC",147365.68
"Department of Commerce","AT&T CORP",137781.79
"Department of Commerce","THUNDERCAT TECHNOLOGY LLC",137144.63
"Department of Commerce","QWEST SERVICES CORPORATION",128381.19
"Department of Defense","NEXTGEN AERONAUTICS INC",999980
"Department of Defense","CLEAR CREEK APPLIED TECHNOLOGIES INC",999955.55
"Department of Defense","JANUS RESEARCH GROUP INC",996457.2
"Department of Defense","ENTERPRISE ELECTRONICS CORPORATION",995865.09
"Department of Defense","ISHPI INFORMATION TECHNOLOGIES INC",989608.47
"Department of Defense","ADVANCED COMPUTER CONCEPTS INC",988840.65
"Department of Defense","XTREME SOLUTIONS INC",984610.03
"Department of Defense","BARBARICUM LLC",974160
"Department of Defense","SERRANO PROANO DISENO Y CONSTRUCCION",973856.21
"Department of Defense","SUMMIT INFORMATION SOLUTIONS INC",972161.94
"Department of Defense Education Activity","JOHANN BAYER",960113.53
"Department of Defense Education Activity","DAEWON EXPRESS CO LTD",945215.72
"Department of Defense Education Activity","CENGAGE LEARNING INC",937996.31
"Department of Defense Education Activity","HOUGHTON MIFFLIN HARCOURT PUBLISHING COMPANY",889292.09
"Department of Defense Education Activity","SANYU-SHOJI CO LTD",822738.96
"Department of Defense Education Activity","ACCESS SUPPORTS FOR LIVING INC",817599.12
"Department of Defense Education Activity","COLLEGE ENTRANCE EXAMINATION BOARD",802884.25
"Department of Defense Education Activity","A P VENTURES LLC",799692.4
"Department of Defense Education Activity","AUTOSERVIZI MERIDIONALI SRL",778753.83
"Department of Defense Education Activity","WESTRICH-REISEN GMBH",775005.37
"Department of Education","R3 GOVERNMENT SOLUTIONS LLC",989514.97
"Department of Education","NATIONAL INSTITUTE OF STATISTICAL SCIENCES",980382
"Department of Education","INSIGHT POLICY RESEARCH INC",974566
"Department of Education","CREATIVE SYSTEMS AND CONSULTING",944096.99
"Department of Education","CTG INC",941027
"Department of Education","CENTEVA LLC",939124.51
"Department of Education","DEVELOPMENT SERVICES GROUP INC",916812.6
"Department of Education","2M RESEARCH SERVICES LLC",914083
"Department of Education","CIVICACTIONS INC",913710
"Department of Education","MILLENNIUM GROUP INTERNATIONAL LLC THE",910390.42
"Department of Energy","ALUTIIQ COMMERCIAL ENTERPRISES LLC",983707.13
"Department of Energy","LOGISTICS APPLICATIONS INC",978000
"Department of Energy","RTL NETWORKS INC",970197.53
"Department of Energy","SCHWEITZER ENGINEERING LABORAT",967339.08
"Department of Energy","RED RIVER COMPUTER CO INC",962804.31
"Department of Energy","DLT SOLUTIONS LLC",956851.39
"Department of Energy","BENTON COUNTY OF",954874.58
"Department of Energy","CONSTELLATION NEWENERGY INC",954542
"Department of Energy","COUNTERTRADE PRODUCTS INC",946113.66
"Department of Energy","RER SOLUTIONS INC",946102.56
"Department of Housing and Urban Development","CREATIVE MARKETING RESOURCES INC",999500
"Department of Housing and Urban Development","VIRTUAL ENTERPRISE ARCHITECTS",994313
"Department of Housing and Urban Development","JS WATKINS REALTY PARTNERS LLC",992658.76
"Department of Housing and Urban Development","KATMAI INFORMATION TECHNOLOGIES LLC",986152.71
"Department of Housing and Urban Development","URBAN INSTITUTE THE",981430.15
"Department of Housing and Urban Development","HEALTHY HOUSING SOLUTIONS INC",973476.45
"Department of Housing and Urban Development","MDRC",969514.9
"Department of Housing and Urban Development","COPPER RIVER ENTERPRISE SERVICES LLC",955365.1
"Department of Housing and Urban Development","TOMMY NOBIS CENTER INC",919942
"Department of Housing and Urban Development","EDENRED COMMUTER BENEFIT SOLUTIONS LLC",917633.06
"Department of Justice","RP AUTOMOTIVE INC",988685
"Department of Justice","MOTOR COACH INDUSTRIES INC",567634
"Department of Justice","TELECOMMUNICATION SOLUTIONS GROUP INC",447478.99
"Department of Justice","DCM ARCHITECTURE & ENGINEERING LLC",366200
"Department of Justice","MFS CONSULTING ENGINEERS LLC",301385.85
"Department of Justice","HENDRICK MOTORSPORTS PERFORMANCE GROUP",252738
"Department of Justice","AT&T CORP",227211.08
"Department of Justice","K J JOHNSTON LTD",213319.5
"Department of Justice","CORE TECHNOLOGIES INC",208701.08
"Department of Justice","DBG MARITIME CONSULTING INC",201995.07
"Department of Labor","VELIZ COMPANY LLC",69921.93
"Department of Labor","FRONTIER WEST VIRGINIA INC",42036.17
"Department of Labor","KEN TILLAGE CONSTRUCTION COMPANY LLC",28000
"Department of Labor","BROCK CONSTRUCTION INC",17200
"Department of Labor","PUERTO RICO TELEPHONE COMPANY INC",15518.5
"Department of Labor","CFM PROJECT CONSULTING GROUP INC",6975.56
