pop_state_code,cfda_number,program_title,types_of_assistance,objectives,beneficiary_eligability,level_of_detail,level_of_focus_on_homelessness,category,program_website,CFDA_website,fed_funding
CA,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,https://beta.sam.gov/fal/44cd97d55b9845b1b032c0ea68bcce51/view?keywords=84.196&sort=-relevance&index=cfda&is_active=true&page=1,11328385
CO,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,https://beta.sam.gov/fal/44cd97d55b9845b1b032c0ea68bcce51/view?keywords=84.196&sort=-relevance&index=cfda&is_active=true&page=1,832085
CT,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,https://beta.sam.gov/fal/44cd97d55b9845b1b032c0ea68bcce51/view?keywords=84.196&sort=-relevance&index=cfda&is_active=true&page=1,763843
DC,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,https://beta.sam.gov/fal/44cd97d55b9845b1b032c0ea68bcce51/view?keywords=84.196&sort=-relevance&index=cfda&is_active=true&page=1,288760
DE,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,https://beta.sam.gov/fal/44cd97d55b9845b1b032c0ea68bcce51/view?keywords=84.196&sort=-relevance&index=cfda&is_active=true&page=1,298986
FL,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,https://beta.sam.gov/fal/44cd97d55b9845b1b032c0ea68bcce51/view?keywords=84.196&sort=-relevance&index=cfda&is_active=true&page=1,5296932
GA,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,https://beta.sam.gov/fal/44cd97d55b9845b1b032c0ea68bcce51/view?keywords=84.196&sort=-relevance&index=cfda&is_active=true&page=1,3144329
HI,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,https://beta.sam.gov/fal/44cd97d55b9845b1b032c0ea68bcce51/view?keywords=84.196&sort=-relevance&index=cfda&is_active=true&page=1,298250
IA,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,https://beta.sam.gov/fal/44cd97d55b9845b1b032c0ea68bcce51/view?keywords=84.196&sort=-relevance&index=cfda&is_active=true&page=1,492579
ID,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,https://beta.sam.gov/fal/44cd97d55b9845b1b032c0ea68bcce51/view?keywords=84.196&sort=-relevance&index=cfda&is_active=true&page=1,329094
IL,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,https://beta.sam.gov/fal/44cd97d55b9845b1b032c0ea68bcce51/view?keywords=84.196&sort=-relevance&index=cfda&is_active=true&page=1,3916113
IN,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,https://beta.sam.gov/fal/44cd97d55b9845b1b032c0ea68bcce51/view?keywords=84.196&sort=-relevance&index=cfda&is_active=true&page=1,1474469
KS,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,https://beta.sam.gov/fal/44cd97d55b9845b1b032c0ea68bcce51/view?keywords=84.196&sort=-relevance&index=cfda&is_active=true&page=1,581305
KY,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,https://beta.sam.gov/fal/44cd97d55b9845b1b032c0ea68bcce51/view?keywords=84.196&sort=-relevance&index=cfda&is_active=true&page=1,1328565
LA,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,https://beta.sam.gov/fal/44cd97d55b9845b1b032c0ea68bcce51/view?keywords=84.196&sort=-relevance&index=cfda&is_active=true&page=1,1973746
MA,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,https://beta.sam.gov/fal/44cd97d55b9845b1b032c0ea68bcce51/view?keywords=84.196&sort=-relevance&index=cfda&is_active=true&page=1,1477854
MD,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,https://beta.sam.gov/fal/44cd97d55b9845b1b032c0ea68bcce51/view?keywords=84.196&sort=-relevance&index=cfda&is_active=true&page=1,1429281
ME,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,https://beta.sam.gov/fal/44cd97d55b9845b1b032c0ea68bcce51/view?keywords=84.196&sort=-relevance&index=cfda&is_active=true&page=1,301052
MI,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,https://beta.sam.gov/fal/44cd97d55b9845b1b032c0ea68bcce51/view?keywords=84.196&sort=-relevance&index=cfda&is_active=true&page=1,2680700
MN,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,https://beta.sam.gov/fal/44cd97d55b9845b1b032c0ea68bcce51/view?keywords=84.196&sort=-relevance&index=cfda&is_active=true&page=1,963763
MO,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,https://beta.sam.gov/fal/44cd97d55b9845b1b032c0ea68bcce51/view?keywords=84.196&sort=-relevance&index=cfda&is_active=true&page=1,1433536
MS,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,https://beta.sam.gov/fal/44cd97d55b9845b1b032c0ea68bcce51/view?keywords=84.196&sort=-relevance&index=cfda&is_active=true&page=1,1168304
MT,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,https://beta.sam.gov/fal/44cd97d55b9845b1b032c0ea68bcce51/view?keywords=84.196&sort=-relevance&index=cfda&is_active=true&page=1,283873
NC,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,https://beta.sam.gov/fal/44cd97d55b9845b1b032c0ea68bcce51/view?keywords=84.196&sort=-relevance&index=cfda&is_active=true&page=1,2725446
ND,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,https://beta.sam.gov/fal/44cd97d55b9845b1b032c0ea68bcce51/view?keywords=84.196&sort=-relevance&index=cfda&is_active=true&page=1,233750
NE,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,https://beta.sam.gov/fal/44cd97d55b9845b1b032c0ea68bcce51/view?keywords=84.196&sort=-relevance&index=cfda&is_active=true&page=1,447614
NH,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,https://beta.sam.gov/fal/44cd97d55b9845b1b032c0ea68bcce51/view?keywords=84.196&sort=-relevance&index=cfda&is_active=true&page=1,258755
NJ,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,https://beta.sam.gov/fal/44cd97d55b9845b1b032c0ea68bcce51/view?keywords=84.196&sort=-relevance&index=cfda&is_active=true&page=1,2134475
NM,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,https://beta.sam.gov/fal/44cd97d55b9845b1b032c0ea68bcce51/view?keywords=84.196&sort=-relevance&index=cfda&is_active=true&page=1,746679
NV,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,https://beta.sam.gov/fal/44cd97d55b9845b1b032c0ea68bcce51/view?keywords=84.196&sort=-relevance&index=cfda&is_active=true&page=1,805856
NY,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,https://beta.sam.gov/fal/44cd97d55b9845b1b032c0ea68bcce51/view?keywords=84.196&sort=-relevance&index=cfda&is_active=true&page=1,7131591
OH,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,https://beta.sam.gov/fal/44cd97d55b9845b1b032c0ea68bcce51/view?keywords=84.196&sort=-relevance&index=cfda&is_active=true&page=1,3364375
