"Agency","Subagency","Title","federal_account_code","q","fy","reporting_period_end","Obligation","Unobligated"
"Department of Transportation","Federal Highway Administration","Road Extension Demonstration, Federal Highway Administration, Transportation","069-0569","3","2017","2017-06-30",0,0
"Department of Transportation","Federal Highway Administration","Schenectady Bridge, Federal Highway Administration, Transportation","069-0527","3","2017","2017-06-30",0,6909
"Department of Transportation","Federal Highway Administration","Spring Mountain Demonstration Project, Federal Highway Administration, Transportation","069-0587","3","2017","2017-06-30",0,0
"Department of Transportation","Federal Highway Administration","State Infrastructure Banks, Federal Highway Administration, Transportation","069-0549","3","2017","2017-06-30",0,1375400
"Department of Transportation","Federal Highway Administration","Study of Improvements to Highway 8 in Wisconsin, Federal Highway Administration, Transportation","069-8045","3","2017","2017-06-30",0,0
"Department of Transportation","Federal Highway Administration","Surface Transportation Priorities, Federal Highway Administration, Transportation","069-0538","3","2017","2017-06-30",11969344.37,101115191.97
"Department of Transportation","Federal Highway Administration","Surface Transportation Projects, Federal Highway Administration, Transportation","069-0505","3","2017","2017-06-30",10923.31,5984081.2
"Department of Transportation","Federal Highway Administration","Technical Assistance, United States Dollars Advanced from Foreign Governments, Federal Highway Administration, Transportation","069-8502","3","2017","2017-06-30",0,89455.07
"Department of Transportation","Federal Highway Administration","Territorial Highways, Federal Highway Administration, Transportation","069-0556","3","2017","2017-06-30",0,942.14
"Department of Transportation","Federal Highway Administration","TIFIA General Fund Program Account, Federal Highway Administration, Transportation","069-0542","3","2017","2017-06-30",0,66933.61
"Department of Transportation","Federal Highway Administration","Trust Fund Share of Other Highway Programs, Federal Highway Administration, Transportation","069-8009","3","2017","2017-06-30",0,302094.56
"Department of Transportation","Federal Highway Administration","Turquoise Trail Project, Federal Highway Administration, Transportation","069-0592","3","2017","2017-06-30",0,0
"Department of Transportation","Federal Highway Administration","Urban Airport Access Safety Demonstration Project, Federal Highway Administration, Transportation","069-0575","3","2017","2017-06-30",0,36305.63
"Department of Transportation","Federal Highway Administration","Urban Highway Corridor and Bicycle Project, Federal Highway Administration, Transportation","069-0574","3","2017","2017-06-30",0,385699.54
"Department of Transportation","Federal Highway Administration","Urban Highway Corridor and Bicycle Transportation Demonstration Projects, Federal Highway Administration, Transportation","069-8378","3","2017","2017-06-30",0,0
"Department of Transportation","Federal Highway Administration","Vehicular and Pedestrian Safety Demonstration Project, Federal Highway Administration, Transportation","069-8049","3","2017","2017-06-30",0,0
"Department of Transportation","Federal Highway Administration","Virginia HOV Safety Demonstration Project, Federal Highway Administration, Transportation","069-0573","3","2017","2017-06-30",0,21453
"Department of Transportation","Federal Highway Administration","Virginia HOV Safety Demonstration Project, Federal Highway Administration, Transportation","069-8377","3","2017","2017-06-30",0,0
"Department of Transportation","Federal Highway Administration","Woodrow Wilson Memorial Bridge, Federal Highway Administration, Transportation","069-0648","3","2017","2017-06-30",0,219
"Department of Transportation","Federal Motor Carrier Safety Administration","Motor Carrier Safety Grants, Federal Motor Carrier Safety Administration, Transportation","069-8158","3","2017","2017-06-30",213628512.79,153371487.21
"Department of Transportation","Federal Motor Carrier Safety Administration","Motor Carrier Safety Operations and Programs, Federal Motor Carrier Safety Administration, Transportation","069-8159","3","2017","2017-06-30",179133631.56,157455379.67
"Department of Transportation","Federal Motor Carrier Safety Administration","Motor Carrier Safety, Limitation on Administrative Expenses, Federal Motor Carrier Safety Administration, Transportation","069-8055","3","2017","2017-06-30",0,2929771.84
"Department of Transportation","Federal Motor Carrier Safety Administration","National Motor Carrier Safety Program, Liquidation of Contract Authorization, Federal Motor Carrier Safety Administration, Transportation","069-8048","3","2017","2017-06-30",0,9419390.09
"Department of Transportation","Federal Railroad Administration","Alaska Railroad Rehabilitation, Federal Railroad Administration, Transportation","069-0730","3","2017","2017-06-30",0,0
"Department of Transportation","Federal Railroad Administration","Capital and Debt Service Grants to the National Railroad Passenger Corporation, Federal Railroad Administration, Transportation","069-0125","3","2017","2017-06-30",6423440.24,20294575.1
"Department of Transportation","Federal Railroad Administration","Capital Assistance for High Speed Rail Corridors and Intercity Passenger Rail Service - Recovery Act, Federal Railroad Administration, Transportation","069-0718","3","2017","2017-06-30",0,55529007.19
"Department of Transportation","Federal Railroad Administration","Capital Assistance for High Speed Rail Corridors and Intercity Passenger Rail Service, Federal Railroad Administration, Transportation","069-0719","3","2017","2017-06-30",10788571.27,57678032.43
"Department of Transportation","Federal Railroad Administration","Capital Grants to the National Railroad Passenger Corporation - Recovery Act, Federal Railroad Administration, Transportation","069-0724","3","2017","2017-06-30",0,472206.93
"Department of Transportation","Federal Railroad Administration","Condolidated Rail Infrastructure and Safety Improvements Grants, Federal Railroad Administration, Transportation","069-2811","3","2017","2017-06-30",0,68000000
"Department of Transportation","Federal Railroad Administration","Efficiency Incentive Grants to the National Railroad Passenger Corporation, Federal Railroad Administration, Transportation","069-0120","3","2017","2017-06-30",0,2
"Department of Transportation","Federal Railroad Administration","Federal-State Partnership for State of Good Repair Grants, Federal Railroad Administration, Transportation","069-2810","3","2017","2017-06-30",0,25000000
"Department of Transportation","Federal Railroad Administration","Grants to the National Railroad Passenger Corporation, Federal Railroad Administration, Transportation","069-0704","3","2017","2017-06-30",0,31726541.41
"Department of Transportation","Federal Railroad Administration","High-Speed Ground Transportation, Liquidation of Contract Authorization, Federal Railroad Administration, Transportation","069-8552","3","2017","2017-06-30",0,0
"Department of Transportation","Federal Railroad Administration","Local Rail Freight Assistance, Federal Railroad Administration, Transportation","069-0714","3","2017","2017-06-30",0,5000
"Department of Transportation","Federal Railroad Administration","National Network Grants to the National Railroad Passenger Corporation, Transportation","069-1775","3","2017","2017-06-30",1161245628.55,5754371.45
"Department of Transportation","Federal Railroad Administration","Next Generation High Speed Rail, Federal Railroad Administration, Transportation","069-0722","3","2017","2017-06-30",0,3591197.14
"Department of Transportation","Federal Railroad Administration","Northeast Corridor Grants to the National Railroad Passenger Corporation, Transportation","069-1774","3","2017","2017-06-30",321513202,6486798
"Department of Transportation","Federal Railroad Administration","Northeast Corridor Improvement Program, Federal Railroad Administration, Transportation","069-0123","3","2017","2017-06-30",0,20163136.48
"Department of Transportation","Federal Railroad Administration","Operating Grants to the National Railroad Passenger Corporation, Federal Railroad Administration, Transportation","069-0121","3","2017","2017-06-30",0,0
"Department of Transportation","Federal Railroad Administration","Passenger Rail Service, Capital Assistance to States - Intercity, Federal Railroad Administration, Transportation","069-0715","3","2017","2017-06-30",80875,12606134.04
"Department of Transportation","Federal Railroad Administration","Pennsylvania Station Redevelopment Project, Federal Railroad Administration, Transportation","069-0723","3","2017","2017-06-30",0,40350000.66
"Department of Transportation","Federal Railroad Administration","Rail Labor Assistance, Federal Railroad Administration, Transportation","069-0707","3","2017","2017-06-30",0,1328.97
"Department of Transportation","Federal Railroad Administration","Rail Line Relocation and Improvement Program, Federal Railroad Administration, Transportation","069-0716","3","2017","2017-06-30",0,12442276.18
"Department of Transportation","Federal Railroad Administration","Rail Service Assistance, Federal Railroad Administration, Transportation","069-0122","3","2017","2017-06-30",0,154041.33
"Department of Transportation","Federal Railroad Administration","Railroad Rehabilitation and Improvement Program Account, Federal Railroad Administration, Transportation","069-0750","3","2017","2017-06-30",796758,1163242.63
"Department of Transportation","Federal Railroad Administration","Railroad Rehabilitation and Repair, Federal Railroad Administration, Transportation","069-0124","3","2017","2017-06-30",0,0.64
"Department of Transportation","Federal Railroad Administration","Railroad Research and Development, Federal Railroad Administration, Transportation","069-0745","3","2017","2017-06-30",14439833.68,36520912.98
"Department of Transportation","Federal Railroad Administration","Railroad Research, Federal Railroad Administration, Transportation","069-0703","3","2017","2017-06-30",0,0.42
"Department of Transportation","Federal Railroad Administration","Railroad Safety Technology Program, Federal Railroad Administration, Transportation","069-0701","3","2017","2017-06-30",0,612244.91
"Department of Transportation","Federal Railroad Administration","Railroad Safety, Federal Railroad Administration, Transportation","069-0702","3","2017","2017-06-30",8120454.6,47169973.19
"Department of Transportation","Federal Railroad Administration","Restoration and Enhancement Grants, Federal Railroad Administration, Transportation","069-0127","3","2017","2017-06-30",0,5000000
"Department of Transportation","Federal Railroad Administration","Rhode Island Rail Development, Federal Railroad Administration, Transportation","069-0726","3","2017","2017-06-30",0,0
"Department of Transportation","Federal Railroad Administration","Safety and Operations, Federal Railroad Administration, Transportation","069-0700","3","2017","2017-06-30",133062091.58,110939720.06
"Department of Transportation","Federal Railroad Administration","West Virginia Rail Development, Federal Railroad Administration, Transportation","069-0758","3","2017","2017-06-30",0,176635.85
"Department of Transportation","Federal Transit Administration","Administrative Expenses, Federal Transit Administration, Transportation","069-1120","3","2017","2017-06-30",76842123.59,40239253.58
"Department of Transportation","Federal Transit Administration","Capital Investment Grants, Federal Transit Administration, Transportation","069-1134","3","2017","2017-06-30",600966249.89,3957272618.61
"Department of Transportation","Federal Transit Administration","Discretionary Grants, Liquidation of Contract Authorization, Highway Trust Fund, Federal Transit Administration, Transportation","069-8191","3","2017","2017-06-30",0,0
"Department of Transportation","Federal Transit Administration","Formula and Bus Grants, Liquidation of Contract Authorization, Federal Transit Administration, Transportation","069-8350","3","2017","2017-06-30",3930948491.72,17083222506.15
"Department of Transportation","Federal Transit Administration","Formula Grants, Federal Transit Administration, Transportation","069-1129","3","2017","2017-06-30",166215,50433629.08
"Department of Transportation","Federal Transit Administration","Grants for Energy Efficiency and Greenhouse Gas Reductions, Federal Transit Administration, Transportation","069-1131","3","2017","2017-06-30",0,1697638
"Department of Transportation","Federal Transit Administration","Interstate Transfer Grants-Transit, Federal Transit Administration, Transportation","069-1127","3","2017","2017-06-30",0,10666.49
"Department of Transportation","Federal Transit Administration","Job Access and Reverse Commute Grants, Federal Transit Administration, Transportation","069-1125","3","2017","2017-06-30",0,708000.92
"Department of Transportation","Federal Transit Administration","Non-Urban Formula Grants, Federal Transit Administration, Transportation","069-1123","3","2017","2017-06-30",0,0.72
"Department of Transportation","Federal Transit Administration","Public Transportation Emergency Relief Program, Federal Transit Administration, Transportation","069-1140","3","2017","2017-06-30",299088849.22,4818154285.91
"Department of Transportation","Federal Transit Administration","Research, Training, and Human Resources, Federal Transit Administration, Transportation","069-1121","3","2017","2017-06-30",0,31635.19
"Department of Transportation","Federal Transit Administration","Technical Assistance and Training, Federal Transit Administration, Transportation","069-1142","3","2017","2017-06-30",0,6178250.19
"Department of Transportation","Federal Transit Administration","Transit Infrastructure Grants, Federal Transit Administration, Transportation","069-2812","3","2017","2017-06-30",0,51031544.15
"Department of Transportation","Federal Transit Administration","Transit Research, Federal Transit Administration, Transportation","069-1137","3","2017","2017-06-30",13759774.87,37273543.54
"Department of Transportation","Federal Transit Administration","University Transportation Research, Federal Transit Administration, Transportation","069-1136","3","2017","2017-06-30",0,0
"Department of Transportation","Federal Transit Administration","Urban Discretionary Grants, Federal Transit Administration, Transportation","069-1122","3","2017","2017-06-30",0,0
"Department of Transportation","Federal Transit Administration","Urban Formula Grants, Federal Transit Administration, Transportation","069-1124","3","2017","2017-06-30",0,0
"Department of Transportation","Federal Transit Administration","Urban Mass Transportation Fund, Federal Transit Administration, Transportation","069-1119","3","2017","2017-06-30",0,0
"Department of Transportation","Federal Transit Administration","Washington Metropolitan Area Transit Authority, Federal Transit Administration, Transportation","069-1128","3","2017","2017-06-30",100813169.59,69810894.32
"Department of Transportation","Maritime Administration","Assistance to Shipyards, Maritime Administration, Transportation","069-1770","3","2017","2017-06-30",6159.53,10487751.81
"Department of Transportation","Maritime Administration","Gifts and Bequests, Maritime Administration, Transportation","069-8503","3","2017","2017-06-30",690914.77,6607667.38
"Department of Transportation","Maritime Administration","Maritime Guaranteed Loan, (Title XI) Program Account, Maritime Administration, Transportation","069-1752","3","2017","2017-06-30",42062958.61,5000000
"Department of Transportation","Maritime Administration","Maritime Security Program, Maritime Administration, Transportation","069-1711","3","2017","2017-06-30",296482038.79,16879618.74
"Department of Transportation","Maritime Administration","Operations and Training, Maritime Administration, Transportation","069-1750","3","2017","2017-06-30",105237947.79,180579626.48
"Department of Transportation","Maritime Administration","Port of Guam Improvement Enterprise Fund, Maritime Administration, Transportation","069-5560","3","2017","2017-06-30",4228.68,4443657.56
"Department of Transportation","Maritime Administration","Ready Reserve Force, Maritime Administration, Transportation","069-1710","3","2017","2017-06-30",219552003.72,235399780.29
"Department of Transportation","Maritime Administration","Ship Disposal, Maritime Administration, Transportation","069-1768","3","2017","2017-06-30",6428599.16,30215554.78
"Department of Transportation","Maritime Administration","Special Studies, Services and Projects, Maritime Administration, Transportation","069-8547","3","2017","2017-06-30",161389.46,104198.07
"Department of Transportation","Maritime Administration","Vessel Operations Revolving Fund, Maritime Administration, Transportation","069-4303","3","2017","2017-06-30",7693130.06,40936151.29
"Department of Transportation","Maritime Administration","War-Risk Insurance Revolving Fund, Maritime Administration, Transportation","069-4302","3","2017","2017-06-30",0,48828560.75
"Department of Transportation","National Highway Traffic Safety Administration","Consumer Assistance to Recycle and Save Program, National Highway Traffic Safety Administration, Transportation","069-0654","3","2017","2017-06-30",0,20482346.54
"Department of Transportation","National Highway Traffic Safety Administration","Highway Traffic Safety Grants, Liquidation of Contract Authorization, Trust Fund, National Highway Traffic Safety Administration, Transportation","069-8020","3","2017","2017-06-30",376211037.76,316906044.21
"Department of Transportation","National Highway Traffic Safety Administration","National Driver Register, National Highway Traffic Safety Administration, Transportation","069-8362","3","2017","2017-06-30",0,413814.12
"Department of Transportation","National Highway Traffic Safety Administration","Next Generation 911 Implementation Grants, National Highway Traffic Safety Administration, Transportation","069-0661","3","2017","2017-06-30",0,112250000
"Department of Transportation","National Highway Traffic Safety Administration","Operations and Research - Trust Fund, National Highway Traffic Safety Administration, Transportation","069-8016","3","2017","2017-06-30",73152256.68,138956854.64
"Department of Transportation","National Highway Traffic Safety Administration","Operations and Research, National Highway Traffic Safety Administration, Transportation","069-0650","3","2017","2017-06-30",66852401.19,129489784.52
"Department of Transportation","National Highway Traffic Safety Administration","State and Community Highway Safety, Liquidation of Contract Authorization, National Highway Traffic Safety Administration, Transportation","069-0651","3","2017","2017-06-30",0,0
"Department of Transportation","Office of Inspector General","Salaries and Expenses - Recovery Act, Office of Inspector General, Transportation","069-0131","3","2017","2017-06-30",0,0
"Department of Transportation","Office of Inspector General","Salaries and Expenses, Office of Inspector General, Transportation","069-0130","3","2017","2017-06-30",62323641.64,39741249.03
"Department of Transportation","Office of the Secretary","Activities Transferred from Civil Aeronautics Board, Office of the Secretary, Transportation","069-0150","3","2017","2017-06-30",0,0
"Department of Transportation","Office of the Secretary","Compensation for General Aviation Operations, Office of the Secretary, Transportation","069-0156","3","2017","2017-06-30",0,0
"Department of Transportation","Office of the Secretary","Cyber Security Initiatives, Office of the Secretary, Transportation","069-0159","3","2017","2017-06-30",3235886.43,19683423.24
"Department of Transportation","Office of the Secretary","Essential Air Service and Rural Airport Improvement Fund, Office of the Secretary, Transportation","069-5423","3","2017","2017-06-30",110598796.68,99320399.71
"Department of Transportation","Office of the Secretary","Financial Management Capital, Office of the Secretary, Transportation","069-0116","3","2017","2017-06-30",2217000,3848999.1
"Department of Transportation","Office of the Secretary","Gifts and Bequests, Office of the Secretary, Transportation","069-8548","3","2017","2017-06-30",0,0
"Department of Transportation","Office of the Secretary","Minority Business Resource Center Program, Office of the Secretary, Transportation","069-0155","3","2017","2017-06-30",145325.64,3445752.57
"Department of Transportation","Office of the Secretary","National Infrastructure Investments, Office of the Secretary, Transportation","069-0143","3","2017","2017-06-30",302776229.08,1129807745.46
"Department of Transportation","Office of the Secretary","National Surface Transportation and Innovative Finance Bureau, Transportation","069-0170","3","2017","2017-06-30",250000,3346959
"Department of Transportation","Office of the Secretary","New Headquarters Building, Office of the Secretary, Transportation","069-0147","3","2017","2017-06-30",61501.16,49074.37
"Department of Transportation","Office of the Secretary","Office of Civil Rights, Office of the Secretary, Transportation","069-0118","3","2017","2017-06-30",5971585.5,7869305.98
"Department of Transportation","Office of the Secretary","Payment to Air Carriers, Office of the Secretary, Transportation","069-8304","3","2017","2017-06-30",111894037,93064371.25
"Department of Transportation","Office of the Secretary","Rental Payments, Office of the Secretary","069-0117","3","2017","2017-06-30",0,0
"Department of Transportation","Office of the Secretary","Research and Technology, Office of the Secretary, Transportation","069-1730","3","2017","2017-06-30",13924490.51,27892918.28
"Department of Transportation","Office of the Secretary","Salaries and Expenses, Office of the Secretary, Transportation","069-0102","3","2017","2017-06-30",78789946.29,85517814.72
"Department of Transportation","Office of the Secretary","Small and Disadvantaged Business Utilization and Outreach, Office of the Secretary, Transportation","069-0119","3","2017","2017-06-30",3247019.21,8541806.59
"Department of Transportation","Office of the Secretary","Transportation Planning, Research, and Development, Office of the Secretary, Transportation","069-0142","3","2017","2017-06-30",4645669.87,17378953.31
"Department of Transportation","Office of the Secretary","Transportation Research Activities Overseas, Special Foreign Currency Program, Office of the Secretary, Transportation","069-0105","3","2017","2017-06-30",0,0
"Department of Transportation","Office of the Secretary","Working Capital Fund, Transportation","069-4520","3","2017","2017-06-30",268983578.14,312806059.96
"Department of Transportation","Office of the Secretary","Working Capital Fund, Transportation Systems Center, Transportation","069-4522","3","2017","2017-06-30",276683106.92,299113362.45
"Department of Transportation","Pipeline and Hazardous Materials Safety Administration","Emergency Preparedness Grants, Pipeline and Hazardous Materials Safety Administration, Transportation","069-5282","3","2017","2017-06-30",572432.05,28425264.95
"Department of Transportation","Pipeline and Hazardous Materials Safety Administration","Hazardous Materials Safety, Pipeline and Hazardous Materials Safety Administration, Transportation","069-1401","3","2017","2017-06-30",37016502.81,38005632.54
"Department of Transportation","Pipeline and Hazardous Materials Safety Administration","Operational Expenses, Pipeline and Hazardous Materials Safety Administration, Transportation","069-1400","3","2017","2017-06-30",13673517.14,10778018.97
"Department of Transportation","Pipeline and Hazardous Materials Safety Administration","Pipeline Safety, Pipeline and Hazardous Materials Safety Administration, Transportation","069-5172","3","2017","2017-06-30",60224191.38,158133970.98
"Department of Transportation","Pipeline and Hazardous Materials Safety Administration","Research and Special Programs, Pipeline and Hazardous Materials Safety Administration, Transportation","069-0104","3","2017","2017-06-30",45023.72,197071.73
"Department of Transportation","Pipeline and Hazardous Materials Safety Administration","Trust Fund Share of Pipeline Safety, Pipeline and Hazardous Materials Safety Administration, Transportation","069-8121","3","2017","2017-06-30",20288000,0
"Department of Transportation","Saint Lawrence Seaway Development Corporation","Operations and Maintenance, Saint Lawrence Seaway Development Corporation, Transportation","069-8003","3","2017","2017-06-30",36028000,0
"Department of Transportation","Saint Lawrence Seaway Development Corporation","Saint Lawrence Seaway Development Corporation Fund, Transportation","069-4089","3","2017","2017-06-30",13968801.68,47162266.11
"Department of Transportation","Surface Transportation Board","Salaries and Expenses, Surface Transportation Board, Transportation","069-0301","3","2017","2017-06-30",103767.07,826718.44
"Department of Veterans Affairs","Benefits Programs","Compensation and Pensions, Veterans Benefits Administration, Veterans Affairs","036-0102","3","2017","2017-06-30",63645780624.03,25793648386.37
"Department of Veterans Affairs","Benefits Programs","Filipino Veterans Equity Compensation Fund, Benefits Programs, Veterans Affairs","036-1121","3","2017","2017-06-30",78000,55728755
"Department of Veterans Affairs","Benefits Programs","National Service Life Insurance Fund, Veterans Affairs","036-8132","3","2017","2017-06-30",612089230.02,58683941.53
"Department of Veterans Affairs","Benefits Programs","Native American Veteran Housing Loan Program Account, Veterans Benefits Administration, Veterans Affairs","036-1120","3","2017","2017-06-30",2654458.09,2265985.02
"Department of Veterans Affairs","Benefits Programs","Post-Vietnam Era, Veterans Education Account, Veterans Affairs","036-8133","3","2017","2017-06-30",135785.78,61880283.45
"Department of Veterans Affairs","Benefits Programs","Readjustment Benefits, Veterans Benefits Administration, Veterans Affairs","036-0137","3","2017","2017-06-30",10342557815.98,9547594738.06
"Department of Veterans Affairs","Benefits Programs","Service-Disabled Veterans Insurance Fund, Veterans Affairs","036-4012","3","2017","2017-06-30",120727344.28,57924815.18
"Department of Veterans Affairs","Benefits Programs","Servicemen's Group Life Insurance Fund, Veterans Affairs","036-4009","3","2017","2017-06-30",544910420.78,251606880.02
"Department of Veterans Affairs","Benefits Programs","United States Government Life Insurance Fund, Veterans Affairs","036-8150","3","2017","2017-06-30",560042.09,1120995.09
"Department of Veterans Affairs","Benefits Programs","Veterans Housing Benefit Program Fund Liquidating Account, Veterans Affairs","036-4025","3","2017","2017-06-30",1318461.78,3855445.22
"Department of Veterans Affairs","Benefits Programs","Veterans Housing Benefit Program Fund Program Account, Veterans Benefits Administration, Veterans Affairs","036-1119","3","2017","2017-06-30",953228709.93,153201924.86
"Department of Veterans Affairs","Benefits Programs","Veterans Insurance and Indemnities, Veterans Benefits Administration, Veterans Affairs","036-0120","3","2017","2017-06-30",84237773,32197721.29
"Department of Veterans Affairs","Benefits Programs","Veterans Reopened Insurance Fund, Veterans Affairs","036-4010","3","2017","2017-06-30",19714625.65,106596132.05
"Department of Veterans Affairs","Benefits Programs","Veterans Special Life Insurance Fund, Trust Revolving Fund, Veterans Affairs","036-8455","3","2017","2017-06-30",152269484.41,1256539334.02
"Department of Veterans Affairs","Benefits Programs","Vocational Rehabilitation Loans Program Account, Veterans Benefits Administration, Veterans Affairs","036-1114","3","2017","2017-06-30",532550.81,23884.15
"Department of Veterans Affairs","Departmental Administration","Board of Veterans Appeals, Departmental Administration, Veterans Affairs","036-1122","3","2017","2017-06-30",95758603.7,65866403.49
"Department of Veterans Affairs","Departmental Administration","Construction, Major Projects, Departmental Administration, Veterans Affairs","036-0110","3","2017","2017-06-30",282192199.23,2359182349.9
"Department of Veterans Affairs","Departmental Administration","Construction, Minor Projects, Departmental Administration, Veterans Affairs","036-0111","3","2017","2017-06-30",257808108.76,1064394476.57
"Department of Veterans Affairs","Departmental Administration","Department of Veterans Affairs Cemetery Gift Fund, Veterans Affairs","036-8129","3","2017","2017-06-30",175923.22,1695129.13
"Department of Veterans Affairs","Departmental Administration","Franchise Fund, Veterans Affairs","036-4539","3","2017","2017-06-30",722577508.9,412721482.23
"Department of Veterans Affairs","Departmental Administration","General Administration, Departmental Administration, Veterans Affairs","036-0142","3","2017","2017-06-30",453416307.51,346556126.43
"Department of Veterans Affairs","Departmental Administration","General Operating Expenses, Veterans Benefits Administration, Veterans Affairs","036-0151","3","2017","2017-06-30",2937943288.53,1208268142.31
"Department of Veterans Affairs","Departmental Administration","Grants for Construction of State Extended Care Facilities, Departmental Administration, Veterans Affairs","036-0181","3","2017","2017-06-30",27229559.72,101812380.17
"Department of Veterans Affairs","Departmental Administration","Grants for the Construction of State Veterans Cemeteries, Departmental Administration, Veterans Affairs","036-0183","3","2017","2017-06-30",2891635,54888300.8
"Department of Veterans Affairs","Departmental Administration","Information Technology Systems, Departmental Administration, Veterans Affairs","036-0167","3","2017","2017-06-30",3156870193.74,2008457522.94
"Department of Veterans Affairs","Departmental Administration","National Cemetery Administration Facilities Operation Fund, Veterans Affairs","036-5392","3","2017","2017-06-30",0,1163535.47
"Department of Veterans Affairs","Departmental Administration","National Cemetery Administration, Veterans Health Administration, Veterans Affairs","036-0129","3","2017","2017-06-30",217412503.32,90182494.31
"Department of Veterans Affairs","Departmental Administration","Office of Inspector General, Departmental Administration, Veterans Affairs","036-0170","3","2017","2017-06-30",120728526.98,67073038.59
"Department of Veterans Affairs","Departmental Administration","Pershing Hall Revolving Fund, Veterans Affairs","036-4018","3","2017","2017-06-30",50168.44,2342093.59
"Department of Veterans Affairs","Departmental Administration","Supply Fund, Veterans Affairs","036-4537","3","2017","2017-06-30",859516290.45,1694991704.81
"Department of Veterans Affairs","Departmental Administration","Veterans Electronic Health Care Record, Departmental Administration, Veterans Affairs","036-1123","3","2017","2017-06-30",0,526613540.75
"Department of Veterans Affairs","Veterans Health Administration","Canteen Service Revolving Fund, Veterans Affairs","036-4014","3","2017","2017-06-30",325971021.68,200642519.07
"Department of Veterans Affairs","Veterans Health Administration","DOD-VA Health Care Sharing Incentive Fund, Veterans Affairs","036-0165","3","2017","2017-06-30",39930985.27,88063145.36
"Department of Veterans Affairs","Veterans Health Administration","Expenses, Medical Facilities, Veterans Health Administration, Veterans Affairs","036-0162","3","2017","2017-06-30",3897993322.91,2188400711.47
"Department of Veterans Affairs","Veterans Health Administration","Expenses, Medical Services, Veterans Health Administration, Veterans Affairs","036-0160","3","2017","2017-06-30",35769573758.44,18874172577.73
"Department of Veterans Affairs","Veterans Health Administration","Expenses, Medical Support and Compliance, Veterans Health Administration, Veterans Affairs","036-0152","3","2017","2017-06-30",4575404731.02,2623701134.16
"Department of Veterans Affairs","Veterans Health Administration","General Post Fund, National Homes, Veterans Affairs","036-8180","3","2017","2017-06-30",16867193.3,107094664.7
"Department of Veterans Affairs","Veterans Health Administration","Joint Department of Defense - Department of Veterans Affairs Medical Facility Demonstration Fund, Veterans Affairs","036-0169","3","2017","2017-06-30",326160497.06,162023188.76
"Department of Veterans Affairs","Veterans Health Administration","Medical and Prosthetic Research, Veterans Health Administration, Veterans Affairs","036-0161","3","2017","2017-06-30",440359808.2,432774758.69
"Department of Veterans Affairs","Veterans Health Administration","Medical Care Collections Fund, Veterans Affairs","036-5287","3","2017","2017-06-30",0,0
"Department of Veterans Affairs","Veterans Health Administration","Medical Community Care, Veterans Health Administration, Veterans Affairs","036-0140","3","2017","2017-06-30",5965343208.25,2109837791.75
"Department of Veterans Affairs","Veterans Health Administration","Veterans Choice Fund, Veterans Health Administration, Veterans Affairs","036-0172","3","2017","2017-06-30",4301167265.76,1622791680.93
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Abatement, Control and Compliance Loan Program, Environmental Protection Agency","068-0118","3","2017","2017-06-30",0,0.92
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Buildings and Facilities, Environmental Protection Agency","068-0110","3","2017","2017-06-30",19954499.28,40919464.24
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Damage Assessment and Restoration Revolving Fund, Environmental Protection Agency","068-4365","3","2017","2017-06-30",982812.82,3357913.84
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Energy Research and Development, Environmental Protection Agency","068-0109","3","2017","2017-06-30",4086.02,1198.27
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Environmental Programs and Management, Environmental Protection Agency","068-0108","3","2017","2017-06-30",1874066374.84,1258085330.86
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Exxon Valdez Settlement Fund, Environmental Protection Agency","068-5297","3","2017","2017-06-30",0,1.23
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Hazardous Substance Superfund, Environmental Protection Agency","068-8145","3","2017","2017-06-30",925908214.32,4081694494.98
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Hazardous Waste Electronic Manifest System Fund, Environmental Protection Agency","068-4330","3","2017","2017-06-30",3283307.1,4769174.64
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Inland Oil Spill Programs, Environmental Protection Agency","068-8221","3","2017","2017-06-30",20859504.33,48206227.01
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Leaking Underground Storage Tank Trust Fund - Treasury Managed, Environmental Protection Agency","068-8153","3","2017","2017-06-30",115660746.07,73924839.49
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Office of Inspector General - Recovery Act, Environmental Protection Agency","068-0113","3","2017","2017-06-30",0,1526836.59
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Office of Inspector General, Environmental Protection Agency","068-0112","3","2017","2017-06-30",36045452.81,22966015.54
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Payment to the Hazardous Substances Superfund, Environmental Protection Agency","068-0250","3","2017","2017-06-30",1038130920,0
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Pesticide Registration Fund, Environmental Protection Agency","068-5374","3","2017","2017-06-30",10940846.6,18176650.74
