"Agency","Subagency","Title","federal_account_code","q","fy","reporting_period_end","Obligation","Unobligated"
"Department of the Interior","Bureau of Reclamation","Upper Colorado River Basin Fund, Bureau of Reclamation","014-4081","1","2019","2018-12-31",29170641.37,338184633.08
"Department of the Interior","Bureau of Reclamation","Water and Related Resources - Recovery Act, Bureau of Reclamation, Interior","014-0681","1","2019","2018-12-31",0,462484.6
"Department of the Interior","Bureau of Reclamation","Water and Related Resources, Bureau of Reclamation, Interior","014-0680","1","2019","2018-12-31",247213825.32,2620071491.66
"Department of the Interior","Bureau of Reclamation","Water and Related Resources, Reclamation Fund, Bureau of Reclamation","014-5430","1","2019","2018-12-31",0,0
"Department of the Interior","Bureau of Reclamation","Working Capital Fund, Bureau of Reclamation","014-4524","1","2019","2018-12-31",141175412.22,501330129.68
"Department of the Interior","Bureau of Safety and Environmental Enforcement","Offshore Safety and Environmental Enforcement, Bureau of Safety and Environmental Enforcement, Interior","014-1700","1","2019","2018-12-31",49019557.57,135575208.09
"Department of the Interior","Bureau of Safety and Environmental Enforcement","Oil Spill Research, Bureau of Safety and Environmental Enforcement","014-1920","1","2019","2018-12-31",0,103435.55
"Department of the Interior","Bureau of Safety and Environmental Enforcement","Oil Spill Research, Bureau of Safety and Environmental Enforcement, Interior","014-8370","1","2019","2018-12-31",1559046.62,18849240.61
"Department of the Interior","Central Utah Project","Central Utah Project Completion Account, Central Utah Project, Interior","014-0787","1","2019","2018-12-31",11912401.91,3374462.07
"Department of the Interior","Central Utah Project","Utah Reclamation Mitigation and Conservation Account, Interior","014-5174","1","2019","2018-12-31",484790.69,7704206.94
"Department of the Interior","Department-Wide Programs","Central Hazardous Materials Fund, Department-Wide Programs, Interior","014-1121","1","2019","2018-12-31",1782143.77,21574957.71
"Department of the Interior","Department-Wide Programs","Flame Wildfire Suppression Reserve Fund, Department-Wide Programs, Interior","014-1127","1","2019","2018-12-31",484790.69,7704206.94
"Department of the Interior","Department-Wide Programs","Interior Franchise Fund, Departmental Management","014-4529","1","2019","2018-12-31",163179886.88,1410523401.38
"Department of the Interior","Department-Wide Programs","Natural Resource Damage Assessment and Restoration Fund, Office of the Secretary","014-5198","1","2019","2018-12-31",9400653.5,2157493289.69
"Department of the Interior","Department-Wide Programs","Natural Resource Damage Assessment Fund, Natural Resource Damage Assessment and Restoration, Interior","014-1618","1","2019","2018-12-31",1668729.59,11464200.34
"Department of the Interior","Department-Wide Programs","Office of Natural Resources Revenue, Department-Wide Programs, Interior","014-1113","1","2019","2018-12-31",25653379.6,35915426.29
"Department of the Interior","Department-Wide Programs","Payments in Lieu of Taxes, Departmental Management","014-1114","1","2019","2018-12-31",494534.09,188981611.34
"Department of the Interior","Department-Wide Programs","Wildland Fire Management, Department-Wide Programs, Interior","014-1125","1","2019","2018-12-31",169483829.47,315105136.81
"Department of the Interior","Department-Wide Programs","Working Capital Fund, Departmental Management","014-4523","1","2019","2018-12-31",170834966.73,1231668144.5
"Department of the Interior","Departmental Offices","Departmental Operations, Land and Water Conservation Fund, Departmental Offices, Interior","014-5571","1","2019","2018-12-31",2923637.69,1989929.04
"Department of the Interior","Departmental Offices","Departmental Operations, Office of the Secretary, Interior","014-0102","1","2019","2018-12-31",42619107.99,160612407.68
"Department of the Interior","Departmental Offices","Environmental Improvement and Restoration Fund, Office of Natural Resources Revenue, Interior","014-5425","1","2019","2018-12-31",0,0
"Department of the Interior","Departmental Offices","Geothermal Lease Revenues, Payment to Counties, Office of Natural Resources Revenue, Interior","014-5574","1","2019","2018-12-31",1356923.84,0
"Department of the Interior","Departmental Offices","Gifts and Bequest, Take Pride in America, Interior","014-8369","1","2019","2018-12-31",0,53955.37
"Department of the Interior","Departmental Offices","Indian Arts and Crafts Fund, Departmental Management","014-5130","1","2019","2018-12-31",0,264490.05
"Department of the Interior","Departmental Offices","Payment to Oklahoma (Royalties), Office of Natural Resources Revenue, Interior","014-5134","1","2019","2018-12-31",3832.03,0
"Department of the Interior","Departmental Offices","Payments to Alaska from Oil and Gas Leases, National Petroleum Reserve, Office of Natural Resources Revenue, Interior","014-5045","1","2019","2018-12-31",1202549.8,0
"Department of the Interior","Departmental Offices","Payments to States from Receipts Under Mineral Leasing, Public and Acquired Military Lands, Office of Natural Resources Revenue, Interior","014-5003","1","2019","2018-12-31",958162511.22,5032618.51
"Department of the Interior","Departmental Offices","Payments to States, Flood Control Act of 1954, Office of Natural Resources Revenue, Interior","014-5248","1","2019","2018-12-31",26306178.35,0
"Department of the Interior","Departmental Offices","Payments to States, National Forest Fund, Office of Natural Resources Revenue, Interior","014-5243","1","2019","2018-12-31",1421915.29,0
"Department of the Interior","Departmental Offices","State's Share from Certain Gulf of Mexico Leases, Office of Natural Resources Revenue, Interior","014-5535","1","2019","2018-12-31",0,0
"Department of the Interior","Departmental Offices","Trust Land Consolidation Fund, Departmental Offices, Interior","014-5670","1","2019","2018-12-31",191148381.56,169472383.67
"Department of the Interior","Insular Affairs","Assistance to Territories, Insular Affairs, Interior","014-0412","1","2019","2018-12-31",15561586.88,34182463.76
"Department of the Interior","Insular Affairs","Compact of Free Association, Insular Affairs, Interior","014-0415","1","2019","2018-12-31",166295497.94,330714055.25
"Department of the Interior","Insular Affairs","Payment to the United States Territories, Fiscal Assistance, Insular Affairs, Interior","014-0418","1","2019","2018-12-31",15561586.88,34182463.76
"Department of the Interior","Insular Affairs","Trust Territory of the Pacific Islands, Insular Affairs, Interior","014-0414","1","2019","2018-12-31",0,0
"Department of the Interior","National Indian Gaming Commission","National Indian Gaming Commission, Gaming Activity Fees","014-5141","1","2019","2018-12-31",7175257.03,25725081.19
"Department of the Interior","National Indian Gaming Commission","Salaries and Expenses, National Indian Gaming Commission, Interior","014-0118","1","2019","2018-12-31",158547.87,5615647.79
"Department of the Interior","National Park Service","Centennial Challenge, National Park Service, Interior","014-2645","1","2019","2018-12-31",449709.28,65702130.75
"Department of the Interior","National Park Service","Concessioner Improvement Accounts, National Park Service","014-5169","1","2019","2018-12-31",2710199.1,21734331.76
"Department of the Interior","National Park Service","Construction (Trust Fund), National Park Service","014-8215","1","2019","2018-12-31",0,31748.11
"Department of the Interior","National Park Service","Construction, National Park Service, Interior","014-1039","1","2019","2018-12-31",32726238.8,893622050.6
"Department of the Interior","National Park Service","Contribution for Annuity Benefits, National Park Service, Interior","014-1034","1","2019","2018-12-31",3295170.51,68166989.23
"Department of the Interior","National Park Service","Delaware Water Gap Route 209 Operations, National Park Service","014-5076","1","2019","2018-12-31",0,28300
"Department of the Interior","National Park Service","Donations, National Park Service","014-8037","1","2019","2018-12-31",4002417.85,150970401.42
"Department of the Interior","National Park Service","Educational Expenses, Children of Employees, Yellowstone National Park, National Park Service","014-5663","1","2019","2018-12-31",0,17677.81
"Department of the Interior","National Park Service","Federal Infrastructure Improvement, from Land and Water Conservation Fund, National Park Service","014-5481","1","2019","2018-12-31",0,0
"Department of the Interior","National Park Service","Glacier Bay National Park, National Park Service","014-5412","1","2019","2018-12-31",0,60999.31
"Department of the Interior","National Park Service","Historic Preservation Fund, from Land and Water Conservation Fund, National Park Service","014-5477","1","2019","2018-12-31",0,0.27
"Department of the Interior","National Park Service","Historic Preservation Fund, National Park Service","014-5140","1","2019","2018-12-31",7558067.98,74978707.48
"Department of the Interior","National Park Service","Historic Preservation Fund, National Park Service, Interior","014-1046","1","2019","2018-12-31",12047.27,50000444.29
"Department of the Interior","National Park Service","Land Acquisition and State Assistance, National Park Service","014-5035","1","2019","2018-12-31",7984875.63,382159080.8
"Department of the Interior","National Park Service","National Recreation and Preservation, National Park Service, Interior","014-1042","1","2019","2018-12-31",8007418.37,31402950.63
"Department of the Interior","National Park Service","Operation and Maintenance of Quarters, National Park Service","014-5049","1","2019","2018-12-31",6111944.64,32711114.28
"Department of the Interior","National Park Service","Operation of the National Park System, National Park Service, Interior","014-1036","1","2019","2018-12-31",498806179.84,688358502.73
"Department of the Interior","National Park Service","Outer Continental Shelf Revenues, LWCF Share from Certain Leases, National Park Service","014-5536","1","2019","2018-12-31",612394.31,132863832.01
"Department of the Interior","National Park Service","Park Buildings Lease and Maintenance Fund, National Park Service","014-5163","1","2019","2018-12-31",618539.92,34733348.17
"Department of the Interior","National Park Service","Park Concessions Franchise Fees, National Park Service","014-5431","1","2019","2018-12-31",13891785.68,260387528.75
"Department of the Interior","National Park Service","Payment for Tax Losses on Land Acquired for Grand Teton National Park, National Park Service","014-5666","1","2019","2018-12-31",0,15210
"Department of the Interior","National Park Service","Preservation, Birthplace of Abraham Lincoln, National Park Service","014-8052","1","2019","2018-12-31",0,57442.5
"Department of the Interior","National Park Service","Recreation Enhancement Fee Program, National Park Service","014-5110","1","2019","2018-12-31",39381065.55,561107285.36
"Department of the Interior","National Park Service","Transportation Systems Fund, National Park Service","014-5164","1","2019","2018-12-31",5208305.37,67457064.35
"Department of the Interior","National Park Service","Urban Park and Recreation Fund, National Park Service, Interior","014-1031","1","2019","2018-12-31",29748.55,113122.98
"Department of the Interior","National Park Service","User Fees for Filming and Photography on Public Lands, National Park Service","014-5247","1","2019","2018-12-31",205922.23,7342402.75
"Department of the Interior","Office of Inspector General","Salaries and Expenses, Office of the Inspector General, Interior","014-0104","1","2019","2018-12-31",12830044.54,14952318.85
"Department of the Interior","Office of Surface Mining Reclamation and Enforcement","Abandoned Mine Reclamation Fund, Office of Surface Mining Reclamation and Enforcement","014-5015","1","2019","2018-12-31",112373008.22,161161342.23
"Department of the Interior","Office of Surface Mining Reclamation and Enforcement","Payments in Lieu of Coal Fee Receipts, Office of Surface Mining Reclamation and Enforcement","014-1803","1","2019","2018-12-31",392107.7,11611375.17
"Department of the Interior","Office of Surface Mining Reclamation and Enforcement","Regulation and Technology, Civil Penalties, Office of Surface Mining Reclamation and Enforcement","014-5063","1","2019","2018-12-31",200000,9082.6
"Department of the Interior","Office of Surface Mining Reclamation and Enforcement","Regulation and Technology, Office of Surface Mining Reclamation and Enforcement","014-1801","1","2019","2018-12-31",28968570.25,52590563.38
"Department of the Interior","Office of Surface Mining Reclamation and Enforcement","Supplemental Payments to UMWA Health Plans, Office of Surface Mining Reclamation and Enforcement","014-1804","1","2019","2018-12-31",10207192,0
"Department of the Interior","Office of the Solicitor","Salaries and Expenses, Office of the Solicitor, Interior","014-0107","1","2019","2018-12-31",19206535.89,28900262.58
"Department of the Interior","Office of the Special Trustee for American Indians","Federal Trust Programs, Office of the Special Trustee for American Indians, Interior","014-0120","1","2019","2018-12-31",24652406.12,50859466.68
"Department of the Interior","Office of the Special Trustee for American Indians","Tribal Special Fund, Office of the Special Trustee for American Indians","014-5265","1","2019","2018-12-31",7889964.94,64766952.21
"Department of the Interior","Office of the Special Trustee for American Indians","Tribal Trust Fund, Office of the Special Trustee for the American Indians","014-8030","1","2019","2018-12-31",15024505.39,31643546.74
"Department of the Interior","United States Fish and Wildlife Service","Coastal Impact Assistance, Fish and Wildlife Service, Interior","014-5579","1","2019","2018-12-31",66683.53,20279623.15
"Department of the Interior","United States Fish and Wildlife Service","Community Partnership Enhancement, U.S. Fish and Wildlife Service","014-5501","1","2019","2018-12-31",0,101507.91
"Department of the Interior","United States Fish and Wildlife Service","Construction, United States Fish and Wildlife Service","014-1612","1","2019","2018-12-31",40041909.45,265541604.38
"Department of the Interior","United States Fish and Wildlife Service","Contributed Funds, United States Fish and Wildlife Service","014-8216","1","2019","2018-12-31",615477.07,20206933.21
"Department of the Interior","United States Fish and Wildlife Service","Cooperative Endangered Species Conservation Fund, from Land and Water Conservation Fund, U.S. Fish and Wildlife Service","014-5479","1","2019","2018-12-31",787500,48641257.91
"Department of the Interior","United States Fish and Wildlife Service","Cooperative Endangered Species Conservation Fund, United States Fish and Wildlife Service","014-5143","1","2019","2018-12-31",77119651.74,70488175.33
"Department of the Interior","United States Fish and Wildlife Service","Exotic Bird Conservation Fund, U.S. Fish and Wildlife Service","014-5494","1","2019","2018-12-31",0,1000
"Department of the Interior","United States Fish and Wildlife Service","Federal Aid to Wildlife Restoration, United States Fish and Wildlife Service","014-5029","1","2019","2018-12-31",30902946.93,1126489673.13
"Department of the Interior","United States Fish and Wildlife Service","Filming and Photography Fee Program, Fish and Wildlife Service, Interior","014-5463","1","2019","2018-12-31",0,75000
"Department of the Interior","United States Fish and Wildlife Service","Lahontan Valley and Pyramid Lake Fish and Wildlife Fund, United States Fish and Wildlife Service","014-5157","1","2019","2018-12-31",4674.34,1148628.47
"Department of the Interior","United States Fish and Wildlife Service","Land Acquisition, United States Fish and Wildlife Service","014-5020","1","2019","2018-12-31",18060470.93,59453507.71
"Department of the Interior","United States Fish and Wildlife Service","Landowner Incentive Program, U.S. Fish and Wildlife Service","014-5496","1","2019","2018-12-31",0,59804
"Department of the Interior","United States Fish and Wildlife Service","Migratory Bird Conservation Account, United States Fish and Wildlife Service","014-5137","1","2019","2018-12-31",7690095.47,73702598.74
"Department of the Interior","United States Fish and Wildlife Service","Multinational Species Conservation Fund, United States Fish and Wildlife Service","014-1652","1","2019","2018-12-31",1444182.9,5407570.02
"Department of the Interior","United States Fish and Wildlife Service","National Wildlife Refuge Fund, United States Fish and Wildlife Service","014-1691","1","2019","2018-12-31",0,5001507
"Department of the Interior","United States Fish and Wildlife Service","National Wildlife Refuge Fund, United States Fish and Wildlife Service","014-5091","1","2019","2018-12-31",92169.02,15626206.77
"Department of the Interior","United States Fish and Wildlife Service","Neotropical Migratory Bird Conservation, U.S. Fish and Wildlife Service","014-1696","1","2019","2018-12-31",293777.28,1661782.39
"Department of the Interior","United States Fish and Wildlife Service","North American Wetlands Conservation Fund, United States Fish and Wildlife Service","014-5241","1","2019","2018-12-31",552115.84,42071738.47
"Department of the Interior","United States Fish and Wildlife Service","Operation and Maintenance of Quarters, United States Fish and Wildlife Service","014-5050","1","2019","2018-12-31",291957.42,10640428.87
"Department of the Interior","United States Fish and Wildlife Service","Private Stewardship Grants, U.S. Fish and Wildlife Service","014-5495","1","2019","2018-12-31",0,0
"Department of the Interior","United States Fish and Wildlife Service","Proceeds from Sales, Water Resource Development Projects, United States Fish and Wildlife Service","014-5092","1","2019","2018-12-31",8322.28,949648.85
"Department of the Interior","United States Fish and Wildlife Service","Recreation Fee Enhancement Program, U.S. Fish and Wildlife Service","014-5252","1","2019","2018-12-31",1229230.77,15802765.97
"Department of the Interior","United States Fish and Wildlife Service","Resource Management, United States Fish and Wildlife Service","014-1611","1","2019","2018-12-31",335090226.8,844005324.83
"Department of the Interior","United States Fish and Wildlife Service","Sport Fish Restoration Account, United States Fish and Wildlife Service","014-8151","1","2019","2018-12-31",52782221.88,614192280.37
"Department of the Interior","United States Fish and Wildlife Service","State and Tribal Wildlife Grants, U.S. Fish and Wildlife Service","014-5474","1","2019","2018-12-31",6546709.25,61371196.78
"Department of the Interior","United States Geological Survey","Contributed Funds, Geological Survey, Interior","014-8562","1","2019","2018-12-31",63440.81,2244547.74
"Department of the Interior","United States Geological Survey","Operation and Maintenance of Quarters, Geological Survey","014-5055","1","2019","2018-12-31",20215.57,181239.32
"Department of the Interior","United States Geological Survey","Surveys, Investigations and Research, U.S. Geological Survey","014-0804","1","2019","2018-12-31",340892761.26,1319081063.18
"Department of the Interior","United States Geological Survey","Working Capital Fund, Geological Survey","014-4556","1","2019","2018-12-31",20567557.37,185742876.45
"Department of the Treasury","Alcohol and Tobacco Tax and Trade Bureau","Internal Revenue, Collections for Puerto Rico, Treasury","020-5737","1","2019","2018-12-31",105973615.72,0
"Department of the Treasury","Alcohol and Tobacco Tax and Trade Bureau","Salaries and Expenses, Alcohol and Tobacco Tax and Trade Bureau, Treasury","020-1008","1","2019","2018-12-31",27088405.71,29991518.63
"Department of the Treasury","Bureau of Engraving and Printing","Bureau of Engraving and Printing Fund, Treasury","020-4502","1","2019","2018-12-31",377332196.25,999768268.08
"Department of the Treasury","Comptroller of the Currency","Assessment Funds, Office of the Comptroller of the Currency, Treasury","020-8413","1","2019","2018-12-31",365368620.08,2464057555.66
"Department of the Treasury","Corporation for Public Broadcasting","Public Broadcasting Fund, Corporation for Public Broadcasting, Treasury","020-0151","1","2019","2018-12-31",465000000,0
"Department of the Treasury","Departmental Offices","Assistance to Federal National Mortgage Association and Federal Home Loan Mortgage Corporation, Departmental Offices, Treasury","020-0125","1","2019","2018-12-31",0,254051000000
"Department of the Treasury","Departmental Offices","Capital Magnet Fund, Community Development Financial Institutions, Departmental Offices, Treasury","020-8524","1","2019","2018-12-31",205971.47,150367402.49
"Department of the Treasury","Departmental Offices","Community Development Financial Institutions Fund, Program Account, Treasury","020-1881","1","2019","2018-12-31",32991041.54,101285386.32
"Department of the Treasury","Departmental Offices","Cybersecurity Enhancement Account, Departmental Offices, Treasury","020-1855","1","2019","2018-12-31",19000469.83,27476179.97
"Department of the Treasury","Departmental Offices","Department-Wide Systems and Capital Investments Programs, Departmental Offices, Treasury","020-0115","1","2019","2018-12-31",0,4162694.52
"Department of the Treasury","Departmental Offices","Exchange Stabilization Fund, Office of the Secretary, Treasury","020-4444","1","2019","2018-12-31",0,39734273673.25
"Department of the Treasury","Departmental Offices","Financial Research Fund, Departmental Offices, Treasury","020-5590","1","2019","2018-12-31",30087786.26,30129116.13
"Department of the Treasury","Departmental Offices","Gifts and Bequests, Treasury","020-8790","1","2019","2018-12-31",0,1491638.55
"Department of the Treasury","Departmental Offices","Grants for Specified Energy Property in Lieu of Tax Credits - Recovery Act, Departmental Offices, Treasury","020-0140","1","2019","2018-12-31",30087786.26,30129116.13
"Department of the Treasury","Departmental Offices","GSE Mortgage-Backed Securities Purchase Program Account, Departmental Offices, Treasury","020-0126","1","2019","2018-12-31",1000000,8636001.16
"Department of the Treasury","Departmental Offices","Office of Financial Stability, Departmental Offices, Treasury","020-0128","1","2019","2018-12-31",48305822.4,129888687.41
"Department of the Treasury","Departmental Offices","Presidential Election Campaign Fund, Treasury","020-5081","1","2019","2018-12-31",0,395772685.79
"Department of the Treasury","Departmental Offices","Salaries and Expenses - Recovery Act, Treasury Inspector General for Tax Administration, Departmental Offices, Treasury","020-0135","1","2019","2018-12-31",48305822.4,129888687.41
"Department of the Treasury","Departmental Offices","Salaries and Expenses, Departmental Offices, Treasury","020-0101","1","2019","2018-12-31",60404810.59,81715242.82
"Department of the Treasury","Departmental Offices","Salaries and Expenses, Office of Inspector General, Treasury","020-0106","1","2019","2018-12-31",8648674.89,28624374.5
"Department of the Treasury","Departmental Offices","Salaries and Expenses, Office of Terrorism and Financial Intelligence, Departmental Offices, Treasury","020-1804","1","2019","2018-12-31",22012665.18,53422956.89
"Department of the Treasury","Departmental Offices","Salaries and Expenses, Treasury Inspector General for Tax Administration, Departmental Offices, Treasury","020-0119","1","2019","2018-12-31",41706491.9,31736126.96
"Department of the Treasury","Departmental Offices","Small Business Lending Fund, Departmental Offices, Treasury","020-0141","1","2019","2018-12-31",1997444.67,3944901.33
"Department of the Treasury","Departmental Offices","Social Impact Demonstration Projects, Departmental Offices, Treasury","020-0146","1","2019","2018-12-31",104685.35,99140822.73
"Department of the Treasury","Departmental Offices","Special Inspector General for the Troubled Asset Relief Program, Salaries and Expenses, Departmental Offices, Treasury","020-0133","1","2019","2018-12-31",12014160.04,21576545.61
"Department of the Treasury","Departmental Offices","State Small Business Credit Initiative, Departmental Offices, Treasury","020-0142","1","2019","2018-12-31",350435.87,28840775.06
"Department of the Treasury","Departmental Offices","Terrorism Insurance Program, Departmental Offices, Treasury","020-0123","1","2019","2018-12-31",674508.98,2444491.02
"Department of the Treasury","Departmental Offices","Treasury Forfeiture Fund, Treasury","020-5697","1","2019","2018-12-31",193154668.35,1322403091.55
"Department of the Treasury","Departmental Offices","Treasury Franchise Fund, Treasury","020-4560","1","2019","2018-12-31",259642368.96,676755010.79
"Department of the Treasury","Departmental Offices","Troubled Asset Relief Program, Housing Programs, Departmental Offices, Treasury","020-0136","1","2019","2018-12-31",0,21536.44
"Department of the Treasury","District of Columbia, District of Columbia Courts","District of Columbia Judicial Retirement and Survivor's Annuity Fund, Treasury","020-8212","1","2019","2018-12-31",3457098.91,14004805.66
"Department of the Treasury","District of Columbia, District of Columbia Courts","Federal Payment to the District of Columbia Judicial Survivors and Annuity Fund, Treasury","020-1713","1","2019","2018-12-31",0,16100000
"Department of the Treasury","District of Columbia, District of Columbia General and Special Payments","District of Columbia Federal Pension Fund, Treasury","020-5511","1","2019","2018-12-31",196669858.15,679473196.5
"Department of the Treasury","District of Columbia, District of Columbia General and Special Payments","Federal Payment for Emergency Planning and Security Costs in the District of Columbia, Treasury","020-1771","1","2019","2018-12-31",0,4915300
"Department of the Treasury","District of Columbia, District of Columbia General and Special Payments","Federal Payment for Judicial Commissions, Treasury","020-1822","1","2019","2018-12-31",0,213626
"Department of the Treasury","District of Columbia, District of Columbia General and Special Payments","Federal Payment for Resident Tuition Support, Treasury","020-1736","1","2019","2018-12-31",0,15124000
"Department of the Treasury","District of Columbia, District of Columbia General and Special Payments","Federal Payment for School Improvement, Treasury","020-1817","1","2019","2018-12-31",0,17014500
"Department of the Treasury","District of Columbia, District of Columbia General and Special Payments","Federal Payment for Testing and Treatment of HIV/AIDS, Treasury","020-1824","1","2019","2018-12-31",0,1890500
"Department of the Treasury","District of Columbia, District of Columbia General and Special Payments","Federal Payment for the District of Columbia National Guard, Treasury","020-1701","1","2019","2018-12-31",0,164473
"Department of the Treasury","District of Columbia, District of Columbia General and Special Payments","Federal Payment for Water and Sewer Services, Treasury","020-4446","1","2019","2018-12-31",70349931.8,0
"Department of the Treasury","District of Columbia, District of Columbia General and Special Payments","Federal Payment to the Criminal Justice Coordinating Council, Treasury","020-1818","1","2019","2018-12-31",0,756200
"Department of the Treasury","District of Columbia, District of Columbia General and Special Payments","Federal Payment to the District of Columbia Water and Sewer Authority, Treasury","020-1796","1","2019","2018-12-31",70349931.8,0
"Department of the Treasury","District of Columbia, District of Columbia General and Special Payments","Federal Payment to the Federal District of Columbia Pension Fund, Treasury","020-1714","1","2019","2018-12-31",0,477600000
"Department of the Treasury","Federal Financing Bank","Federal Financing Bank Revolving Fund, Treasury","020-4521","1","2019","2018-12-31",247515501.32,4149222792.16
"Department of the Treasury","Financial Crimes Enforcement Network","Salaries and Expenses, Financial Crimes Enforcement Network","020-0173","1","2019","2018-12-31",29064336.42,63124673.12
"Department of the Treasury","Fiscal Service","Administering the Public Debt, Bureau of the Fiscal Service, Treasury","020-0560","1","2019","2018-12-31",0,2631915.49
"Department of the Treasury","Fiscal Service","Cheyenne River Sioux Tribe Terrestrial Wildlife Habitat Restoration Trust Fund, Bureau of the Fiscal Service, Treasury","020-8209","1","2019","2018-12-31",876391.79,1150348.97
"Department of the Treasury","Fiscal Service","Claims for Contract Disputes (Indefinite), Bureau of the Fiscal Service, Treasury","020-1743","1","2019","2018-12-31",251593711.76,98406288.24
"Department of the Treasury","Fiscal Service","Claims for Damages (Indefinite), Bureau of the Fiscal Service, Treasury","020-1742","1","2019","2018-12-31",17017158.34,1982841.66
"Department of the Treasury","Fiscal Service","Credit Reform:  Interest Paid on Uninvested Funds (Indefinite),  Bureau of the Fiscal Service, Treasury","020-1880","1","2019","2018-12-31",1980714785.72,9386285214.28
"Department of the Treasury","Fiscal Service","Debt Collection Fund, Bureau of the Fiscal Service, Treasury","020-5445","1","2019","2018-12-31",59066012.58,232858341.45
"Department of the Treasury","Fiscal Service","Esther Cattell Schmitt Gift Fund, Bureau of the Fiscal Service, Treasury","020-8902","1","2019","2018-12-31",3000,410004.27
"Department of the Treasury","Fiscal Service","Federal Interest Liabilities to the States, Bureau of the Fiscal Service, Treasury","020-1877","1","2019","2018-12-31",0,1000000
"Department of the Treasury","Fiscal Service","Federal Reserve Bank Reimbursement Fund,  Bureau of the Fiscal Service, Treasury","020-1884","1","2019","2018-12-31",219586012.64,422755707.59
"Department of the Treasury","Fiscal Service","Financial Agent Services, Bureau of the Fiscal Service, Treasury","020-1802","1","2019","2018-12-31",219540695.21,626118246.83
"Department of the Treasury","Fiscal Service","Gulf Coast Restoration Trust Fund, Bureau of the Fiscal Service, Treasury","020-8625","1","2019","2018-12-31",17781914.87,1282986487.41
"Department of the Treasury","Fiscal Service","HOPE Reserve Fund, Bureau of the Fiscal Service, Treasury","020-5581","1","2019","2018-12-31",0,86000000
"Department of the Treasury","Fiscal Service","Interest on Uninvested Funds (Indefinite),  Bureau of the Fiscal Service, Treasury","020-1860","1","2019","2018-12-31",8299045.73,25700954.27
"Department of the Treasury","Fiscal Service","Judgements, Court of Claims (Indefinite), Bureau of the Fiscal Service, Treasury","020-1740","1","2019","2018-12-31",159158407.46,1277841592.54
"Department of the Treasury","Fiscal Service","Judgements, United States Courts (Indefinite), Bureau of the Fiscal Service, Treasury","020-1741","1","2019","2018-12-31",159950459.26,416049540.74
"Department of the Treasury","Fiscal Service","Lower Brule Sioux Tribe Terrestrial Wildlife Habitat Restoration Trust Fund,  Bureau of the Fiscal Service, Treasury","020-8207","1","2019","2018-12-31",83000,390985.95
"Department of the Treasury","Fiscal Service","Payment of Government Losses in Shipment, Bureau of the Fiscal Service, Treasury","020-1710","1","2019","2018-12-31",421715.43,1923284.57
"Department of the Treasury","Fiscal Service","Payment to the Resolution Funding Corporation, Bureau of the Fiscal Service, Treasury","020-1851","1","2019","2018-12-31",662323300.93,1965676699.07
"Department of the Treasury","Fiscal Service","Premium/Discount on Buyback of U.S. Treasury Securities, Bureau of the Fiscal Service, Treasury","020-0503","1","2019","2018-12-31",0,3755826.94
"Department of the Treasury","Fiscal Service","Public Debt Principal (Indefinite), Treasury","020-0500","1","2019","2018-12-31",0,917760602116.33
"Department of the Treasury","Fiscal Service","Refund of Moneys Erroneously Received and Covered (Indefinite), Treasury","020-1807","1","2019","2018-12-31",7654519.54,52345480.46
"Department of the Treasury","Fiscal Service","Reimbursements to Federal Reserve Banks, Bureau of the Fiscal Service, Treasury","020-0562","1","2019","2018-12-31",42245690.51,118297354.18
"Department of the Treasury","Fiscal Service","Relief of Individuals and Others by Private and Public Laws, Bureau of the Fiscal Service, Treasury","020-1706","1","2019","2018-12-31",0,0
"Department of the Treasury","Fiscal Service","Restitution of Forgone Interest, Bureau of the Fiscal Service, Treasury","020-1875","1","2019","2018-12-31",42245690.51,118297354.18
"Department of the Treasury","Fiscal Service","Salaries and Expenses, Bureau of the Fiscal Service, Treasury","020-0520","1","2019","2018-12-31",218522483.09,124546073
"Department of the Treasury","Fiscal Service","Salaries and Expenses, Bureau of the Fiscal Service, Treasury","020-1801","1","2019","2018-12-31",0.06,903484.38
"Department of the Treasury","Fiscal Service","Sinking Fund, Treasury","020-0575","1","2019","2018-12-31",0,51156812590.69
"Department of the Treasury","Fiscal Service","United States Treasury Check Forgery Insurance Fund,  Bureau of the Fiscal Service, Treasury","020-4109","1","2019","2018-12-31",869200.55,6324273.91
"Department of the Treasury","Interest on the Public Debt","Interest on the Public Debt (Indefinite), Bureau of the Fiscal Service, Treasury","020-0550","1","2019","2018-12-31",164221395737.97,396722353618.78
"Department of the Treasury","Internal Revenue Service","Build America Bond Payments - Recovery Act, Internal Revenue Service, Treasury","020-0935","1","2019","2018-12-31",866438406.22,3023701275.55
"Department of the Treasury","Internal Revenue Service","Business Systems Modernization, Internal Revenue Service, Treasury","020-0921","1","2019","2018-12-31",52247550.62,125847321.53
"Department of the Treasury","Internal Revenue Service","Enforcement, Internal Revenue Service","020-0913","1","2019","2018-12-31",1033920858.75,220907230.37
"Department of the Treasury","Internal Revenue Service","Federal Tax Lien Revolving Fund, Internal Revenue Service, Treasury","020-4413","1","2019","2018-12-31",0,7530790.68
"Department of the Treasury","Internal Revenue Service","Gifts to Reduce Debt Held by the Public, Bureau of the Fiscal Service, Treasury","020-5080","1","2019","2018-12-31",0,0
