"Agency","Subagency","Title","federal_account_code","q","fy","reporting_period_end","Obligation","Unobligated"
"US Agencies - Non-CFO Act","Advisory Council on Historic Preservation","Donations, Advisory Council on Historic Preservation","306-8298","2","2019","2019-03-31",0,3010000
"US Agencies - Non-CFO Act","Advisory Council on Historic Preservation","Salaries and Expenses, Advisory Council on Historic Preservation","306-2300","2","2019","2019-03-31",4270767.34,6220263.32
"US Agencies - Non-CFO Act","African Development Foundation","African Development Foundation, Funds Appropriated to the President","011-0700","2","2019","2019-03-31",15036063.12,33008762.71
"US Agencies - Non-CFO Act","African Development Foundation","Gifts and Donations, African Development Foundation","011-8239","2","2019","2019-03-31",733665.07,2211285.82
"US Agencies - Non-CFO Act","Appalachian Regional Commission","Appalachian Regional Development Programs, Appalachian Regional Commission","309-0200","2","2019","2019-03-31",47744706.67,249520946.91
"US Agencies - Non-CFO Act","Barry Goldwater Scholarship and Excellence in Education Foundation","Trust Fund, the Barry Goldwater Scholarship and Excellence in Education Fund","313-8281","2","2019","2019-03-31",364744.79,31092162.69
"US Agencies - Non-CFO Act","Broadcasting Board of Governors","Broadcasting Capital Improvements, Broadcasting Board of Governors","514-0204","2","2019","2019-03-31",1065534.57,22997791.89
"US Agencies - Non-CFO Act","Broadcasting Board of Governors","Broadcasting to Cuba, Broadcasting Board of Governors","514-0208","2","2019","2019-03-31",0,28143.75
"US Agencies - Non-CFO Act","Broadcasting Board of Governors","Buying Power Maintenance, Broadcasting Board of Governors","514-1147","2","2019","2019-03-31",0,11642103
"US Agencies - Non-CFO Act","Broadcasting Board of Governors","Foreign Service National Separation Liability Trust Fund, Broadcasting Board of Governors","514-8285","2","2019","2019-03-31",808797.49,5626073.96
"US Agencies - Non-CFO Act","Broadcasting Board of Governors","International Broadcasting Operations, Broadcasting Board of Governors","514-0206","2","2019","2019-03-31",339192307.01,506834439.6
"US Agencies - Non-CFO Act","Broadcasting Board of Governors","Miscellaneous Trust Fund, Broadcasting Board of Governors","514-8286","2","2019","2019-03-31",167.06,285089.21
"US Agencies - Non-CFO Act","Bureau of Consumer Financial Protection","Bureau of Consumer Financial Protection Fund, Bureau of Consumer Financial Protection","581-5577","2","2019","2019-03-31",279643342.16,107326549.8
"US Agencies - Non-CFO Act","Bureau of Consumer Financial Protection","Consumer Financial Civil Penalty Fund, Bureau of Consumer Financial Protection","581-5578","2","2019","2019-03-31",13644.36,659445964.22
"US Agencies - Non-CFO Act","Chemical Safety and Hazard Investigation Board","Emergency Fund, Chemical Safety and Hazard Investigation Board","510-3851","2","2019","2019-03-31",0,844145
"US Agencies - Non-CFO Act","Chemical Safety and Hazard Investigation Board","Salaries and Expenses, Chemical Safety and Hazard Investigation Board","510-3850","2","2019","2019-03-31",4872223.84,8153813.09
"US Agencies - Non-CFO Act","Commission of Fine Arts","National Capital Arts and Cultural Affairs, Commission of Fine Arts","323-2602","2","2019","2019-03-31",0,2750000.03
"US Agencies - Non-CFO Act","Commission of Fine Arts","Salaries and Expenses, Commission of Fine Arts","323-2600","2","2019","2019-03-31",1204089.83,2255417.91
"US Agencies - Non-CFO Act","Commission on Civil Rights","Salaries and Expenses, Commission on Civil Rights","326-1900","2","2019","2019-03-31",5149479.78,5995527.34
"US Agencies - Non-CFO Act","Committee for Purchase from People who are Blind or Severely Disabled","Salaries and Expenses, Committee for Purchase from People Who Are Blind or Severely Disabled","338-2000","2","2019","2019-03-31",5115854.24,4152197.57
"US Agencies - Non-CFO Act","Commodity Futures Trading Commission","Commodity Futures Trading Commission Customer Protection Fund, Commodity Futures Trading Commission","339-4334","2","2019","2019-03-31",4004033.63,160111219.29
"US Agencies - Non-CFO Act","Commodity Futures Trading Commission","Expenses, Commodity Futures Trading Commission","339-1400","2","2019","2019-03-31",103177914.06,158840738.38
"US Agencies - Non-CFO Act","Commodity Futures Trading Commission","Expenses, Commodity Futures Trading Commission, Unliquidating Deficiency","339-1402","2","2019","2019-03-31",0,-126714805.92
"US Agencies - Non-CFO Act","Consumer Product Safety Commission","Gifts and Donations, Consumer Product Safety Commission","061-8079","2","2019","2019-03-31",0,18953.01
"US Agencies - Non-CFO Act","Consumer Product Safety Commission","Salaries and Expenses, Consumer Product Safety Commission","061-0100","2","2019","2019-03-31",51510236.5,84468534.38
"US Agencies - Non-CFO Act","Corporation for National and Community Service","Gifts and Contributions, Corporation for National and Community Service","485-8981","2","2019","2019-03-31",7670.42,378422.46
"US Agencies - Non-CFO Act","Corporation for National and Community Service","National Service Trust, Corporation for National and Community Service","485-8267","2","2019","2019-03-31",10477530.7,566374889.36
"US Agencies - Non-CFO Act","Corporation for National and Community Service","Office of Inspector General, Corporation for National and Community Service","485-2721","2","2019","2019-03-31",2899368.73,5516251.68
"US Agencies - Non-CFO Act","Corporation for National and Community Service","Operating Expenses, Corporation for National and Community Service","485-2728","2","2019","2019-03-31",133726852.96,829266046.01
"US Agencies - Non-CFO Act","Corporation for National and Community Service","Payment to the National Service Trust, Corporation for National and Community Service","485-2726","2","2019","2019-03-31",206842000,0
"US Agencies - Non-CFO Act","Corporation for National and Community Service","Salaries and Expenses, Corporation for National and Community Service","485-2722","2","2019","2019-03-31",40898232.25,45753015.65
"US Agencies - Non-CFO Act","Corporation for National and Community Service","Vista Advance Payment Revolving Fund, Corporation for National and Community Service","485-2723","2","2019","2019-03-31",5103998.54,7906765.17
"US Agencies - Non-CFO Act","Corporation for Travel Promotion","Travel Promotion Fund, Corporation for Travel Promotion","580-5585","2","2019","2019-03-31",31739821,62060179
"US Agencies - Non-CFO Act","Corps of Engineers - Civil Works","Coastal Wetlands Restoration Trust Fund, Corps of Engineers - Civil","096-8333","2","2019","2019-03-31",9633611.01,415612716.69
"US Agencies - Non-CFO Act","Corps of Engineers - Civil Works","Construction, Corps of Engineers, Civil","096-3122","2","2019","2019-03-31",2224281761.11,24698190795.8
"US Agencies - Non-CFO Act","Corps of Engineers - Civil Works","Expenses, Corps of Engineers-Civil","096-3124","2","2019","2019-03-31",92517988.19,152426535.82
"US Agencies - Non-CFO Act","Corps of Engineers - Civil Works","Flood Control and Coastal Emergencies, Corps of Engineers, Civil","096-3125","2","2019","2019-03-31",770818485.83,2346763440.3
"US Agencies - Non-CFO Act","Corps of Engineers - Civil Works","Formerly Utilized Sites Remedial Action Program, Corps of Engineers-Civil","096-3130","2","2019","2019-03-31",52153374.66,114712492.42
"US Agencies - Non-CFO Act","Corps of Engineers - Civil Works","Fund for Non-Federal Use of Disposal Facilities, Corps of Engineers","096-5493","2","2019","2019-03-31",0,0
"US Agencies - Non-CFO Act","Corps of Engineers - Civil Works","Harbor Maintenance Trust Fund - Treasury Managed, Corps of Engineers - Civil","096-8863","2","2019","2019-03-31",2278133829,0
"US Agencies - Non-CFO Act","Corps of Engineers - Civil Works","Hydraulic Mining in California, Debris Fund, Corps of Engineers-Civil","096-5066","2","2019","2019-03-31",12578.83,255716.87
"US Agencies - Non-CFO Act","Corps of Engineers - Civil Works","Inland Waterways Trust Fund - Treasury Managed, Corps of Engineers - Civil","096-8861","2","2019","2019-03-31",213627729,302707.38
"US Agencies - Non-CFO Act","Corps of Engineers - Civil Works","Interagency America the Beautiful Pass Revenues, Corps of Engineers-Civil","096-5570","2","2019","2019-03-31",93664.22,1917701.81
"US Agencies - Non-CFO Act","Corps of Engineers - Civil Works","Investigations, Corps of Engineers, Civil","096-3121","2","2019","2019-03-31",73280824.57,370621181.11
"US Agencies - Non-CFO Act","Corps of Engineers - Civil Works","Maintenance and Operation of Dams and Other Improvements of Navigable Waters, Corps of Engineers - Civil","096-5125","2","2019","2019-03-31",1186246.77,37922192.38
"US Agencies - Non-CFO Act","Corps of Engineers - Civil Works","Mississippi River and Tributaries, Corps of Engineers-Civil","096-3112","2","2019","2019-03-31",206914122.62,1145522587.16
"US Agencies - Non-CFO Act","Corps of Engineers - Civil Works","Office of Assistant Secretary of the Army for Civil Works, Corps of Engineers, Civil","096-3132","2","2019","2019-03-31",1492138.29,4933644.44
"US Agencies - Non-CFO Act","Corps of Engineers - Civil Works","Operation and Maintenance, Corps of Engineers-Civil","096-3123","2","2019","2019-03-31",1465000435.79,6292708518.86
"US Agencies - Non-CFO Act","Corps of Engineers - Civil Works","Payments to States, Flood Control Act of 1954, Corps of Engineers - Civil","096-5090","2","2019","2019-03-31",0,12901777.8
"US Agencies - Non-CFO Act","Corps of Engineers - Civil Works","Regulatory Program, Corps of Engineers, Civil","096-3126","2","2019","2019-03-31",104074307.36,137537726.89
"US Agencies - Non-CFO Act","Corps of Engineers - Civil Works","Revolving Fund, Corps of Engineers, Civil","096-4902","2","2019","2019-03-31",4122561450.41,4906353840.4
"US Agencies - Non-CFO Act","Corps of Engineers - Civil Works","Rivers and Harbors Contributed and Advance Funds, Corps of Engineers, Civil","096-8862","2","2019","2019-03-31",181470400.72,1113941058.78
"US Agencies - Non-CFO Act","Corps of Engineers - Civil Works","South Dakota Terrestrial Wildlife Habitat Restoration Trust Fund, Corps of Engineers - Civil","096-8217","2","2019","2019-03-31",0,4774048.01
"US Agencies - Non-CFO Act","Corps of Engineers - Civil Works","Special Recreation Use Fees, Corps of Engineers, Civil","096-5007","2","2019","2019-03-31",0,0
"US Agencies - Non-CFO Act","Corps of Engineers - Civil Works","Special Use Permit Fees, Corps of Engineers-Civil","096-5607","2","2019","2019-03-31",106742.85,1961445.87
"US Agencies - Non-CFO Act","Corps of Engineers - Civil Works","Washington Aqueduct Capital Improvements, Corps of Engineers-Civil","096-3128","2","2019","2019-03-31",6903.41,3995.06
"US Agencies - Non-CFO Act","Council of the Inspectors General on Integrity and Efficiency","Inspectors General Council Fund, Council of the Inspectors General on Integrity and Efficiency","542-4592","2","2019","2019-03-31",7143793.97,10251728.47
"US Agencies - Non-CFO Act","Court Services and Offender Supervision Agency for the District of Columbia","Salaries and Expenses, Federal Payment to the Court Services and Offender Supervision Agency for the District of Columbia","511-1734","2","2019","2019-03-31",99520469.13,167999674.5
"US Agencies - Non-CFO Act","Courts of Appeals, District Courts, and Other Judicial Services","Court Security, Court of Appeals, District Courts, and Other Judicial Services, The Judiciary","010-0930","2","2019","2019-03-31",389492023.14,88150625.69
"US Agencies - Non-CFO Act","Defense Nuclear Facilities Safety Board","Salaries and Expenses, Defense Nuclear Facilities Safety Board","347-3900","2","2019","2019-03-31",11456256.78,29541906.28
"US Agencies - Non-CFO Act","Delta Regional Authority","Salaries and Expenses, Delta Regional Authority","517-0750","2","2019","2019-03-31",2494748.18,36259349.16
"US Agencies - Non-CFO Act","Denali Commission","Denali Commission Trust Fund","513-8056","2","2019","2019-03-31",320000,4425763.73
"US Agencies - Non-CFO Act","Denali Commission","Expenses, Denali Commission","513-1200","2","2019","2019-03-31",8671785,37465663.66
"US Agencies - Non-CFO Act","Denali Commission","Gifts and Donations, Denali Commission","513-5605","2","2019","2019-03-31",0,101181
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia Courts","District of Columbia Crime Victims Compensation Fund, District of Columbia Courts","349-5676","2","2019","2019-03-31",6689803.13,2491160.94
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia Courts","Payments, Federal Payment for Defender Services in District of Columbia Courts","349-1736","2","2019","2019-03-31",19314023.3,38629433.76
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia Courts","Salaries and Expenses, Federal Payment to the District of Columbia Courts","349-1712","2","2019","2019-03-31",110526091.62,211762225.28
"US Agencies - Non-CFO Act","Election Assistance Commission","Election Data Collections Grants, Election Assistance Commission","525-1652","2","2019","2019-03-31",0,1557794.38
"US Agencies - Non-CFO Act","Election Assistance Commission","Election Reform Programs, Election Assistance Commission","525-1651","2","2019","2019-03-31",0,1369315.96
"US Agencies - Non-CFO Act","Election Assistance Commission","Salaries and Expenses, Election Assistance Commission","525-1650","2","2019","2019-03-31",3754600.51,9558518.29
"US Agencies - Non-CFO Act","Equal Employment Opportunity Commission","EEOC Education, Technical Assistance and Training Revolving Fund, Equal Employment Opportunity Commission","045-4019","2","2019","2019-03-31",937552.46,2851129.45
"US Agencies - Non-CFO Act","Equal Employment Opportunity Commission","Salaries and Expenses, Equal Employment Opportunity Commission","045-0100","2","2019","2019-03-31",180223483.1,205650988.85
"US Agencies - Non-CFO Act","Executive Office of the President","Advances, Foreign Military Sales, Funds Appropriated to the President","011-8242","2","2019","2019-03-31",34560459659.04,1037643155.74
"US Agencies - Non-CFO Act","Executive Office of the President","Compensation of the President, Executive Office of the President","011-0001","2","2019","2019-03-31",253495.57,428493.88
"US Agencies - Non-CFO Act","Executive Office of the President","Council on Environmental Quality and Office of Environmental Quality, Executive","011-1453","2","2019","2019-03-31",1279875.9,2784967.08
"US Agencies - Non-CFO Act","Executive Office of the President","Data-Driven Innovation, Funds Appropriated to the President, Executive Office of the President","011-0030","2","2019","2019-03-31",66645.38,608780.77
"US Agencies - Non-CFO Act","Executive Office of the President","Foreign Military Loan Liquidating Account, Funds Appropriated to the President","011-4121","2","2019","2019-03-31",0,0
"US Agencies - Non-CFO Act","Executive Office of the President","Gifts and Donations, the White House Conference on Drug Abuse and Control, Executive Office of the President","011-8240","2","2019","2019-03-31",1359.78,48942.37
"US Agencies - Non-CFO Act","Executive Office of the President","Information Technology Oversight and Reform, Funds Appropriated to the President, Executive Office of the President","011-0036","2","2019","2019-03-31",14165015.43,24312613.42
"US Agencies - Non-CFO Act","Executive Office of the President","Inter-American Foundation","011-3100","2","2019","2019-03-31",8778801.65,27641362.65
"US Agencies - Non-CFO Act","Executive Office of the President","International Military Education and Training, Funds Appropriated to the President","011-1081","2","2019","2019-03-31",43866986.53,135542484.62
"US Agencies - Non-CFO Act","Executive Office of the President","National Space Council","011-0048","2","2019","2019-03-31",406915.69,3220734.9
"US Agencies - Non-CFO Act","Executive Office of the President","Office of Environmental Quality Management Fund, Council on Environmental Quality and Office of Environmental Quality, Executive Office of the President","011-3963","2","2019","2019-03-31",800,101865.12
"US Agencies - Non-CFO Act","Executive Office of the President","Office of Science and Technology Policy, Executive Office of the President","011-2600","2","2019","2019-03-31",2195171.24,6610043.46
"US Agencies - Non-CFO Act","Executive Office of the President","Operating Expenses, Official Residence of the Vice President, Executive Office of the President","011-0211","2","2019","2019-03-31",102406.55,571969.41
"US Agencies - Non-CFO Act","Executive Office of the President","Presidential Transition Administrative Support, Executive Office of the President","011-0108","2","2019","2019-03-31",10.31,705835.05
"US Agencies - Non-CFO Act","Executive Office of the President","Salaries and Expenses, Council of Economic Advisers, Executive Office of the President","011-1900","2","2019","2019-03-31",1735826.24,3213073.11
"US Agencies - Non-CFO Act","Executive Office of the President","Salaries and Expenses, National Security Council, Executive Office of the President","011-2000","2","2019","2019-03-31",6423514.43,7607711.46
"US Agencies - Non-CFO Act","Executive Office of the President","Salaries and Expenses, Office of Administration, Executive","011-0038","2","2019","2019-03-31",46003694.08,79931070.43
"US Agencies - Non-CFO Act","Executive Office of the President","Salaries and Expenses, Office of Management and Budget, Executive Office of the President","011-0300","2","2019","2019-03-31",51712477.59,55584914.19
"US Agencies - Non-CFO Act","Executive Office of the President","Salaries and Expenses, Office of National Drug Control Policy, Executive Office of the President","011-1457","2","2019","2019-03-31",9104967.55,12609038.63
"US Agencies - Non-CFO Act","Executive Office of the President","Salaries and Expenses, Office of National Drug Control Policy, Executive Office of the President","011-8242","2","2019","2019-03-31",34560459659.04,1037643155.74
"US Agencies - Non-CFO Act","Executive Office of the President","Salaries and Expenses, Office of the United States Trade Representative, Executive Office of the President","011-0400","2","2019","2019-03-31",32672503.6,44037344.45
"US Agencies - Non-CFO Act","Executive Office of the President","Salaries and Expenses, Special Assistance to the President, Executive Office of the President","011-1454","2","2019","2019-03-31",2103699.63,3933222.26
"US Agencies - Non-CFO Act","Executive Office of the President","Salaries and Expenses, the White House, Executive Office of the President","011-0110","2","2019","2019-03-31",26322354.51,34806817.45
"US Agencies - Non-CFO Act","Executive Office of the President","Special Defense Acquisition Fund, Funds Appropriated to the President","011-4116","2","2019","2019-03-31",142111000.62,525790620.89
"US Agencies - Non-CFO Act","Executive Office of the President","Spectrum Relocation Fund, Executive Office of the President","011-5512","2","2019","2019-03-31",0,1093975.7
"US Agencies - Non-CFO Act","Executive Office of the President","Trade Enforcement Trust Fund, Office of the U.S. Trade Representative, Executive Office of the President","011-8581","2","2019","2019-03-31",3353246.99,18564066.4
"US Agencies - Non-CFO Act","Executive Office of the President","Unanticipated Needs, Executive Office of the President","011-0037","2","2019","2019-03-31",0,5593282.7
"US Agencies - Non-CFO Act","Export-Import Bank of the United States","Export-Import Bank Loans Program Account","083-0100","2","2019","2019-03-31",54927457.77,603132619.31
"US Agencies - Non-CFO Act","Export-Import Bank of the United States","Export-Import Bank of the United States, Liquidating Account","083-4027","2","2019","2019-03-31",0,2578706.99
"US Agencies - Non-CFO Act","Export-Import Bank of the United States","Inspector General of the Export-Import Bank, Export-Import Bank of the United States","083-0105","2","2019","2019-03-31",1875036.04,7738413.54
"US Agencies - Non-CFO Act","Farm Credit Administration","Farm Credit Insurance Fund, Capital Corporation Investment Fund, Farm Credit Administration","352-4136","2","2019","2019-03-31",68516383.11,5127231756
"US Agencies - Non-CFO Act","Federal Communications Commission","Salaries and Expenses, Federal Communications Commission","027-0100","2","2019","2019-03-31",217656297.93,387316443.39
"US Agencies - Non-CFO Act","Federal Communications Commission","Spectrum Auction Program Account, Federal Communications Commission","027-0300","2","2019","2019-03-31",3709.6,2876420.2
"US Agencies - Non-CFO Act","Federal Communications Commission","TV Broadcaster Relocation Fund, Federal Communications Commission","027-5610","2","2019","2019-03-31",75284496.4,947863390.18
"US Agencies - Non-CFO Act","Federal Communications Commission","Universal Service Fund, Federal Communications Commission","027-5183","2","2019","2019-03-31",3364870037.78,-3167800148.87
"US Agencies - Non-CFO Act","Federal Deposit Insurance Corporation, Deposit Insurance","Deposit Insurance Fund, Federal Deposit Insurance Corporation","051-4596","2","2019","2019-03-31",964992306.06,101772149281.91
"US Agencies - Non-CFO Act","Federal Drug Control Programs","Counterdrug Technology Assessment Center, Office of National Drug Control Policy, Executive Office of the President","011-1461","2","2019","2019-03-31",0,270060.59
"US Agencies - Non-CFO Act","Federal Drug Control Programs","High Intensity Drug Trafficking Areas Program, Funds Appropriated to the President","011-1070","2","2019","2019-03-31",43250126.94,295042078.84
"US Agencies - Non-CFO Act","Federal Drug Control Programs","Other Federal Drug Control Programs, Executive Office of the President","011-1460","2","2019","2019-03-31",6047704.5,132004166.21
"US Agencies - Non-CFO Act","Federal Election Commission","Salaries and Expenses, Federal Election Commission","360-1600","2","2019","2019-03-31",29067263.18,45783894.8
"US Agencies - Non-CFO Act","Federal Labor Relations Authority","Salaries and Expenses, Federal Labor Relations Authority","054-0100","2","2019","2019-03-31",13206370.82,13942529.16
"US Agencies - Non-CFO Act","Federal Maritime Commission","Salaries and Expenses, Federal Maritime Commission","065-0100","2","2019","2019-03-31",13531026.87,15002756.96
"US Agencies - Non-CFO Act","Federal Mediation and Conciliation Service","Salaries and Expenses, Federal Mediation and Conciliation Service","093-0100","2","2019","2019-03-31",24027333.26,31878339.5
"US Agencies - Non-CFO Act","Federal Mine Safety and Health Review Commission","Salaries and Expenses, Federal Mine Safety and Health Review Commission","368-2800","2","2019","2019-03-31",7998908.07,13866789
"US Agencies - Non-CFO Act","Government Accountability Office","Salaries and Expenses, Government Accountability Office","005-0107","2","2019","2019-03-31",315207412.4,369875633.27
"US Agencies - Non-CFO Act","Gulf Coast Ecosystem Restoration Council","Gulf Coast Ecosystem Restoration Council","471-1770","2","2019","2019-03-31",21061275.06,170704087.78
"US Agencies - Non-CFO Act","Harry S Truman Scholarship Foundation","Harry S. Truman Memorial Scholarship Trust Fund, Harry S Truman Scholarship Foundation","372-8296","2","2019","2019-03-31",788370.03,20690440.94
"US Agencies - Non-CFO Act","Harry S Truman Scholarship Foundation","Salaries and Expenses, Harry S. Truman Scholarship Foundation","372-0950","2","2019","2019-03-31",1000000,0
"US Agencies - Non-CFO Act","Institute of American Indian and Alaska Native Culture and Arts Development","Payment to the Institute, Institute of American Indian and Alaska Native Culture and Arts Development","373-2900","2","2019","2019-03-31",0,9960000
"US Agencies - Non-CFO Act","Institute of Museum and Library Services","Gifts and Donations, Institute of Museum Services","474-8080","2","2019","2019-03-31",0,70893.75
"US Agencies - Non-CFO Act","Institute of Museum and Library Services","Office of Museum and Library Services: Grants and Administration, Institute of Museum and Library Services","474-0301","2","2019","2019-03-31",171827456.07,84796009.53
"US Agencies - Non-CFO Act","International Assistance Programs, Peace Corps","Foreign Currency Fluctuations, Peace Corps","011-0101","2","2019","2019-03-31",0,4900775.29
"US Agencies - Non-CFO Act","International Trade Commission","Salaries and Expenses, International Trade Commission","034-0100","2","2019","2019-03-31",42133565.55,60624022.37
"US Agencies - Non-CFO Act","James Madison Memorial Fellowship Foundation","James Madison Memorial Fellowship Foundation Trust Fund","381-8282","2","2019","2019-03-31",1426495.18,38789170.62
"US Agencies - Non-CFO Act","Legislative Branch Boards and Commissions","International Conferences and Contingencies, House and Senate   Expenses","009-0500","2","2019","2019-03-31",50000,1615742.22
"US Agencies - Non-CFO Act","Marine Mammal Commission","Salaries and Expenses, Marine Mammal Commission","387-2200","2","2019","2019-03-31",1368254.01,2593976.79
"US Agencies - Non-CFO Act","Merit Systems Protection Board","Salaries and Expenses, Merit Systems Protection Board","389-0100","2","2019","2019-03-31",24496097.58,29316879.87
"US Agencies - Non-CFO Act","Millennium Challenge Corporation","Expenses, Millennium Challenge Corporation","524-2750","2","2019","2019-03-31",103763713.83,3311919027.76
"US Agencies - Non-CFO Act","Morris K. Udall and Stewart L. Udall Foundation","Environmental Dispute Resolution Fund, Morris K. Udall and Stewart L. Udall Foundation","487-0925","2","2019","2019-03-31",4924746,10007834.68
"US Agencies - Non-CFO Act","Morris K. Udall and Stewart L. Udall Foundation","Federal Payment to Morris K. Udall Scholarship and Excellence in National Environmental Policy Foundation","487-0900","2","2019","2019-03-31",1675000,200000
"US Agencies - Non-CFO Act","Morris K. Udall and Stewart L. Udall Foundation","Morris K. Udall and Stewart L. Udall Trust Fund, Morris K. Udall and Stewart L. Udall Foundation","487-8615","2","2019","2019-03-31",575739.28,2712187.5
"US Agencies - Non-CFO Act","National Archives and Records Administration","National Archives Gift Fund, National Archives and Records Administration","088-8127","2","2019","2019-03-31",1177240.69,3946707.17
"US Agencies - Non-CFO Act","National Archives and Records Administration","National Archives Trust Fund, National Archives and Records Administration","088-8436","2","2019","2019-03-31",8345302.16,15701639.8
"US Agencies - Non-CFO Act","National Archives and Records Administration","National Historical Publications and Records Commission, National Archives and Records Administration","088-0301","2","2019","2019-03-31",1470478.1,6097305.24
"US Agencies - Non-CFO Act","National Archives and Records Administration","Office of Inspector General, National Archives and Records Administration","088-0305","2","2019","2019-03-31",1852594.9,5594728.76
"US Agencies - Non-CFO Act","National Archives and Records Administration","Operating Expenses, National Archives and Records Administration","088-0300","2","2019","2019-03-31",177031572.61,227519289.18
"US Agencies - Non-CFO Act","National Archives and Records Administration","Records Center Revolving Fund, National Archives and Records Administration","088-4578","2","2019","2019-03-31",104274775.32,166136330.96
"US Agencies - Non-CFO Act","National Archives and Records Administration","Repairs and Restoration, National Archives and Records Administration","088-0302","2","2019","2019-03-31",261129.66,7560999.99
"US Agencies - Non-CFO Act","National Capital Planning Commission","Salaries and Expenses, National Capital Planning Commission","394-2500","2","2019","2019-03-31",3993286.96,4702273.7
"US Agencies - Non-CFO Act","National Credit Union Administration","Community Development Revolving Loan Fund, National Credit Union","025-4472","2","2019","2019-03-31",2045000,9895589.1
"US Agencies - Non-CFO Act","National Endowment for the Arts","Arts and Artifacts Indemnity Fund, National Endowment for the Arts","417-0101","2","2019","2019-03-31",0,280484
"US Agencies - Non-CFO Act","National Endowment for the Arts","Gifts and Donations, National Endowment for the Arts","417-8040","2","2019","2019-03-31",30065.11,2533650.09
"US Agencies - Non-CFO Act","National Endowment for the Arts","Grants and Administration, National Endowment for the Arts, National Foundation on the Arts and Humanities","417-0100","2","2019","2019-03-31",35794879.54,129107715.37
"US Agencies - Non-CFO Act","National Endowment for the Humanities","Gifts and Donations, National Endowment for the Humanities","418-8050","2","2019","2019-03-31",165318.63,921260.51
"US Agencies - Non-CFO Act","National Endowment for the Humanities","Grants and Administration, National Endowment for the Humanities, National Foundation on the Arts and Humanities","418-0200","2","2019","2019-03-31",78792056.41,96801401.48
"US Agencies - Non-CFO Act","National Labor Relations Board","Salaries and Expenses, National Labor Relations Board","420-0100","2","2019","2019-03-31",119424731.15,163069246.73
"US Agencies - Non-CFO Act","National Mediation Board","Salaries and Expenses, National Mediation Board","421-2400","2","2019","2019-03-31",4933875.26,15301390.9
"US Agencies - Non-CFO Act","National Transportation Safety Board","Emergency Fund, National Transportation Safety Board","424-0311","2","2019","2019-03-31",0,1997884
"US Agencies - Non-CFO Act","National Transportation Safety Board","Salaries and Expenses, National Transportation Safety Board","424-0310","2","2019","2019-03-31",53642030.32,76830437.44
"US Agencies - Non-CFO Act","Nuclear Waste Technical Review Board","Salaries and Expenses, Nuclear Waste Technical Review Board","431-0500","2","2019","2019-03-31",1823318.36,3706885.88
"US Agencies - Non-CFO Act","Occupational Safety and Health Review Commission","Salaries and Expenses, Occupational Safety and Health Review Commission","432-2100","2","2019","2019-03-31",5374580.55,9350832.95
"US Agencies - Non-CFO Act","Office of Government Ethics","Salaries and Expenses, Office of Government Ethics","434-1100","2","2019","2019-03-31",8042072.85,10021914.21
"US Agencies - Non-CFO Act","Office of Special Counsel","Salaries and Expenses, Office of Special Counsel","062-0100","2","2019","2019-03-31",13895793.6,13901122.14
"US Agencies - Non-CFO Act","Other Independent Agencies","Japan-United States Friendship Trust Fund, Japan-United States Friendship Commission","382-8025","2","2019","2019-03-31",1853723.1,889250.31
"US Agencies - Non-CFO Act","Other Independent Agencies","Patient-Centered Outcomes Research Trust Fund","579-8299","2","2019","2019-03-31",661535919.5,782069090.1
"US Agencies - Non-CFO Act","Other Independent Agencies","Payments to the Patient-Centered Outcomes Research Trust Fund","579-1299","2","2019","2019-03-31",150000000,0
"US Agencies - Non-CFO Act","Other Independent Agencies","Registry Fees, Appraisal Subcommittee","362-5026","2","2019","2019-03-31",2119395.67,3355485.77
"US Agencies - Non-CFO Act","Other International Assistance Programs","Central America and the Caribbean Emergency Disaster Recovery Fund, Agency for International Development","072-1096","2","2019","2019-03-31",0,4545537.77
"US Agencies - Non-CFO Act","Other International Assistance Programs","Contribution to the African Development Bank, Funds Appropriated to the President","011-0082","2","2019","2019-03-31",0,32417159
"US Agencies - Non-CFO Act","Other International Assistance Programs","Contribution to the African Development Fund, Funds Appropriated to the President","011-0079","2","2019","2019-03-31",0,171300000
"US Agencies - Non-CFO Act","Other International Assistance Programs","Contribution to the Asian Development Bank, Funds Appropriated to the President","011-0076","2","2019","2019-03-31",0,748095669.5
"US Agencies - Non-CFO Act","Other International Assistance Programs","Contribution to the Asian Development Fund, Funds Appropriated to the President","011-0067","2","2019","2019-03-31",0,47395000
"US Agencies - Non-CFO Act","Other International Assistance Programs","Contribution to the European Bank for Reconstruction and Development, Funds Appropriated to the President","011-0088","2","2019","2019-03-31",5000000,0
"US Agencies - Non-CFO Act","Other International Assistance Programs","Contribution to the Inter-American Development Bank, Funds Appropriated to the President","011-0072","2","2019","2019-03-31",0,3797782687.48
"US Agencies - Non-CFO Act","Other International Assistance Programs","Contribution to the International Bank for Reconstruction and Development, Funds Appropriated to the President","011-0077","2","2019","2019-03-31",0,7663345500.41
"US Agencies - Non-CFO Act","Other International Assistance Programs","Contribution to the International Development Association, Funds Appropriated to the President","011-0073","2","2019","2019-03-31",0,1097010000
"US Agencies - Non-CFO Act","Other International Assistance Programs","Contribution to the International Finance Corporation, Funds Appropriated to the President","011-0078","2","2019","2019-03-31",0,1367
