State_code,cfda_number,program_title,types_of_assistance,objectives,beneficiary_eligability,level_of_detail,level_of_focus_on_homelessness,category,program_website,fed_funding,CFDA_website
NJ,93.327,Demonstration Grants for Domestic Victims of Human Trafficking,"B - Cooperative Agreements, B - Project Grants","The DVHT Program has the following objectives: 1) Conduct community assessments with the goal to build capacity, create partnerships, and deliver comprehensive, quality services to domestic victims; 2) Develop, strengthen, and expand comprehensive victim-centered services and case management at the community level for domestic victims; 3) Address the immediate and long-term housing and shelter needs of domestic victims through a continuum of flexible housing supports, including emergency and transitional housing; 4) Identify, provide, or refer victims to behavioral health and substance abuse treatments services; and 5) Integrate survivor engagement in their case management and service delivery strategies for victims.",Eligible recipients for DVHT program services include United States citizens and lawful permanent residents.,CoC,3,Housing,http://www.acf.hhs.gov/programs/otip,220010,https://beta.sam.gov/fal/94a4a926e6bef3655c981cb3af6e6648/view?keywords=93.327&sort=-relevance&index=&is_active=true&page=1
NJ,93.55,Transitional Living for Homeless Youth,B - PROJECT GRANTS,"The primary goal of the Transitional Living Program (TLP)/Maternity Group Home (MGH) is to help runaway and homeless youth between the ages of 16 to under 22 establish sustainable living and well-being for themselves and if applicable, their dependent child(ren). Through the provision of residential stay up to 540 days and comprehensive services, TLP youth between the ages of 16 to under 22 will realize improvements in four core outcome areas: stable housing, education/employment, permanent connections, and well-being.",Homeless youth (ages 16 to under 22) are the beneficiaries.,CoC,1,Housing,http://http//www.acf.hhs.gov/programs/fysb,994726,https://beta.sam.gov/fal/f74a97816c9a358d2295f379d8a6da41/view?keywords=93.550&sort=-relevance&index=&is_active=true&page=1
NJ,93.557,"Education and Prevention Grants to Reduce Sexual Abuse of Runaway, Homeless and Street Youth",B - PROJECT GRANTS,"The Service Connection for Youth on the Streets, also referred to as the Street Outreach Program (SOP) makes grants available to nonprofit agencies for the purpose of providing street-based services to runaway, homeless and street youth who have been subjected to, or are at risk of being subjected to sexual abuse, prostitution, human trafficking, sexual exploitation, or other forms of victimization.",Runaway and homeless street youth are the beneficiaries of SOPs.,CoC,1,Support Services,http://www.acf.hhs.gov/programs/fysb,151750,https://beta.sam.gov/fal/ec212192d2c563e47eaf2e847a35c634/view?keywords=93.557&sort=-relevance&index=&is_active=true&page=1
NJ,93.623,Basic Center Grant,B - PROJECT GRANTS,"The purpose of Part A of the RHY Act (Runaway and Homeless Youth Grant Program) is to establish or strengthen locally controlled community-based programs that address the immediate needs of runaway and homeless youth and their families. Services must be delivered outside of the law enforcement, child welfare, mental health, and juvenile justice systems. The goals and objectives of the Basic Center Program are to: 1) alleviate problems of runaway and homeless youth; 2) reunite youth with their families, if deemed safe, and encourage the resolution of intra-family problems through counseling and other services; 3) strengthen family relationships and encourage stable living conditions for youth; and 4) help youth decide on constructive courses of action.",Runaway and homeless youth and their families are the beneficiaries. Services can be provided to youth up to the age of 18.,CoC,1,Support Services,http://www.acf.hhs.gov/programs/fysb.,1350632,https://beta.sam.gov/fal/5000109fa3a630c48fc6d5b4e9fddb9d/view?keywords=93.623&sort=-relevance&index=&is_active=true&page=1
NM,14.235,Supportive Housing Program,"B - PROJECT GRANTS, C - DIRECT PAYMENTS FOR A SPECIFIED USE","The Supportive Housing Program is designed to promote the development of supportive housing and supportive services to assist homeless individuals and families in the transition from homelessness and to enable them to live as independently as possible. Program funds may be used to provide: (i) transitional housing within a 24-month period as well as up to six months of follow-up services to former residents to assist their adjustment to independent living; (ii) permanent housing provided in conjunction with appropriate supportive services designed to maximize the ability of persons with disabilities to live as independently as possible; (iii) supportive housing that is, or is part of, a particularly innovative project for, or alternative method of, meeting the immediate and long-term needs of homeless individuals and families; (iv) supportive services for homeless individuals not provided in conjunction with supportive housing,(v) safe havens for homeless individuals with serious mental illness currently residing on the streets who may not yet be ready for supportive services; and (vi) Homeless Management Information Systems (HMIS) for developing management information systems to maintain data on beds, units and homeless individuals.",Homeless individuals and families with children.,CoC,1,Housing,http://www.hudexchange.info/shp,-46532,https://beta.sam.gov/fal/e8bccb4b9e5871bc750fa3843e66dcdf/view?keywords=14.235&sort=-relevance&index=&is_active=true&page=1
NM,14.238,Shelter Plus Care,B - PROJECT GRANTS,"The Shelter Plus Care Program provides rental assistance, in connection with supportive services funded from sources other than this program, to homeless persons with disabilities (primarily persons who are seriously mentally ill; have chronic problems with alcohol, drugs, or both, or have acquired immunodeficiency syndrome and related diseases) and their families. The program provides assistance through four components: (1) Tenant-based Rental Assistance (TRA); (2) Sponsor-based Rental Assistance (SRA); (3) Project-based Rental Assistance (PRA); (4) and Single Room Occupancy for Homeless Individuals (SRO).",Homeless persons with disabilities and their families. Except in single room occupancy dwellings that are only for homeless individuals with disabilities.,CoC,1,Housing,https://www.hudexchange.info/spc,-262507.29,https://beta.sam.gov/fal/2c6200c53d783128d143a1977a047db1/view?keywords=14.238&sort=-relevance&index=&is_active=true&page=1
NM,14.241,Housing Opportunities for Persons with AIDS,"A - Formula Grants, B - Project Grants",To provide States and localities with the resources and incentives to devise long-term comprehensive strategies for meeting the supportive housing needs of low-income persons and their families living with HIV/AIDS in order to prevent homelessness and sustain housing stability for HOPWA program beneficiaries.,Eligible beneficiaries are low income (at or below 80% the area median income) persons living with HIV/AIDS and their families.,States,3,Housing,https://www.hudexchange.info/programs/hopwa/,1314280,https://beta.sam.gov/fal/7804e82c0586341663b38c9b2844ad4b/view?keywords=14.241&sort=-relevance&index=&is_active=true&page=1
NM,14.267,Continuum of Care Program,"B - Project Grants, C - Direct Payments for Specified Use","The program is designed to promote community-wide commitment to the goal of ending homelessness; provide funding for efforts by nonprofit providers, States, and local governments to quickly house homeless individuals and families while minimizing the trauma and dislocation caused to homeless individuals, families, and communities by homelessness; promote access to and effective utilization of mainstream programs by homeless individuals and families; and optimize self-sufficiency among individuals and families experiencing homelessness. Continuum of Care Program funds may be used to pay for the eligible costs used to establish and operate projects under five program components: (i) permanent housing, which includes permanent supportive housing for persons with disabilities, and rapid rehousing; (ii) transitional housing; (iii) supportive services only; (iv) Homeless Management Information Systems (HMIS), and (v) in some cases, homelessness prevention.","Homeless individuals and families with children; Recipients in Continuums of Care that have been designated by HUD as High Performing Communities (HPC) may serve persons determined to be at-risk of homelessness, based on criteria established through the present year Notice of Funding Availability (NOFA).",CoC,1,Housing,http://www.hudexchange.info/coc,9658594.82,https://beta.sam.gov/fal/15625a40a83ffcbd5d4b9362ccb0d1e1/view?keywords=14.267&sort=-relevance&index=&is_active=true&page=1
NM,16.736,"Transitional Housing Assistance for Victims of Domestic Violence, Dating Violence, Stalking, or Sexual Assault",B - PROJECT GRANTS,"To provide transitional housing assistance and related support services to minors, adults, and their dependents who are homeless, or in need of transitional housing or other housing assistance, as a result of a situation of domestic violence, dating violence, sexual assault, or stalking; and for whom emergency shelter services or other crisis intervention services are unavailable or insufficient.","Beneficiaries include minors, adults, and their dependants who are homeless or in need of transitional housing or other housing assistance, as a result of a situation of domestic violence; and for whom emergency shelter services or other crisis intervention services are unavailable or insufficient.",CoC,1,Housing,http://www.justice.gov/ovw,350000,https://beta.sam.gov/fal/253064427602732ba0055eda5f518a25/view?keywords=16.736&sort=-relevance&index=&is_active=true&page=1
NM,17.805,Homeless Veterans' Reintegration Program,B - PROJECT GRANTS,To provide services to assist in reintegrating homeless veterans into meaningful employment within the labor force; and to stimulate the development of effective service delivery systems that will address the complex problems facing homeless veterans.,"Individuals who are homeless veterans. The term ""homeless"" or ""homeless individual"" includes: (1) An individual who lacks a fixed, regular, and adequate night-time residence; and (2) an individual who has a primary night-time residence that is: (a) a supervised publicly or privately operated shelter designed to provide temporary living accommodations including welfare hotels, congregate shelters, and transitional housing for the mentally ill; (b) an institution that provides a temporary institutionalized; or (c) a public or private place not designed for, or ordinarily used as, a regular sleeping accommodations for human beings (Reference: 42 U.S.C. 1302), and (3) an individual or family who - (a) will imminently lose their housing, including housing they own, rent, or live in without paying rent, are sharing with others, and rooms in hotels or motels not paid for by Federal, State, or local government programs for low-income individuals or by charitable organizations, as evidenced by - (i) a court order resulting from an eviction action that notifies the individual or family that they must leave within 14 days; (ii) the individual or family having a primary nighttime residence that is a room in a hotel or motel and where they lack the resources necessary to reside there for more than 14 days; or (iii) credible evidence indicating that the owner or renter of the housing will not allow the individual or family to stay for more than 14 days, and any oral statement from an individual or family seeking homeless assistance that is found to be credible shall be considered credible evidence for purposes of this clause; (b) has no subsequent residence identified; and (c) lacks the resources or support networks needed to obtain other permanent housing. A ""veteran"" is an individual who served in the activity military, naval, or air service, and who was discharged or released there from under conditions other than dishonorable. (Reference: 33 U.S.C. 101 (2).).",CoC,1,Employment,http://www.dol.gov/dol/vets,-5977.93,https://beta.sam.gov/fal/2659a95e66fcebfa404ede61150b4df4/view?keywords=17.805&sort=-relevance&index=&is_active=true&page=1
NM,64.024,VA Homeless Providers Grant and Per Diem Program,B - PROJECT GRANTS,"To assist public and nonprofit private entities in establishing new programs and service centers to furnish supportive services and supportive housing for homeless veterans through grants that may be used to acquire, renovate or alter facilities, and to provide per diem payments, to eligible entities that provide supportive services and supportive housing for homeless veterans.","Veterans, meaning a person who served in the active military, naval or air service, and who was discharged or released there from under conditions other than dishonorable.",CoC,1,Housing,http://www.va.gov/homeless/GPD.asp,996284,https://beta.sam.gov/fal/67fc2accc0cc28afb7ef749bae599caf/view?keywords=64.024&sort=-relevance&index=&is_active=true&page=1
NM,64.033,VA Supportive Services for Veteran Families Program,B - Project Grants,"To provide supportive services grants to private non-profit organizations and consumer cooperatives who will coordinate or provide supportive services to very low-income Veteran families who: (i) are residing in permanent housing, (ii) are homeless and scheduled to become residents of permanent housing within a specified time period, or (iii) after exiting permanent housing within a specified time period, are seeking other housing that is responsive to such very low-income Veteran family’s needs and preferences.","Veteran families, meaning families in which the head of household or the spouse of the head of household served in the active military, naval, or air service, and who was discharged or released therefrom under conditions other than dishonorable. Eligible Veteran families must be very-low income, meaning their annual income, as determined in accordance with 24 CFR 5.609, does not exceed 50 percent of the median income for an area or community. Eligible Veteran families must also fall within one of the following categories: (i) residing in permanent housing; (ii) homeless and scheduled to become a resident of permanent housing within 90 days pending the location or development of housing suitable for permanent housing; or (iii) exited permanent housing within the previous 90 days to seek other housing that is responsive to the very low-income Veteran family’s needs and preferences.",CoC,2,Support Services,http://www.va.gov/HOMELESS/SSVF.asp,2236526,https://beta.sam.gov/fal/67c8306ecdd1518144110cde3f47755a/view?keywords=64.033&sort=-relevance&index=&is_active=true&page=1
NM,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,543850.26,https://beta.sam.gov/fal/f991d26b26727dda1ab886c9eb346014/view?keywords=84.196&sort=-relevance&index=&is_active=true&page=1
NM,84.42,Performance Partnership Pilots for Disconnected Youth,B - Project Grants,"To test innovative, cost-effective, and outcome-focused strategies to achieve significant improvements in educational, employment, and other key outcomes for disconnected youth. The Departments of Education, Labor, and Health and Human Services, as well as the Corporation for National and Community Service and the Institute of Museum and Library Services enter into Performance Partnership agreements with States, localities, or tribal governments. These agreements enable these entities to blend funding they already receive from Federal discretionary programs focused on serving disconnected youth or are designed to prevent youth from disconnecting from school or work, and that provide education, training, employment, and other related services.","Individuals between the ages of 14-24 who are low-income and are homeless, in foster care, involved in the juvenile justice system, unemployed, or not enrolled in or are at risk of dropping out of an educational institution.",State,2,Education,http://youth.gov/youth-topics/reconnecting-youth/performance-partnership-pilots,249999,https://beta.sam.gov/fal/45888a9d36ca34bac68b499dc672f87b/view?keywords=Performance%20Partnership%20Pilots%20for%20Disconnected%20Youth&sort=-relevance&index=&is_active=true&page=1
NM,93.15,Projects for Assistance in Transition from Homelessness (PATH),A - FORMULA GRANTS,"To provide financial assistance to States to support services for individuals who are suffering from serious mental illness or serious mental illness and substance abuse; and are homeless or at imminent risk of becoming homeless. Programs and activities include: (1) Outreach services; (2) screening and diagnostic treatment services; (3) habilitation and rehabilitation services; (4) community mental health services; (5) alcohol or drug treatment services; (6) staff training; (7) case management services; (8) supportive and supervisory services in residential settings; (9) referrals for primary health services, job training, educational services, and relevant housing services; and (10) prescribed set of housing services.",Individuals who have a serious mental illness or serious mental illness and substance abuse; and are homeless or are at imminent risk of becoming homeless.,State,1,Health,http://www.samhsa.gov,300000,https://beta.sam.gov/fal/f50c99d9c69e9f39ab4366db256d2fba/view?keywords=Projects%20for%20Assistance%20in%20Transition%20from%20Homelessness%20(PATH)&sort=-relevance&index=&is_active=true&page=1
NM,93.55,Transitional Living for Homeless Youth,B - PROJECT GRANTS,"The primary goal of the Transitional Living Program (TLP)/Maternity Group Home (MGH) is to help runaway and homeless youth between the ages of 16 to under 22 establish sustainable living and well-being for themselves and if applicable, their dependent child(ren). Through the provision of residential stay up to 540 days and comprehensive services, TLP youth between the ages of 16 to under 22 will realize improvements in four core outcome areas: stable housing, education/employment, permanent connections, and well-being.",Homeless youth (ages 16 to under 22) are the beneficiaries.,CoC,1,Housing,http://http//www.acf.hhs.gov/programs/fysb,1127232,https://beta.sam.gov/fal/f74a97816c9a358d2295f379d8a6da41/view?keywords=93.550&sort=-relevance&index=&is_active=true&page=1
NM,93.557,"Education and Prevention Grants to Reduce Sexual Abuse of Runaway, Homeless and Street Youth",B - PROJECT GRANTS,"The Service Connection for Youth on the Streets, also referred to as the Street Outreach Program (SOP) makes grants available to nonprofit agencies for the purpose of providing street-based services to runaway, homeless and street youth who have been subjected to, or are at risk of being subjected to sexual abuse, prostitution, human trafficking, sexual exploitation, or other forms of victimization.",Runaway and homeless street youth are the beneficiaries of SOPs.,CoC,1,Support Services,http://www.acf.hhs.gov/programs/fysb,299527,https://beta.sam.gov/fal/ec212192d2c563e47eaf2e847a35c634/view?keywords=93.557&sort=-relevance&index=&is_active=true&page=1
NM,93.623,Basic Center Grant,B - PROJECT GRANTS,"The purpose of Part A of the RHY Act (Runaway and Homeless Youth Grant Program) is to establish or strengthen locally controlled community-based programs that address the immediate needs of runaway and homeless youth and their families. Services must be delivered outside of the law enforcement, child welfare, mental health, and juvenile justice systems. The goals and objectives of the Basic Center Program are to: 1) alleviate problems of runaway and homeless youth; 2) reunite youth with their families, if deemed safe, and encourage the resolution of intra-family problems through counseling and other services; 3) strengthen family relationships and encourage stable living conditions for youth; and 4) help youth decide on constructive courses of action.",Runaway and homeless youth and their families are the beneficiaries. Services can be provided to youth up to the age of 18.,CoC,1,Support Services,http://www.acf.hhs.gov/programs/fysb.,644912,https://beta.sam.gov/fal/5000109fa3a630c48fc6d5b4e9fddb9d/view?keywords=93.623&sort=-relevance&index=&is_active=true&page=1
NV,14.235,Supportive Housing Program,"B - PROJECT GRANTS, C - DIRECT PAYMENTS FOR A SPECIFIED USE","The Supportive Housing Program is designed to promote the development of supportive housing and supportive services to assist homeless individuals and families in the transition from homelessness and to enable them to live as independently as possible. Program funds may be used to provide: (i) transitional housing within a 24-month period as well as up to six months of follow-up services to former residents to assist their adjustment to independent living; (ii) permanent housing provided in conjunction with appropriate supportive services designed to maximize the ability of persons with disabilities to live as independently as possible; (iii) supportive housing that is, or is part of, a particularly innovative project for, or alternative method of, meeting the immediate and long-term needs of homeless individuals and families; (iv) supportive services for homeless individuals not provided in conjunction with supportive housing,(v) safe havens for homeless individuals with serious mental illness currently residing on the streets who may not yet be ready for supportive services; and (vi) Homeless Management Information Systems (HMIS) for developing management information systems to maintain data on beds, units and homeless individuals.",Homeless individuals and families with children.,CoC,1,Housing,http://www.hudexchange.info/shp,-32424.67,https://beta.sam.gov/fal/e8bccb4b9e5871bc750fa3843e66dcdf/view?keywords=14.235&sort=-relevance&index=&is_active=true&page=1
NV,14.238,Shelter Plus Care,B - PROJECT GRANTS,"The Shelter Plus Care Program provides rental assistance, in connection with supportive services funded from sources other than this program, to homeless persons with disabilities (primarily persons who are seriously mentally ill; have chronic problems with alcohol, drugs, or both, or have acquired immunodeficiency syndrome and related diseases) and their families. The program provides assistance through four components: (1) Tenant-based Rental Assistance (TRA); (2) Sponsor-based Rental Assistance (SRA); (3) Project-based Rental Assistance (PRA); (4) and Single Room Occupancy for Homeless Individuals (SRO).",Homeless persons with disabilities and their families. Except in single room occupancy dwellings that are only for homeless individuals with disabilities.,CoC,1,Housing,https://www.hudexchange.info/spc,-486447,https://beta.sam.gov/fal/2c6200c53d783128d143a1977a047db1/view?keywords=14.238&sort=-relevance&index=&is_active=true&page=1
NV,14.241,Housing Opportunities for Persons with AIDS,"A - Formula Grants, B - Project Grants",To provide States and localities with the resources and incentives to devise long-term comprehensive strategies for meeting the supportive housing needs of low-income persons and their families living with HIV/AIDS in order to prevent homelessness and sustain housing stability for HOPWA program beneficiaries.,Eligible beneficiaries are low income (at or below 80% the area median income) persons living with HIV/AIDS and their families.,States,3,Housing,https://www.hudexchange.info/programs/hopwa/,2766624,https://beta.sam.gov/fal/7804e82c0586341663b38c9b2844ad4b/view?keywords=14.241&sort=-relevance&index=&is_active=true&page=1
NV,14.267,Continuum of Care Program,"B - Project Grants, C - Direct Payments for Specified Use","The program is designed to promote community-wide commitment to the goal of ending homelessness; provide funding for efforts by nonprofit providers, States, and local governments to quickly house homeless individuals and families while minimizing the trauma and dislocation caused to homeless individuals, families, and communities by homelessness; promote access to and effective utilization of mainstream programs by homeless individuals and families; and optimize self-sufficiency among individuals and families experiencing homelessness. Continuum of Care Program funds may be used to pay for the eligible costs used to establish and operate projects under five program components: (i) permanent housing, which includes permanent supportive housing for persons with disabilities, and rapid rehousing; (ii) transitional housing; (iii) supportive services only; (iv) Homeless Management Information Systems (HMIS), and (v) in some cases, homelessness prevention.","Homeless individuals and families with children; Recipients in Continuums of Care that have been designated by HUD as High Performing Communities (HPC) may serve persons determined to be at-risk of homelessness, based on criteria established through the present year Notice of Funding Availability (NOFA).",CoC,1,Housing,http://www.hudexchange.info/coc,13832667.7,https://beta.sam.gov/fal/15625a40a83ffcbd5d4b9362ccb0d1e1/view?keywords=14.267&sort=-relevance&index=&is_active=true&page=1
NV,16.736,"Transitional Housing Assistance for Victims of Domestic Violence, Dating Violence, Stalking, or Sexual Assault",B - PROJECT GRANTS,"To provide transitional housing assistance and related support services to minors, adults, and their dependents who are homeless, or in need of transitional housing or other housing assistance, as a result of a situation of domestic violence, dating violence, sexual assault, or stalking; and for whom emergency shelter services or other crisis intervention services are unavailable or insufficient.","Beneficiaries include minors, adults, and their dependants who are homeless or in need of transitional housing or other housing assistance, as a result of a situation of domestic violence; and for whom emergency shelter services or other crisis intervention services are unavailable or insufficient.",CoC,1,Housing,http://www.justice.gov/ovw,508996.4,https://beta.sam.gov/fal/253064427602732ba0055eda5f518a25/view?keywords=16.736&sort=-relevance&index=&is_active=true&page=1
NV,17.805,Homeless Veterans' Reintegration Program,B - PROJECT GRANTS,To provide services to assist in reintegrating homeless veterans into meaningful employment within the labor force; and to stimulate the development of effective service delivery systems that will address the complex problems facing homeless veterans.,"Individuals who are homeless veterans. The term ""homeless"" or ""homeless individual"" includes: (1) An individual who lacks a fixed, regular, and adequate night-time residence; and (2) an individual who has a primary night-time residence that is: (a) a supervised publicly or privately operated shelter designed to provide temporary living accommodations including welfare hotels, congregate shelters, and transitional housing for the mentally ill; (b) an institution that provides a temporary institutionalized; or (c) a public or private place not designed for, or ordinarily used as, a regular sleeping accommodations for human beings (Reference: 42 U.S.C. 1302), and (3) an individual or family who - (a) will imminently lose their housing, including housing they own, rent, or live in without paying rent, are sharing with others, and rooms in hotels or motels not paid for by Federal, State, or local government programs for low-income individuals or by charitable organizations, as evidenced by - (i) a court order resulting from an eviction action that notifies the individual or family that they must leave within 14 days; (ii) the individual or family having a primary nighttime residence that is a room in a hotel or motel and where they lack the resources necessary to reside there for more than 14 days; or (iii) credible evidence indicating that the owner or renter of the housing will not allow the individual or family to stay for more than 14 days, and any oral statement from an individual or family seeking homeless assistance that is found to be credible shall be considered credible evidence for purposes of this clause; (b) has no subsequent residence identified; and (c) lacks the resources or support networks needed to obtain other permanent housing. A ""veteran"" is an individual who served in the activity military, naval, or air service, and who was discharged or released there from under conditions other than dishonorable. (Reference: 33 U.S.C. 101 (2).).",CoC,1,Employment,http://www.dol.gov/dol/vets,243900,https://beta.sam.gov/fal/2659a95e66fcebfa404ede61150b4df4/view?keywords=17.805&sort=-relevance&index=&is_active=true&page=1
NV,64.024,VA Homeless Providers Grant and Per Diem Program,B - PROJECT GRANTS,"To assist public and nonprofit private entities in establishing new programs and service centers to furnish supportive services and supportive housing for homeless veterans through grants that may be used to acquire, renovate or alter facilities, and to provide per diem payments, to eligible entities that provide supportive services and supportive housing for homeless veterans.","Veterans, meaning a person who served in the active military, naval or air service, and who was discharged or released there from under conditions other than dishonorable.",CoC,1,Housing,http://www.va.gov/homeless/GPD.asp,4452787,https://beta.sam.gov/fal/67fc2accc0cc28afb7ef749bae599caf/view?keywords=64.024&sort=-relevance&index=&is_active=true&page=1
NV,64.033,VA Supportive Services for Veteran Families Program,B - Project Grants,"To provide supportive services grants to private non-profit organizations and consumer cooperatives who will coordinate or provide supportive services to very low-income Veteran families who: (i) are residing in permanent housing, (ii) are homeless and scheduled to become residents of permanent housing within a specified time period, or (iii) after exiting permanent housing within a specified time period, are seeking other housing that is responsive to such very low-income Veteran family’s needs and preferences.","Veteran families, meaning families in which the head of household or the spouse of the head of household served in the active military, naval, or air service, and who was discharged or released therefrom under conditions other than dishonorable. Eligible Veteran families must be very-low income, meaning their annual income, as determined in accordance with 24 CFR 5.609, does not exceed 50 percent of the median income for an area or community. Eligible Veteran families must also fall within one of the following categories: (i) residing in permanent housing; (ii) homeless and scheduled to become a resident of permanent housing within 90 days pending the location or development of housing suitable for permanent housing; or (iii) exited permanent housing within the previous 90 days to seek other housing that is responsive to the very low-income Veteran family’s needs and preferences.",CoC,2,Support Services,http://www.va.gov/HOMELESS/SSVF.asp,6444382,https://beta.sam.gov/fal/67c8306ecdd1518144110cde3f47755a/view?keywords=64.033&sort=-relevance&index=&is_active=true&page=1
NV,84.196,Education for Homeless Children and Youth,A - FORMULA GRANTS,"To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.","To ensure that all homeless children and youth have equal access to the same free, appropriate public education available to other children, the Education for Homeless Children and Youth program provides assistance to States to: (1) establish or designate an Office of Coordinator for Education of Homeless Children and Youths; (2) develop and carry out a State plan for the education of homeless children; and (3) make subgrants to local educational agencies (LEAs) to support the education of those children.",State,1,Education,http://www.ed.gov/programs/homeless/index.html.,647028,https://beta.sam.gov/fal/f991d26b26727dda1ab886c9eb346014/view?keywords=84.196&sort=-relevance&index=&is_active=true&page=1
NV,93.15,Projects for Assistance in Transition from Homelessness (PATH),A - FORMULA GRANTS,"To provide financial assistance to States to support services for individuals who are suffering from serious mental illness or serious mental illness and substance abuse; and are homeless or at imminent risk of becoming homeless. Programs and activities include: (1) Outreach services; (2) screening and diagnostic treatment services; (3) habilitation and rehabilitation services; (4) community mental health services; (5) alcohol or drug treatment services; (6) staff training; (7) case management services; (8) supportive and supervisory services in residential settings; (9) referrals for primary health services, job training, educational services, and relevant housing services; and (10) prescribed set of housing services.",Individuals who have a serious mental illness or serious mental illness and substance abuse; and are homeless or are at imminent risk of becoming homeless.,State,1,Health,http://www.samhsa.gov,615728,https://beta.sam.gov/fal/f50c99d9c69e9f39ab4366db256d2fba/view?keywords=Projects%20for%20Assistance%20in%20Transition%20from%20Homelessness%20(PATH)&sort=-relevance&index=&is_active=true&page=1
NV,93.55,Transitional Living for Homeless Youth,B - PROJECT GRANTS,"The primary goal of the Transitional Living Program (TLP)/Maternity Group Home (MGH) is to help runaway and homeless youth between the ages of 16 to under 22 establish sustainable living and well-being for themselves and if applicable, their dependent child(ren). Through the provision of residential stay up to 540 days and comprehensive services, TLP youth between the ages of 16 to under 22 will realize improvements in four core outcome areas: stable housing, education/employment, permanent connections, and well-being.",Homeless youth (ages 16 to under 22) are the beneficiaries.,CoC,1,Housing,http://http//www.acf.hhs.gov/programs/fysb,362840,https://beta.sam.gov/fal/f74a97816c9a358d2295f379d8a6da41/view?keywords=93.550&sort=-relevance&index=&is_active=true&page=1
NV,93.623,Basic Center Grant,B - PROJECT GRANTS,"The purpose of Part A of the RHY Act (Runaway and Homeless Youth Grant Program) is to establish or strengthen locally controlled community-based programs that address the immediate needs of runaway and homeless youth and their families. Services must be delivered outside of the law enforcement, child welfare, mental health, and juvenile justice systems. The goals and objectives of the Basic Center Program are to: 1) alleviate problems of runaway and homeless youth; 2) reunite youth with their families, if deemed safe, and encourage the resolution of intra-family problems through counseling and other services; 3) strengthen family relationships and encourage stable living conditions for youth; and 4) help youth decide on constructive courses of action.",Runaway and homeless youth and their families are the beneficiaries. Services can be provided to youth up to the age of 18.,CoC,1,Support Services,http://www.acf.hhs.gov/programs/fysb.,402398,https://beta.sam.gov/fal/5000109fa3a630c48fc6d5b4e9fddb9d/view?keywords=93.623&sort=-relevance&index=&is_active=true&page=1
NY,14.235,Supportive Housing Program,"B - PROJECT GRANTS, C - DIRECT PAYMENTS FOR A SPECIFIED USE","The Supportive Housing Program is designed to promote the development of supportive housing and supportive services to assist homeless individuals and families in the transition from homelessness and to enable them to live as independently as possible. Program funds may be used to provide: (i) transitional housing within a 24-month period as well as up to six months of follow-up services to former residents to assist their adjustment to independent living; (ii) permanent housing provided in conjunction with appropriate supportive services designed to maximize the ability of persons with disabilities to live as independently as possible; (iii) supportive housing that is, or is part of, a particularly innovative project for, or alternative method of, meeting the immediate and long-term needs of homeless individuals and families; (iv) supportive services for homeless individuals not provided in conjunction with supportive housing,(v) safe havens for homeless individuals with serious mental illness currently residing on the streets who may not yet be ready for supportive services; and (vi) Homeless Management Information Systems (HMIS) for developing management information systems to maintain data on beds, units and homeless individuals.",Homeless individuals and families with children.,CoC,1,Housing,http://www.hudexchange.info/shp,-14138,https://beta.sam.gov/fal/e8bccb4b9e5871bc750fa3843e66dcdf/view?keywords=14.235&sort=-relevance&index=&is_active=true&page=1
NY,14.238,Shelter Plus Care,B - PROJECT GRANTS,"The Shelter Plus Care Program provides rental assistance, in connection with supportive services funded from sources other than this program, to homeless persons with disabilities (primarily persons who are seriously mentally ill; have chronic problems with alcohol, drugs, or both, or have acquired immunodeficiency syndrome and related diseases) and their families. The program provides assistance through four components: (1) Tenant-based Rental Assistance (TRA); (2) Sponsor-based Rental Assistance (SRA); (3) Project-based Rental Assistance (PRA); (4) and Single Room Occupancy for Homeless Individuals (SRO).",Homeless persons with disabilities and their families. Except in single room occupancy dwellings that are only for homeless individuals with disabilities.,CoC,1,Housing,https://www.hudexchange.info/spc,-2111175.95,https://beta.sam.gov/fal/2c6200c53d783128d143a1977a047db1/view?keywords=14.238&sort=-relevance&index=&is_active=true&page=1
