"Agency","Subagency","Title","federal_account_code","q","fy","reporting_period_end","Obligation","Unobligated"
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Operation and Maintenance, Indian Irrigation Systems, Bureau of Indian Affairs (T)","014-5240","2","2018","2018-03-31",16388636.05,63555931.86
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Operation of Indian Programs, Bureau of Indian Affairs and Bureau of Indian Education, Interior","014-2100","2","2018","2018-03-31",1010338032.72,2226186282.25
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Power Systems, Indian Irrigation Projects, Bureau of Indian Affairs","014-5648","2","2018","2018-03-31",31652221.32,83742438.92
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Revolving Fund for Loans, Liquidating Account, Bureau of Indian Affairs","014-4409","2","2018","2018-03-31",0,134645.41
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","White Earth Economic Development and Tribal Government Fund, Bureau of Indian Affairs","014-2204","2","2018","2018-03-31",658622.09,1033256.64
"Department of the Interior","Bureau of Land Management","Abandoned Well Remediation Fund, Bureau of Land Management, Interior","014-2640","2","2018","2018-03-31",134861.68,312264.68
"Department of the Interior","Bureau of Land Management","Carson City Special Account, Bureau of Land Management, Interior","014-5558","2","2018","2018-03-31",0,76500.5
"Department of the Interior","Bureau of Land Management","Construction, Bureau of Land Management","014-1110","2","2018","2018-03-31",0,5528719.08
"Department of the Interior","Bureau of Land Management","Cook Inlet Region, Incorporated Property Account, Bureau of Land Management","014-1118","2","2018","2018-03-31",0,2376394.44
"Department of the Interior","Bureau of Land Management","Expenses, Road Maintenance Deposits, Bureau of Land Management","014-5018","2","2018","2018-03-31",1358390.02,6096362.28
"Department of the Interior","Bureau of Land Management","Federal Land Disposal Account, Bureau of Land Management","014-5260","2","2018","2018-03-31",0,3680
"Department of the Interior","Bureau of Land Management","Forest Ecosystems Health and Recovery, Bureau of Land Management","014-5165","2","2018","2018-03-31",2837715.61,19737347.21
"Department of the Interior","Bureau of Land Management","Geothermal Steam Implementation Fund","014-5575","2","2018","2018-03-31",0,32372.4
"Department of the Interior","Bureau of Land Management","Helium Fund, Bureau of Land Management","014-4053","2","2018","2018-03-31",13910996.49,178661004.04
"Department of the Interior","Bureau of Land Management","Land Acquisition, Bureau of Land Management","014-5033","2","2018","2018-03-31",1678077.42,79862031.89
"Department of the Interior","Bureau of Land Management","Land and Resources Management Trust Fund, Bureau of Land Management","014-8069","2","2018","2018-03-31",6399316.54,67560602.3
"Department of the Interior","Bureau of Land Management","Lincoln County Land Act, Bureau of Land Management","014-5469","2","2018","2018-03-31",4386304.75,31780070.55
"Department of the Interior","Bureau of Land Management","Management of Lands and Resources, Bureau of Land Management, Interior","014-1109","2","2018","2018-03-31",456758236.99,337026447.88
"Department of the Interior","Bureau of Land Management","Naval Petroleum Reserve Numbered 2 Lease Revenue Account","014-5576","2","2018","2018-03-31",0,458972.24
"Department of the Interior","Bureau of Land Management","Ojito Land Acquisition, Interior","014-5612","2","2018","2018-03-31",0,324976
"Department of the Interior","Bureau of Land Management","Operation and Maintenance of Quarters, Bureau of Land Management","014-5048","2","2018","2018-03-31",181874.3,1352840.28
"Department of the Interior","Bureau of Land Management","Oregon and California Grant Lands, Bureau of Land Management","014-1116","2","2018","2018-03-31",42449426.05,24852738.02
"Department of the Interior","Bureau of Land Management","Owyhee Land Acquisition Account, Bureau of Land Management, Interior","014-5556","2","2018","2018-03-31",0,657094.21
"Department of the Interior","Bureau of Land Management","Payments to Coos and Douglas Counties, Oregon, from Receipts, Coos Bay Wagon Road Grant Lands, Bureau of Land Management","014-5898","2","2018","2018-03-31",270574.04,3884164.1
"Department of the Interior","Bureau of Land Management","Payments to Counties, National Grasslands, Bureau of Land Management","014-5896","2","2018","2018-03-31",326053.79,94229.75
"Department of the Interior","Bureau of Land Management","Payments to Counties, Oregon and California Grant Lands, Bureau of Land Management","014-5884","2","2018","2018-03-31",19574315.79,0
"Department of the Interior","Bureau of Land Management","Payments to State and County from Clark County, Nevada Land Sales, Bureau of Land Management","014-5129","2","2018","2018-03-31",3833205.27,155027.02
"Department of the Interior","Bureau of Land Management","Payments to States (Proceeds of Sales), Bureau of Land Management","014-5133","2","2018","2018-03-31",0,100628.42
"Department of the Interior","Bureau of Land Management","Payments to States from Grazing Receipts, Etc., Public Lands Outside Grazing Districts, Bureau of Land Management","014-5016","2","2018","2018-03-31",0,1.78
"Department of the Interior","Bureau of Land Management","Payments to States from Grazing Receipts, Etc., Public Lands within Grazing Districts, Bureau of Land Management","014-5032","2","2018","2018-03-31",0,1.04
"Department of the Interior","Bureau of Land Management","Payments to States from Grazing Receipts, Etc., Public Lands within Grazing Districts, Miscellaneous, Bureau of Land Management","014-5044","2","2018","2018-03-31",0,0.62
"Department of the Interior","Bureau of Land Management","Permit Processing Fund, Bureau of Land Management","014-5573","2","2018","2018-03-31",13407063.52,15275515.7
"Department of the Interior","Bureau of Land Management","Range Improvements, Bureau of Land Management","014-5132","2","2018","2018-03-31",2252864.61,14867618.26
"Department of the Interior","Bureau of Land Management","Recreation Enhancement Fee Program, Bureau of Land Management","014-5413","2","2018","2018-03-31",10441708.53,31417209.99
"Department of the Interior","Bureau of Land Management","Service Charges, Deposits and Forfeitures, Bureau of Land Management","014-5017","2","2018","2018-03-31",10872618.58,59437494.22
"Department of the Interior","Bureau of Land Management","Silver Saddle Endowment Account, Bureau of Land Management, Interior","014-5559","2","2018","2018-03-31",0,363605.56
"Department of the Interior","Bureau of Land Management","Southern Nevada Public Land Management, Bureau of Land Management","014-5232","2","2018","2018-03-31",3882694.64,824141584.74
"Department of the Interior","Bureau of Land Management","State Share, Carson City Land Sales, Bureau of Land Management, Interior","014-5561","2","2018","2018-03-31",0,3.15
"Department of the Interior","Bureau of Land Management","Stewardship Contracting Product Sales, Bureau of Land Management","014-5506","2","2018","2018-03-31",0,1307528.86
"Department of the Interior","Bureau of Land Management","Timber Sales Pipeline Restoration Fund, Bureau of Land Management","014-5249","2","2018","2018-03-31",1479562.24,10808012.79
"Department of the Interior","Bureau of Land Management","Title II Projects on Federal Lands, Bureau of Land Management","014-5485","2","2018","2018-03-31",142950.74,936450.01
"Department of the Interior","Bureau of Land Management","Use of Receipts from Mineral Leasing Activities on Certain Naval Oil Shale Reserves, Bureau of Land Management","014-5294","2","2018","2018-03-31",0,3121.68
"Department of the Interior","Bureau of Land Management","Washington County, Utah Land Acquisition Account, Bureau of Land Management, Interior","014-5554","2","2018","2018-03-31",0,2699204.16
"Department of the Interior","Bureau of Land Management","White Pine County Special Account, Bureau of Land Management","014-5397","2","2018","2018-03-31",33091.92,49527.81
"Department of the Interior","Bureau of Land Management","Working Capital Fund, Bureau of Land Management","014-4525","2","2018","2018-03-31",32583767.23,152721946.74
"Department of the Interior","Bureau of Mines","Mines and Minerals, Bureau of Mines, Interior","014-0959","2","2018","2018-03-31",0,0
"Department of the Interior","Bureau of Ocean Energy Management","Ocean Energy Management, Bureau of Ocean Energy Management, Interior","014-1917","2","2018","2018-03-31",65818270.48,137962937.23
"Department of the Interior","Bureau of Reclamation","Bureau of Reclamation Loans Program Account, Bureau of Reclamation, Interior","014-0685","2","2018","2018-03-31",939.84,4637.57
"Department of the Interior","Bureau of Reclamation","California Bay-Delta Restoration, Bureau of Reclamation, Interior","014-0687","2","2018","2018-03-31",8479404.19,11226165.34
"Department of the Interior","Bureau of Reclamation","Central Valley Project Restoration Fund, Bureau of Reclamation","014-5173","2","2018","2018-03-31",13533316.89,12446593.37
"Department of the Interior","Bureau of Reclamation","Colorado River Dam Fund, Boulder Canyon Project, Bureau of Reclamation","014-5656","2","2018","2018-03-31",36616257.47,165166535.38
"Department of the Interior","Bureau of Reclamation","Loan Program, Liquidating Account, Bureau of Reclamation, Interior","014-0667","2","2018","2018-03-31",0,334538.45
"Department of the Interior","Bureau of Reclamation","Lower Colorado River Basin Development Fund, Bureau of Reclamation","014-4079","2","2018","2018-03-31",143513905.47,468449555.33
"Department of the Interior","Bureau of Reclamation","Operation and Maintenance of Quarters, Bureau of Reclamation, Interior","014-5053","2","2018","2018-03-31",119609.22,1435881.67
"Department of the Interior","Bureau of Reclamation","Operation, Maintenance, and Replacement of Project Works, North Platte Project (Gering and Fort Laramie, Goshen, and Pathfinder Irrigation Districts), Bureau of Reclamation","014-5058","2","2018","2018-03-31",24650.07,29063.48
"Department of the Interior","Bureau of Reclamation","Payments to Farmers' Irrigation District (North Platte Project, Neb.-Wyo.), Bureau of Reclamation","014-5059","2","2018","2018-03-31",0,544
"Department of the Interior","Bureau of Reclamation","Payments to Local Units, Klamath Reclamation Area, Bureau of Reclamation","014-5103","2","2018","2018-03-31",0,0.41
"Department of the Interior","Bureau of Reclamation","Policy and Administration, Bureau of Reclamation, Interior","014-5065","2","2018","2018-03-31",25849439.71,17324703.21
"Department of the Interior","Bureau of Reclamation","Reclamation Trust Funds, Bureau of Reclamation","014-8070","2","2018","2018-03-31",678306.89,38842076.44
"Department of the Interior","Bureau of Reclamation","Reclamation Water Settlements Fund, Bureau of Reclamation, Interior","014-5593","2","2018","2018-03-31",0,139018551.43
"Department of the Interior","Bureau of Reclamation","Recreation Enhancement Fee Program, Bureau of Reclamation","014-5109","2","2018","2018-03-31",374977.19,1196785.31
"Department of the Interior","Bureau of Reclamation","San Gabriel Basin Restoration Fund, Bureau of Reclamation","014-5483","2","2018","2018-03-31",0,48.75
"Department of the Interior","Bureau of Reclamation","San Joaquin River Restoration Fund, Bureau of Reclamation, Interior","014-5537","2","2018","2018-03-31",170842.41,14197021.1
"Department of the Interior","Bureau of Reclamation","Taos Settlement Fund, Bureau of Reclamation, Interior","014-2638","2","2018","2018-03-31",0,16000000
"Department of the Interior","Bureau of Reclamation","Upper Colorado River Basin Fund, Bureau of Reclamation","014-4081","2","2018","2018-03-31",58949252.18,288839128.94
"Department of the Interior","Bureau of Reclamation","Water and Related Resources - Recovery Act, Bureau of Reclamation, Interior","014-0681","2","2018","2018-03-31",0,462484.6
"Department of the Interior","Bureau of Reclamation","Water and Related Resources, Bureau of Reclamation, Interior","014-0680","2","2018","2018-03-31",422701687.65,1483264124.79
"Department of the Interior","Bureau of Reclamation","Water and Related Resources, Reclamation Fund, Bureau of Reclamation","014-5430","2","2018","2018-03-31",0,0
"Department of the Interior","Bureau of Reclamation","Working Capital Fund, Bureau of Reclamation","014-4524","2","2018","2018-03-31",245672253.45,342578418.37
"Department of the Interior","Bureau of Safety and Environmental Enforcement","Offshore Safety and Environmental Enforcement, Bureau of Safety and Environmental Enforcement, Interior","014-1700","2","2018","2018-03-31",100744295.21,158594395.26
"Department of the Interior","Bureau of Safety and Environmental Enforcement","Oil Spill Research, Bureau of Safety and Environmental Enforcement","014-1920","2","2018","2018-03-31",0,103435.55
"Department of the Interior","Bureau of Safety and Environmental Enforcement","Oil Spill Research, Bureau of Safety and Environmental Enforcement, Interior","014-8370","2","2018","2018-03-31",2911582.69,18799240.33
"Department of the Interior","Central Utah Project","Central Utah Project Completion Account, Central Utah Project, Interior","014-0787","2","2018","2018-03-31",2127864.57,3588276.93
"Department of the Interior","Central Utah Project","Utah Reclamation Mitigation and Conservation Account, Interior","014-5174","2","2018","2018-03-31",2756847.96,12426717.43
"Department of the Interior","Department-Wide Programs","Central Hazardous Materials Fund, Department-Wide Programs, Interior","014-1121","2","2018","2018-03-31",8785569.36,25713830.68
"Department of the Interior","Department-Wide Programs","Flame Wildfire Suppression Reserve Fund, Department-Wide Programs, Interior","014-1127","2","2018","2018-03-31",0,66000000
"Department of the Interior","Department-Wide Programs","Interior Franchise Fund, Departmental Management","014-4529","2","2018","2018-03-31",871120661.32,3572617813.12
"Department of the Interior","Department-Wide Programs","Natural Resource Damage Assessment and Restoration Fund, Office of the Secretary","014-5198","2","2018","2018-03-31",46864222.34,1646676937.27
"Department of the Interior","Department-Wide Programs","Natural Resource Damage Assessment Fund, Natural Resource Damage Assessment and Restoration, Interior","014-1618","2","2018","2018-03-31",2962226.72,14073354.94
"Department of the Interior","Department-Wide Programs","Office of Natural Resources Revenue, Department-Wide Programs, Interior","014-1113","2","2018","2018-03-31",0,139058000
"Department of the Interior","Department-Wide Programs","Payments in Lieu of Taxes, Departmental Management","014-1114","2","2018","2018-03-31",153210.76,461778362.67
"Department of the Interior","Department-Wide Programs","Wildland Fire Management, Department-Wide Programs, Interior","014-1125","2","2018","2018-03-31",308253857.94,830763897.98
"Department of the Interior","Department-Wide Programs","Working Capital Fund, Departmental Management","014-4523","2","2018","2018-03-31",452861687.58,913236215.63
"Department of the Interior","Departmental Offices","Departmental Operations, Land and Water Conservation Fund, Departmental Offices, Interior","014-5571","2","2018","2018-03-31",6780935.17,6872174.63
"Department of the Interior","Departmental Offices","Departmental Operations, Office of the Secretary, Interior","014-0102","2","2018","2018-03-31",124961223.62,271753452.59
"Department of the Interior","Departmental Offices","Environmental Improvement and Restoration Fund, Office of Natural Resources Revenue, Interior","014-5425","2","2018","2018-03-31",0,0
"Department of the Interior","Departmental Offices","Geothermal Lease Revenues, Payment to Counties, Office of Natural Resources Revenue, Interior","014-5574","2","2018","2018-03-31",1958838.22,0
"Department of the Interior","Departmental Offices","Gifts and Bequest, Take Pride in America, Interior","014-8369","2","2018","2018-03-31",0,57505.42
"Department of the Interior","Departmental Offices","Indian Arts and Crafts Fund, Departmental Management","014-5130","2","2018","2018-03-31",111900,139443.67
"Department of the Interior","Departmental Offices","Payment to Oklahoma (Royalties), Office of Natural Resources Revenue, Interior","014-5134","2","2018","2018-03-31",4126,0
"Department of the Interior","Departmental Offices","Payments to Alaska from Oil and Gas Leases, National Petroleum Reserve, Office of Natural Resources Revenue, Interior","014-5045","2","2018","2018-03-31",17100976.52,0
"Department of the Interior","Departmental Offices","Payments to States from Receipts Under Mineral Leasing, Public and Acquired Military Lands, Office of Natural Resources Revenue, Interior","014-5003","2","2018","2018-03-31",745220589.66,1659127.64
"Department of the Interior","Departmental Offices","Payments to States, Flood Control Act of 1954, Office of Natural Resources Revenue, Interior","014-5248","2","2018","2018-03-31",7841311,0
"Department of the Interior","Departmental Offices","Payments to States, National Forest Fund, Office of Natural Resources Revenue, Interior","014-5243","2","2018","2018-03-31",2892048.8,0
"Department of the Interior","Departmental Offices","State's Share from Certain Gulf of Mexico Leases, Office of Natural Resources Revenue, Interior","014-5535","2","2018","2018-03-31",0,0
"Department of the Interior","Departmental Offices","Trust Land Consolidation Fund, Departmental Offices, Interior","014-5670","2","2018","2018-03-31",9267661.53,460615354.64
"Department of the Interior","Insular Affairs","Assistance to Territories, Insular Affairs, Interior","014-0412","2","2018","2018-03-31",40931638.16,76351829.98
"Department of the Interior","Insular Affairs","Compact of Free Association, Insular Affairs, Interior","014-0415","2","2018","2018-03-31",197573068,258647159.46
"Department of the Interior","Insular Affairs","Payment to the United States Territories, Fiscal Assistance, Insular Affairs, Interior","014-0418","2","2018","2018-03-31",0,2276058
"Department of the Interior","Insular Affairs","Trust Territory of the Pacific Islands, Insular Affairs, Interior","014-0414","2","2018","2018-03-31",0,0
"Department of the Interior","National Indian Gaming Commission","National Indian Gaming Commission, Gaming Activity Fees","014-5141","2","2018","2018-03-31",13265008.52,20091927.64
"Department of the Interior","National Indian Gaming Commission","Salaries and Expenses, National Indian Gaming Commission, Interior","014-0118","2","2018","2018-03-31",0,5178404.54
"Department of the Interior","National Park Service","Centennial Challenge, National Park Service, Interior","014-2645","2","2018","2018-03-31",5211960,56607296.82
"Department of the Interior","National Park Service","Concessioner Improvement Accounts, National Park Service","014-5169","2","2018","2018-03-31",5905035.4,21849869.47
"Department of the Interior","National Park Service","Construction (Trust Fund), National Park Service","014-8215","2","2018","2018-03-31",0,31748.11
"Department of the Interior","National Park Service","Construction, National Park Service, Interior","014-1039","2","2018","2018-03-31",76593136.67,804287729.12
"Department of the Interior","National Park Service","Contribution for Annuity Benefits, National Park Service, Interior","014-1034","2","2018","2018-03-31",16374838.07,55780991.15
"Department of the Interior","National Park Service","Delaware Water Gap Route 209 Operations, National Park Service","014-5076","2","2018","2018-03-31",0,25000
"Department of the Interior","National Park Service","Donations, National Park Service","014-8037","2","2018","2018-03-31",20799923.49,127132860.42
"Department of the Interior","National Park Service","Educational Expenses, Children of Employees, Yellowstone National Park, National Park Service","014-5663","2","2018","2018-03-31",0,17677.81
"Department of the Interior","National Park Service","Federal Infrastructure Improvement, from Land and Water Conservation Fund, National Park Service","014-5481","2","2018","2018-03-31",0,0
"Department of the Interior","National Park Service","Glacier Bay National Park, National Park Service","014-5412","2","2018","2018-03-31",0,63449.72
"Department of the Interior","National Park Service","Historic Preservation Fund, from Land and Water Conservation Fund, National Park Service","014-5477","2","2018","2018-03-31",0,0.27
"Department of the Interior","National Park Service","Historic Preservation Fund, National Park Service","014-5140","2","2018","2018-03-31",2269425.29,105281588.51
"Department of the Interior","National Park Service","Historic Preservation Fund, National Park Service, Interior","014-1046","2","2018","2018-03-31",0,31307.56
"Department of the Interior","National Park Service","Land Acquisition and State Assistance, National Park Service","014-5035","2","2018","2018-03-31",36607068.95,377249496.63
"Department of the Interior","National Park Service","National Recreation and Preservation, National Park Service, Interior","014-1042","2","2018","2018-03-31",15509421.53,58267910.45
"Department of the Interior","National Park Service","Operation and Maintenance of Quarters, National Park Service","014-5049","2","2018","2018-03-31",11819039.35,26096471.23
"Department of the Interior","National Park Service","Operation of the National Park System, National Park Service, Interior","014-1036","2","2018","2018-03-31",978011239.04,1656855522.75
"Department of the Interior","National Park Service","Outer Continental Shelf Revenues, LWCF Share from Certain Leases, National Park Service","014-5536","2","2018","2018-03-31",903262.33,71679635.47
"Department of the Interior","National Park Service","Park Buildings Lease and Maintenance Fund, National Park Service","014-5163","2","2018","2018-03-31",1539654.42,29839279.74
"Department of the Interior","National Park Service","Park Concessions Franchise Fees, National Park Service","014-5431","2","2018","2018-03-31",57397983.62,222203765.06
"Department of the Interior","National Park Service","Payment for Tax Losses on Land Acquired for Grand Teton National Park, National Park Service","014-5666","2","2018","2018-03-31",0,16144
"Department of the Interior","National Park Service","Preservation, Birthplace of Abraham Lincoln, National Park Service","014-8052","2","2018","2018-03-31",0,54000
"Department of the Interior","National Park Service","Recreation Enhancement Fee Program, National Park Service","014-5110","2","2018","2018-03-31",104013282.19,435151538.8
"Department of the Interior","National Park Service","Transportation Systems Fund, National Park Service","014-5164","2","2018","2018-03-31",11892705.65,55596306.12
"Department of the Interior","National Park Service","Urban Park and Recreation Fund, National Park Service, Interior","014-1031","2","2018","2018-03-31",0,208742.64
"Department of the Interior","National Park Service","User Fees for Filming and Photography on Public Lands, National Park Service","014-5247","2","2018","2018-03-31",542963.15,6418979.62
"Department of the Interior","Office of Inspector General","Salaries and Expenses, Office of the Inspector General, Interior","014-0104","2","2018","2018-03-31",25498098.68,33050270.33
"Department of the Interior","Office of Surface Mining Reclamation and Enforcement","Abandoned Mine Reclamation Fund, Office of Surface Mining Reclamation and Enforcement","014-5015","2","2018","2018-03-31",319687429.64,253703192.52
"Department of the Interior","Office of Surface Mining Reclamation and Enforcement","Payments in Lieu of Coal Fee Receipts, Office of Surface Mining Reclamation and Enforcement","014-1803","2","2018","2018-03-31",5467316.85,106692532
"Department of the Interior","Office of Surface Mining Reclamation and Enforcement","Regulation and Technology, Civil Penalties, Office of Surface Mining Reclamation and Enforcement","014-5063","2","2018","2018-03-31",64172,1459494.21
"Department of the Interior","Office of Surface Mining Reclamation and Enforcement","Regulation and Technology, Office of Surface Mining Reclamation and Enforcement","014-1801","2","2018","2018-03-31",58811984.48,108097919.07
"Department of the Interior","Office of Surface Mining Reclamation and Enforcement","Supplemental Payments to UMWA Health Plans, Office of Surface Mining Reclamation and Enforcement","014-1804","2","2018","2018-03-31",285201655.95,0
"Department of the Interior","Office of the Solicitor","Salaries and Expenses, Office of the Solicitor, Interior","014-0107","2","2018","2018-03-31",41850222.15,46633583
"Department of the Interior","Office of the Special Trustee for American Indians","Federal Trust Programs, Office of the Special Trustee for American Indians, Interior","014-0120","2","2018","2018-03-31",64444070.65,131401041.46
"Department of the Interior","Office of the Special Trustee for American Indians","Tribal Special Fund, Office of the Special Trustee for American Indians","014-5265","2","2018","2018-03-31",51965609.45,89702483.58
"Department of the Interior","Office of the Special Trustee for American Indians","Tribal Trust Fund, Office of the Special Trustee for the American Indians","014-8030","2","2018","2018-03-31",4400889.12,31954268.57
"Department of the Interior","United States Fish and Wildlife Service","Coastal Impact Assistance, Fish and Wildlife Service, Interior","014-5579","2","2018","2018-03-31",555070.99,21619156.8
"Department of the Interior","United States Fish and Wildlife Service","Community Partnership Enhancement, U.S. Fish and Wildlife Service","014-5501","2","2018","2018-03-31",62000,104750.27
"Department of the Interior","United States Fish and Wildlife Service","Construction, United States Fish and Wildlife Service","014-1612","2","2018","2018-03-31",4343537.01,255472220.82
"Department of the Interior","United States Fish and Wildlife Service","Contributed Funds, United States Fish and Wildlife Service","014-8216","2","2018","2018-03-31",1029152.35,13110522.15
"Department of the Interior","United States Fish and Wildlife Service","Cooperative Endangered Species Conservation Fund, from Land and Water Conservation Fund, U.S. Fish and Wildlife Service","014-5479","2","2018","2018-03-31",2000000,100549182.1
"Department of the Interior","United States Fish and Wildlife Service","Cooperative Endangered Species Conservation Fund, United States Fish and Wildlife Service","014-5143","2","2018","2018-03-31",78981150.75,63779616.03
"Department of the Interior","United States Fish and Wildlife Service","Exotic Bird Conservation Fund, U.S. Fish and Wildlife Service","014-5494","2","2018","2018-03-31",0,1000
"Department of the Interior","United States Fish and Wildlife Service","Federal Aid to Wildlife Restoration, United States Fish and Wildlife Service","014-5029","2","2018","2018-03-31",115364747.05,1163615468.23
"Department of the Interior","United States Fish and Wildlife Service","Filming and Photography Fee Program, Fish and Wildlife Service, Interior","014-5463","2","2018","2018-03-31",0,75000
"Department of the Interior","United States Fish and Wildlife Service","Lahontan Valley and Pyramid Lake Fish and Wildlife Fund, United States Fish and Wildlife Service","014-5157","2","2018","2018-03-31",61150.43,1374822.38
"Department of the Interior","United States Fish and Wildlife Service","Land Acquisition, United States Fish and Wildlife Service","014-5020","2","2018","2018-03-31",13286934.93,83676702.13
"Department of the Interior","United States Fish and Wildlife Service","Landowner Incentive Program, U.S. Fish and Wildlife Service","014-5496","2","2018","2018-03-31",0,59804
"Department of the Interior","United States Fish and Wildlife Service","Migratory Bird Conservation Account, United States Fish and Wildlife Service","014-5137","2","2018","2018-03-31",15634028.28,64895011.44
"Department of the Interior","United States Fish and Wildlife Service","Multinational Species Conservation Fund, United States Fish and Wildlife Service","014-1652","2","2018","2018-03-31",697266.59,12021334.92
"Department of the Interior","United States Fish and Wildlife Service","National Wildlife Refuge Fund, United States Fish and Wildlife Service","014-1691","2","2018","2018-03-31",0,13138169
"Department of the Interior","United States Fish and Wildlife Service","National Wildlife Refuge Fund, United States Fish and Wildlife Service","014-5091","2","2018","2018-03-31",270468.62,14026498.23
"Department of the Interior","United States Fish and Wildlife Service","Neotropical Migratory Bird Conservation, U.S. Fish and Wildlife Service","014-1696","2","2018","2018-03-31",171784.59,3949901.86
"Department of the Interior","United States Fish and Wildlife Service","North American Wetlands Conservation Fund, United States Fish and Wildlife Service","014-5241","2","2018","2018-03-31",1803842.62,57840476.19
"Department of the Interior","United States Fish and Wildlife Service","Operation and Maintenance of Quarters, United States Fish and Wildlife Service","014-5050","2","2018","2018-03-31",972619.59,9623761.03
"Department of the Interior","United States Fish and Wildlife Service","Private Stewardship Grants, U.S. Fish and Wildlife Service","014-5495","2","2018","2018-03-31",0,0
"Department of the Interior","United States Fish and Wildlife Service","Proceeds from Sales, Water Resource Development Projects, United States Fish and Wildlife Service","014-5092","2","2018","2018-03-31",86636.74,1015985.05
"Department of the Interior","United States Fish and Wildlife Service","Recreation Fee Enhancement Program, U.S. Fish and Wildlife Service","014-5252","2","2018","2018-03-31",2571879.28,12237804.46
"Department of the Interior","United States Fish and Wildlife Service","Resource Management, United States Fish and Wildlife Service","014-1611","2","2018","2018-03-31",646652610.31,1244653705.35
"Department of the Interior","United States Fish and Wildlife Service","Sport Fish Restoration Account, United States Fish and Wildlife Service","014-8151","2","2018","2018-03-31",134265503.07,516437782
"Department of the Interior","United States Fish and Wildlife Service","State and Tribal Wildlife Grants, U.S. Fish and Wildlife Service","014-5474","2","2018","2018-03-31",10653483.26,95993673.38
"Department of the Interior","United States Geological Survey","Contributed Funds, Geological Survey, Interior","014-8562","2","2018","2018-03-31",354543.37,2191426.63
"Department of the Interior","United States Geological Survey","Operation and Maintenance of Quarters, Geological Survey","014-5055","2","2018","2018-03-31",7508.51,264452.43
"Department of the Interior","United States Geological Survey","Surveys, Investigations and Research, U.S. Geological Survey","014-0804","2","2018","2018-03-31",729010030.48,1763668225.5
"Department of the Interior","United States Geological Survey","Working Capital Fund, Geological Survey","014-4556","2","2018","2018-03-31",27891749.84,170221453.1
"Department of the Treasury","Alcohol and Tobacco Tax and Trade Bureau","Internal Revenue, Collections for Puerto Rico, Treasury","020-5737","2","2018","2018-03-31",224168948.25,0
"Department of the Treasury","Alcohol and Tobacco Tax and Trade Bureau","Salaries and Expenses, Alcohol and Tobacco Tax and Trade Bureau, Treasury","020-1008","2","2018","2018-03-31",50834134.54,25142423.01
"Department of the Treasury","Bureau of Engraving and Printing","Bureau of Engraving and Printing Fund, Treasury","020-4502","2","2018","2018-03-31",370422498.89,456671161.65
"Department of the Treasury","Comptroller of the Currency","Assessment Funds, Office of the Comptroller of the Currency, Treasury","020-8413","2","2018","2018-03-31",766867910.31,1989884748.23
"Department of the Treasury","Corporation for Public Broadcasting","Public Broadcasting Fund, Corporation for Public Broadcasting, Treasury","020-0151","2","2018","2018-03-31",451363830,13636170
"Department of the Treasury","Departmental Offices","Assistance to Federal National Mortgage Association and Federal Home Loan Mortgage Corporation, Departmental Offices, Treasury","020-0125","2","2018","2018-03-31",3999000000,254051000000
"Department of the Treasury","Departmental Offices","Capital Magnet Fund, Community Development Financial Institutions, Departmental Offices, Treasury","020-8524","2","2018","2018-03-31",120570693.26,151852589.53
"Department of the Treasury","Departmental Offices","Community Development Financial Institutions Fund, Program Account, Treasury","020-1881","2","2018","2018-03-31",12718783.79,167739325.03
"Department of the Treasury","Departmental Offices","Cybersecurity Enhancement Account, Departmental Offices, Treasury","020-1855","2","2018","2018-03-31",6739798.89,32610945.53
"Department of the Treasury","Departmental Offices","Department-Wide Systems and Capital Investments Programs, Departmental Offices, Treasury","020-0115","2","2018","2018-03-31",762317.37,1934933.25
"Department of the Treasury","Departmental Offices","Exchange Stabilization Fund, Office of the Secretary, Treasury","020-4444","2","2018","2018-03-31",1597451451.69,40685709170.08
"Department of the Treasury","Departmental Offices","Financial Research Fund, Departmental Offices, Treasury","020-5590","2","2018","2018-03-31",53945444.98,56545347.49
"Department of the Treasury","Departmental Offices","Gifts and Bequests, Treasury","020-8790","2","2018","2018-03-31",15412.39,1503214.05
"Department of the Treasury","Departmental Offices","Grants for Specified Energy Property in Lieu of Tax Credits - Recovery Act, Departmental Offices, Treasury","020-0140","2","2018","2018-03-31",47721884,33602116
"Department of the Treasury","Departmental Offices","GSE Mortgage-Backed Securities Purchase Program Account, Departmental Offices, Treasury","020-0126","2","2018","2018-03-31",1235186.6,58591848.05
"Department of the Treasury","Departmental Offices","Office of Financial Stability, Departmental Offices, Treasury","020-0128","2","2018","2018-03-31",71947972.13,157684745.86
"Department of the Treasury","Departmental Offices","Presidential Election Campaign Fund, Treasury","020-5081","2","2018","2018-03-31",0,394263530.79
"Department of the Treasury","Departmental Offices","Salaries and Expenses - Recovery Act, Treasury Inspector General for Tax Administration, Departmental Offices, Treasury","020-0135","2","2018","2018-03-31",0,45906.97
