"Agency","Subagency","accountID","Title","Obligation","Unobligated"
"Department of the Interior","United States Fish and Wildlife Service",728,"Cooperative Endangered Species Conservation Fund, from Land and Water Conservation Fund, U.S. Fish and Wildlife Service",2000000,78182396.93
"Department of the Interior","United States Fish and Wildlife Service",675,"National Wildlife Refuge Fund, United States Fish and Wildlife Service",125696.97,14136075
"Department of the Interior","United States Fish and Wildlife Service",609,"National Wildlife Refuge Fund, United States Fish and Wildlife Service",0,3995317
"Department of the Interior","United States Fish and Wildlife Service",708,"Recreation Fee Enhancement Program, U.S. Fish and Wildlife Service",885941.16,13886457.14
"Department of the Interior","United States Fish and Wildlife Service",657,"Federal Aid to Wildlife Restoration, United States Fish and Wildlife Service",32389045.23,1223452951
"Department of the Interior","United States Fish and Wildlife Service",751,"Coastal Impact Assistance, Fish and Wildlife Service, Interior",204940.07,21851032.2
"Department of the Interior","United States Fish and Wildlife Service",665,"Operation and Maintenance of Quarters, United States Fish and Wildlife Service",347552.14,10243762.79
"Department of the Interior","United States Fish and Wildlife Service",676,"Proceeds from Sales, Water Resource Development Projects, United States Fish and Wildlife Service",43979.68,1058642.11
"Department of the Interior","United States Fish and Wildlife Service",690,"Lahontan Valley and Pyramid Lake Fish and Wildlife Fund, United States Fish and Wildlife Service",12279.36,1423693.45
"Department of the Interior","United States Fish and Wildlife Service",721,"Filming and Photography Fee Program, Fish and Wildlife Service, Interior",0,75000
"Department of the Interior","United States Fish and Wildlife Service",735,"Community Partnership Enhancement, U.S. Fish and Wildlife Service",0,166750.27
"Department of the Interior","United States Fish and Wildlife Service",789,"Sport Fish Restoration Account, United States Fish and Wildlife Service",28802320.52,611091530.8
"Department of the Interior","United States Fish and Wildlife Service",791,"Contributed Funds, United States Fish and Wildlife Service",444023.35,13569272.72
"Department of the Interior","National Park Service",584,"Operation of the National Park System, National Park Service, Interior",488337357.8,455801118.3
"Department of the Interior","National Park Service",636,"Centennial Challenge, National Park Service, Interior",1609465.06,46265154.98
"Department of the Interior","National Park Service",586,"National Recreation and Preservation, National Park Service, Interior",6213707.99,24096214.41
"Department of the Interior","National Park Service",582,"Urban Park and Recreation Fund, National Park Service, Interior",0,208742.64
"Department of the Interior","National Park Service",585,"Construction, National Park Service, Interior",41612805.5,481217446.4
"Department of the Interior","National Park Service",729,"Federal Infrastructure Improvement, from Land and Water Conservation Fund, National Park Service",0,0
"Department of the Interior","National Park Service",660,"Land Acquisition and State Assistance, National Park Service",8182225.87,291964881.5
"Department of the Interior","National Park Service",739,"Outer Continental Shelf Revenues, LWCF Share from Certain Leases, National Park Service",0,72582897.8
"Department of the Interior","National Park Service",692,"Transportation Systems Fund, National Park Service",5423712.24,62065299.53
"Department of the Interior","National Park Service",680,"Recreation Enhancement Fee Program, National Park Service",62528681.01,475666818.6
"Department of the Interior","National Park Service",757,"Educational Expenses, Children of Employees, Yellowstone National Park, National Park Service",0,17677.81
"Department of the Interior","National Park Service",758,"Payment for Tax Losses on Land Acquired for Grand Teton National Park, National Park Service",0,16144
"Department of the Interior","National Park Service",687,"Historic Preservation Fund, National Park Service",1150649.84,50323845.58
"Department of the Interior","National Park Service",727,"Historic Preservation Fund, from Land and Water Conservation Fund, National Park Service",0,0.27
"Department of the Interior","National Park Service",587,"Historic Preservation Fund, National Park Service, Interior",0,30965.73
"Department of the Interior","National Park Service",691,"Park Buildings Lease and Maintenance Fund, National Park Service",552994.29,30802207.96
"Department of the Interior","National Park Service",664,"Operation and Maintenance of Quarters, National Park Service",5079058.74,32779563.07
"Department of the Interior","National Park Service",705,"User Fees for Filming and Photography on Public Lands, National Park Service",168075.59,6793867.18
"Department of the Interior","National Park Service",694,"Concessioner Improvement Accounts, National Park Service",1744489.85,23751276.29
"Department of the Interior","National Park Service",714,"Glacier Bay National Park, National Park Service",0,63449.72
"Department of the Interior","National Park Service",718,"Park Concessions Franchise Fees, National Park Service",12399930.88,267106100.3
"Department of the Interior","National Park Service",583,"Contribution for Annuity Benefits, National Park Service, Interior",3235034.58,68920794.64
"Department of the Interior","National Park Service",790,"Construction (Trust Fund), National Park Service",0,31748.11
"Department of the Interior","National Park Service",785,"Donations, National Park Service",6859087.24,140803403.5
"Department of the Interior","National Park Service",786,"Preservation, Birthplace of Abraham Lincoln, National Park Service",0,44729.96
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",619,"Operation of Indian Programs, Bureau of Indian Affairs and Bureau of Indian Education, Interior",418827742.1,1111238832
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",623,"Contract Support Costs, Bureau of Indian Affairs and Bureau of Indian Education, Interior",42306808,109901579.3
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",624,"Construction, Bureau of Indian Affairs",8211260.36,293325134.9
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",622,"White Earth Economic Development and Tribal Government Fund, Bureau of Indian Affairs",312806.97,1038754.95
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",625,"Indian Land and Water Claim Settlements and Miscellaneous Payments to Indians, Bureau of Indian Affairs and Bureau of Indian Education, Interior",92089.63,41026018.29
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",621,"Indian Land Consolidation, Bureau of Indian Affairs, Interior",0,15613003.17
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",736,"Indian Water Rights and Habitat Acquisition Program, Bureau of Indian Affairs",0,2980500
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",666,"Operation and Maintenance of Quarters, Bureau of Indian Affairs",1278936.81,10234218.13
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",626,"Claims and Treaty Obligations, Bureau of Indian Affairs (Indefinite)",4500,25593.94
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",700,"Operation and Maintenance, Indian Irrigation Systems, Bureau of Indian Affairs (T)",7960400.94,71499811.31
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",702,"Alaska Resupply Program, Bureau of Indian Affairs",225844.44,2216647.58
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",754,"Power Systems, Indian Irrigation Projects, Bureau of Indian Affairs",11359553.03,95932509.19
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",643,"Revolving Fund for Loans, Liquidating Account, Bureau of Indian Affairs",0,3224.84
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",628,"Indian Guaranteed Loan Program Account, Bureau of Indian Affairs and Bureau of Indian Education, Interior",7518571,4464793.55
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",644,"Indian Loan Guaranty and Insurance Fund, Liquidating Account, Bureau of Indian Affairs",0,27000
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",792,"Gifts and Donations, Bureau of Indian Affairs",198957.61,3974853.38
"Department of the Interior","Departmental Offices",561,"Departmental Operations, Office of the Secretary, Interior",61599926.18,153959371.5
"Department of the Interior","Departmental Offices",682,"Indian Arts and Crafts Fund, Departmental Management",60000,191343.67
"Department of the Interior","Departmental Offices",793,"Gifts and Bequest, Take Pride in America, Interior",0,57505.42
"Department of the Interior","Departmental Offices",746,"Departmental Operations, Land and Water Conservation Fund, Departmental Offices, Interior",3349127.78,2701066.02
"Department of the Interior","Departmental Offices",650,"Payments to States from Receipts Under Mineral Leasing, Public and Acquired Military Lands, Office of Natural Resources Revenue, Interior",378500130,5613361.53
"Department of the Interior","Departmental Offices",685,"Payment to Oklahoma (Royalties), Office of Natural Resources Revenue, Interior",2644.8,0
"Department of the Interior","Departmental Offices",662,"Payments to Alaska from Oil and Gas Leases, National Petroleum Reserve, Office of Natural Resources Revenue, Interior",13375730.4,0
"Department of the Interior","Departmental Offices",706,"Payments to States, Flood Control Act of 1954, Office of Natural Resources Revenue, Interior",2966322.02,0
"Department of the Interior","Departmental Offices",703,"Payments to States, National Forest Fund, Office of Natural Resources Revenue, Interior",1260401.4,0
"Department of the Interior","Departmental Offices",748,"Geothermal Lease Revenues, Payment to Counties, Office of Natural Resources Revenue, Interior",1165997.96,0
"Department of the Interior","Departmental Offices",738,"State's Share from Certain Gulf of Mexico Leases, Office of Natural Resources Revenue, Interior",0,0
"Department of the Interior","Departmental Offices",716,"Environmental Improvement and Restoration Fund, Office of Natural Resources Revenue, Interior",0,0
"Department of the Interior","Departmental Offices",760,"Trust Land Consolidation Fund, Departmental Offices, Interior",1135906.04,462401616.6
"Department of the Interior","Insular Affairs",569,"Trust Territory of the Pacific Islands, Insular Affairs, Interior",0,0
"Department of the Interior","Insular Affairs",570,"Compact of Free Association, Insular Affairs, Interior",175787633,269052411.5
"Department of the Interior","Insular Affairs",568,"Assistance to Territories, Insular Affairs, Interior",14608295.64,33054620.41
"Department of the Interior","Office of the Solicitor",564,"Salaries and Expenses, Office of the Solicitor, Interior",19772174.92,21962543.9
"Department of the Interior","Office of Inspector General",562,"Salaries and Expenses, Office of the Inspector General, Interior",12344496.66,9059295.72
"Department of the Interior","Office of the Special Trustee for American Indians",566,"Federal Trust Programs, Office of the Special Trustee for American Indians, Interior",22631492.79,74456248.62
"Department of the Interior","Office of the Special Trustee for American Indians",711,"Tribal Special Fund, Office of the Special Trustee for American Indians",22314534.99,116151470.7
"Department of the Interior","Office of the Special Trustee for American Indians",784,"Tribal Trust Fund, Office of the Special Trustee for the American Indians",1153308.35,31582511.47
"Department of the Interior","National Indian Gaming Commission",565,"Salaries and Expenses, National Indian Gaming Commission, Interior",0,5178404.54
"Department of the Interior","National Indian Gaming Commission",688,"National Indian Gaming Commission, Gaming Activity Fees",6893845.28,26849922.7
"Department of the Interior","Department-Wide Programs",592,"Payments in Lieu of Taxes, Departmental Management",90572.68,140445024.8
"Department of the Interior","Department-Wide Programs",598,"Central Hazardous Materials Fund, Department-Wide Programs, Interior",5785491.07,21511635.08
"Department of the Interior","Department-Wide Programs",606,"Natural Resource Damage Assessment Fund, Natural Resource Damage Assessment and Restoration, Interior",1571505.98,9136092.86
"Department of the Interior","Department-Wide Programs",697,"Natural Resource Damage Assessment and Restoration Fund, Office of the Secretary",10755505.97,1689268849
"Department of the Interior","Department-Wide Programs",599,"Wildland Fire Management, Department-Wide Programs, Interior",160722504.8,286270847.8
"Department of the Interior","Department-Wide Programs",600,"Flame Wildfire Suppression Reserve Fund, Department-Wide Programs, Interior",0,66000000
"Department of the Interior","Department-Wide Programs",645,"Working Capital Fund, Departmental Management",201950819.7,1046695571
"Department of the Interior","Department-Wide Programs",648,"Interior Franchise Fund, Departmental Management",747768046.5,3684344876
"Department of Justice","General Administration",799,"Salaries and Expenses, General Administration, Justice",34412458.7,50637858.73
"Department of Justice","General Administration",867,"Justice Gift Fund, Justice",0,2279.28
"Department of Justice","General Administration",803,"Justice Information Sharing Technology, General Administration, Justice",6292662.78,48194436.18
"Department of Justice","General Administration",801,"Tactical Law Enforcement Wireless Communications, General Administration, Justice",0,30291.01
"Department of Justice","General Administration",820,"Administrative Review and Appeals, General Administration, Justice",97757572.1,92334495.92
"Department of Justice","General Administration",804,"Detention Trustee, General Administration, Justice",0,48583.42
"Department of Justice","General Administration",816,"Office of Inspector General, Justice",36176652.09,33856013.6
"Department of Justice","General Administration",842,"Working Capital Fund, Justice",704330482.9,1254414824
"Department of Justice","United States Parole Commission",836,"Salaries and Expenses, United States Parole Commission, Justice",2969603.27,3502089.02
"Department of Justice","Legal Activities and U.S. Marshals",798,"Salaries and Expenses, General Legal Activities, Justice",273933065.7,691942072.4
"Department of Justice","Legal Activities and U.S. Marshals",810,"Salaries and Expenses, Antitrust Division, Justice",38999523.25,15818304.75
"Department of Justice","Legal Activities and U.S. Marshals",811,"Salaries and Expenses, United States Attorneys, Justice",372396409.5,424701928.5
"Department of Justice","Legal Activities and U.S. Marshals",796,"Salaries and Expenses, Foreign Claims Settlement Commission, Justice",530581.29,906538.65
"Department of Justice","Legal Activities and U.S. Marshals",797,"Payment of Vietnam and U.S.S. Pueblo Prisoner of War Claims, Foreign Claims Settlement Commission, Justice",0,17970.99
"Department of Justice","Legal Activities and U.S. Marshals",813,"Salaries and Expenses, United States Marshals Service, Justice",317067083.4,183336322.5
"Department of Justice","Legal Activities and U.S. Marshals",802,"Construction, United States Marshals Service, Justice",446698.93,5365522.07
"Department of Justice","Legal Activities and U.S. Marshals",834,"Federal Prisoner Detention, Justice",360456922.6,206916844.5
"Department of Justice","Legal Activities and U.S. Marshals",809,"Fees and Expenses of Witnesses, Justice",0,393393925.9
"Department of Justice","Legal Activities and U.S. Marshals",829,"Salaries and Expenses, Community Relations Service, Justice",3088245.69,4538013.85
"Department of Justice","Legal Activities and U.S. Marshals",815,"Independent Counsel, Justice",6189070.63,3840980.26
"Department of Justice","Legal Activities and U.S. Marshals",806,"Victims Compensation Fund, General Legal Activities, Justice",303074826.1,4105992987
"Department of Justice","Legal Activities and U.S. Marshals",851,"United States Victims of State Sponsored Terrorism Fund, General Legal Activities, Justice",677052.27,685530990.5
"Department of Justice","Legal Activities and U.S. Marshals",846,"United States Trustee System Fund, Justice",53241175.55,24813134.87
"Department of Justice","Legal Activities and U.S. Marshals",845,"Assets Forfeiture Fund, Justice",766533516.4,2045027504
"Department of Justice","Legal Activities and U.S. Marshals",843,"Justice Prisoner and Alien Transportation System Fund, United States Marshals Service, Justice",34458746.13,61825082.79
"Department of Justice","National Security Division",840,"Salaries and Expenses, National Security Division, Justice",25980589.45,15668965.38
"Department of Justice","Radiation Exposure Compensation",866,"Radiation Exposure Compensation Trust Fund, Justice",11257274.09,19380135.7
"Department of Justice","Interagency Law Enforcement",812,"Interagency Crime and Drug Enforcement, Interagency Law Enforcement, Justice",154191928.3,84039954.12
"Department of Justice","Federal Bureau of Investigation",807,"Salaries and Expenses, Federal Bureau of Investigation, Justice",1993928539,3723542394
"Department of Justice","Federal Bureau of Investigation",808,"Construction, Federal Bureau of Investigation, Justice",3954585.55,756544573
"Department of Justice","Drug Enforcement Administration",837,"Salaries and Expenses, Drug Enforcement Administration, Justice",503007730,860252762.9
"Department of Justice","Drug Enforcement Administration",838,"Construction, Drug Enforcement Administration, Justice",0,10195.08
"Department of Justice","Drug Enforcement Administration",848,"Diversion Control Fee Account, Justice",99193776.67,500112048.5
"Department of Justice","Bureau of Alcohol, Tobacco, Firearms, and Explosives",830,"Salaries and Expenses, Bureau of Alcohol, Tobacco, Firearms and Explosives, Justice",286444438.3,362935562.4
"Department of Justice","Bureau of Alcohol, Tobacco, Firearms, and Explosives",831,"Construction, Bureau of Alcohol, Tobacco, Firearms and Explosives, Justice",0,3576.8
"Department of Justice","Federal Prison System",835,"Salaries and Expenses, Federal Prison System",1548165006,802879728.3
"Department of Justice","Federal Prison System",832,"Buildings and Facilities, Federal Prison System, Justice",5513341.45,563518034
"Department of Justice","Federal Prison System",841,"Prison Industries Fund, Justice",161896834.7,159291185.8
"Department of Justice","Federal Prison System",869,"Commissary Funds, Federal Prisons, Justice",83429630.08,47263399.76
"Department of Justice","Office of Justice Programs",822,"Research, Evaluation, and Statistics, Office of Justice Programs, Justice",30249656.7,180000185.8
"Department of Justice","Office of Justice Programs",828,"Salaries and Expenses, Office of Justice Programs, Justice",0,799160.36
"Department of Justice","Office of Justice Programs",824,"State and Local Law Enforcement Assistance, Office of Justice Programs, Office of Justice Programs, Justice",18789646.74,709066673.4
"Department of Justice","Office of Justice Programs",819,"Weed and Seed Program Fund, Justice",0,1011085.48
"Department of Justice","Office of Justice Programs",826,"Community Oriented Policing Services, Office of Justice Programs, Justice",125230769.8,74926158.35
"Department of Justice","Office of Justice Programs",875,"Office of Justice Programs, Community Oriented Policing Services, Violent Crime Reduction Programs, Justice",0,245864.66
"Department of Justice","Office of Justice Programs",827,"Violence Against Women Prevention and Prosecution Programs, Office of Justice Programs, Justice",4031870.75,154459534.4
"Department of Justice","Office of Justice Programs",825,"Juvenile Justice Programs, Office of Justice Programs, Justice",3634863.36,91082411.63
"Department of Justice","Office of Justice Programs",823,"Public Safety Officers Benefits, Office of Justice Programs, Justice",26688378.18,53604080.16
"Department of Justice","Office of Justice Programs",844,"Crime Victims Fund, Justice",25998622.19,11951762834
"Department of Justice","Office of Justice Programs",868,"Gifts, Crime Victims Fund, Office of Justice Programs, Justice",0,26070.8
"Department of Justice","Office of Justice Programs",850,"Domestic Trafficking Victims' Fund, Office of Justice Programs, Justice",0,6500541.3
"Department of Labor","Employment and Training Administration",899,"Training and Employment Service, Employment and Training Administration, Labor",1564907330,491064634.6
"Department of Labor","Employment and Training Administration",923,"Salaries and Expenses, H-1B Funded, Training and Employment Services, Employment and Training Administration, Labor",0,292707617.5
"Department of Labor","Employment and Training Administration",905,"Interior, Bureau of Indian Affairs",0,22913265
"Department of Labor","Employment and Training Administration",903,"Office of Job Corps, Employment and Training Administration, Labor",277090282.2,636390975.2
"Department of Labor","Employment and Training Administration",904,"Office of Job Corps - Recovery Act, Departmental Management, Labor",0,17346625.26
"Department of Labor","Employment and Training Administration",900,"Community Service Employment for Older Americans, Employment and Training Administration, Labor",0,12293578.07
"Department of Labor","Employment and Training Administration",907,"TAA Community College and Career Training Grant Fund, Employee and Training Administration, Labor",0,333054.98
"Department of Labor","Employment and Training Administration",909,"Federal Unemployment Benefits and Allowances, Employment and Training Administration, Labor",123086550,582781243.4
"Department of Labor","Employment and Training Administration",902,"State Unemployment Insurance and Employment Service Operations, Employment and Training Administration, Labor",607268596.6,472232645.1
"Department of Labor","Employment and Training Administration",922,"Salaries and Expenses, H-1B Funded, State Unemployment Insurance and Employment Operations, Employment and Training Administration, Labor",2632977.84,46758337.12
"Department of Labor","Employment and Training Administration",901,"Payments to the Unemployment Trust Fund, Employment and Training Administration, Labor",3000000,0
"Department of Labor","Employment and Training Administration",895,"Short Time Compensation Programs, Employment and Training Administration, Labor",0,854492.7
"Department of Labor","Employment and Training Administration",910,"Advances to the Unemployment Trust Fund and Other Funds, Employment and Training Administration, Labor",0,0
"Department of Labor","Employment and Training Administration",917,"Federal Additional Unemployment Compensation Program - Recovery Act, Employment and Training Administration, Labor",0,0
"Department of Labor","Employment and Training Administration",918,"Federal Unemployment Compensation Program, Employment and Training Administration, Labor",271404.64,1548087.62
"Department of Labor","Employment and Training Administration",898,"Program Administration, Employment and Training Administration, Labor",31205317.35,23984601.92
"Department of Labor","Employment and Training Administration",932,"Unemployment Trust Fund - Treasury Managed",7407502982,0
"Department of Labor","Employee Benefits Security Administration",916,"Salaries and Expenses, Employee Benefits Security Administration, Labor",33942544.29,35240665.71
"Department of Labor","Pension Benefit Guaranty Corporation",919,"Pension Benefit Guaranty Corporation, Labor",1604075197,38486774441
"Department of Labor","Office of Workers' Compensation Programs",891,"Salaries and Expenses, Office  of Workers' Compensation Programs, Labor",31481024.47,17319270.86
"Department of Labor","Office of Workers' Compensation Programs",913,"Special Benefits, Office of Workers Compensation Program, Labor",794085383.5,3624890789
"Department of Labor","Office of Workers' Compensation Programs",914,"Energy Employees Occupational Illness Compensation Fund, Labor",321927880.5,11498178.57
"Department of Labor","Office of Workers' Compensation Programs",915,"Administrative Expenses, Energy Employees Occupational Illness Compensation Fund, Office of Workers' Compensation Programs, Labor",21210256.76,71387075.57
"Department of Labor","Office of Workers' Compensation Programs",896,"Special Benefits for Disabled Coal Miners, Office of Workers' Compensation Program, Labor",19849930.51,91348672.28
"Department of Labor","Office of Workers' Compensation Programs",924,"Panama Canal Commission Compensation Fund, Labor",4481567.17,28671851.11
"Department of Labor","Office of Workers' Compensation Programs",936,"Black Lung Disability Trust Fund - Treasury Managed",54193181.94,54518842.21
"Department of Labor","Office of Workers' Compensation Programs",933,"Relief and Rehabilitation, Longshoremen's and Harbor Workers' Compensation Act, as Amended, Labor",26480324.56,31087221.89
"Department of Labor","Office of Workers' Compensation Programs",935,"Relief and Rehabilitation, Workmen's Compensation Act, within the District of Columbia, Labor",2013508.69,2983129.49
"Department of Labor","Wage and Hour Division",887,"Salaries and Expenses, Wage and Hour Division, Labor",46503199.91,28136338.3
"Department of Labor","Wage and Hour Division",886,"Wage and Hour Division H-2B, Wage and Hour Division, Labor",0,212395.44
"Department of Labor","Wage and Hour Division",925,"H-1B and L Fraud Protection and Detection Account, Wage and Hour Division, Labor",8064943.18,45226623.77
"Department of Labor","Office of Federal Contract Compliance Programs",888,"Salaries and Expenses, Office of Federal Contract and Compliance Programs, Labor",19868482.42,15364689.61
"Department of Labor","Office of Labor Management Standards",889,"Salaries and Expenses, Office of Labor Management and Standards, Labor",8932012.14,3557377.95
"Department of Labor","Occupational Safety and Health Administration",911,"Salaries and Expenses, Occupational Safety and Health Administration",130631197.2,54575447.01
"Department of Labor","Mine Safety and Health Administration",912,"Salaries and Expenses, Mine Safety and Health Administration",73862547.94,46749236.21
"Department of Labor","Bureau of Labor Statistics",908,"Salaries and Expenses, Bureau of Labor Statistics",137315305.9,85362486.4
"Department of Labor","Departmental Management",893,"Salaries and Expenses, Departmental Management, Labor",98679847.42,70587273.42
"Department of Labor","Departmental Management",934,"Gifts and Bequests, Departmental Management, Labor",0,146574.59
"Department of Labor","Departmental Management",894,"Salaries and Expenses, Office of Disability Employment Policy, Labor",2269245.89,10033329.88
"Department of Labor","Departmental Management",884,"Office of the Inspector General, Departmental Management, Labor",17914209.32,10375457.81
"Department of Labor","Departmental Management",892,"Veterans Employment and Training, Departmental Management, Labor",52400751.34,47838733.02
"Department of Labor","Departmental Management",890,"IT Modernization, Departmental Management, Labor",3061176.26,8563530.8
"Department of Labor","Departmental Management",921,"Working Capital Fund, Labor",52561983.52,368581985.2
"Department of State","Administration of Foreign Affairs",1043,"H-1B and L Fraud Prevention and Detection Account, State",4243826.18,147400459.5
"Department of State","Administration of Foreign Affairs",998,"Diplomatic and Consular Programs, State",1992699760,13110124353
"Department of State","Administration of Foreign Affairs",997,"Salaries and Expenses, State",0,1324177.3
"Department of State","Administration of Foreign Affairs",1001,"International Information Programs, State",1357.78,953510.59
"Department of State","Administration of Foreign Affairs",1000,"Conflict Stabilization Operations, State",553515.47,13586926.97
"Department of State","Administration of Foreign Affairs",999,"Capital Investment Fund, State",9672.53,26934166.04
"Department of State","Administration of Foreign Affairs",1007,"Centralized Information Technology Modernization Program, State",0,541284.42
"Department of State","Administration of Foreign Affairs",1013,"Office of the Inspector General, State",24980453.69,63246855.41
"Department of State","Administration of Foreign Affairs",1004,"Educational and Cultural Exchange Programs,State",39864978.72,280975643.2
"Department of State","Administration of Foreign Affairs",1014,"Embassy Security, Construction, and Maintenance, State",297350482.1,9908707672
"Department of State","Administration of Foreign Affairs",1017,"Representation Allowances, State",1265399.15,3499455.5
"Department of State","Administration of Foreign Affairs",1008,"Protection of Foreign Missions and Officials, State",397420.68,11408343.62
"Department of State","Administration of Foreign Affairs",1009,"Emergencies in the Diplomatic and Consular Service, State",1115770.88,186512032.7
"Department of State","Administration of Foreign Affairs",1011,"Buying Power Maintenance Account, State",0,53126000
"Department of State","Administration of Foreign Affairs",1010,"Payment to the American Institute in Taiwan, State",5841357.56,9373693.67
"Department of State","Administration of Foreign Affairs",1016,"Payment to the Foreign Service Retirement and Disability Fund, State",0,48321490
"Department of State","Administration of Foreign Affairs",1042,"Foreign Service National Defined Contributions Retirement Fund, State",5358535.51,12323825.08
"Department of State","Administration of Foreign Affairs",1037,"Working Capital Fund, State",966340940.9,5637627103
"Department of State","Administration of Foreign Affairs",1019,"Repatriation Loans, Program Account, State",293611,229033.41
"Department of State","Administration of Foreign Affairs",1018,"Repatriation Loans, Liquidating Account, State",0,923521.39
"Department of State","Administration of Foreign Affairs",1064,"Foreign Service Retirement and Disability Fund, State",237156629.9,51441.44
"Department of State","Administration of Foreign Affairs",1067,"Foreign Service National Separation Liability Trust Fund, State",7440297.75,344848105.1
"Department of State","Administration of Foreign Affairs",1069,"Unconditional Gift Fund, State",154850.49,14568360.77
"Department of State","Administration of Foreign Affairs",1070,"Conditional Gift Fund, General, State",274397.16,24859116.75
"Department of State","Administration of Foreign Affairs",1063,"Trust Funds, State",0,358665.24
"Department of State","International Organizations and Conferences",1031,"Contributions to International Organizations, State",658811108.5,208007517.7
"Department of State","International Organizations and Conferences",1029,"Contributions for International Peacekeeping Activities, State",0,1433244869
"Department of State","International Organizations and Conferences",1030,"International Conferences and Contingencies, State",0,15478.29
"Department of State","International Organizations and Conferences",1032,"Arrearage Payments, State",0,0.45
"Department of State","International Commissions",1024,"Salaries and Expenses, International Boundary and Water Commission, United States and Mexico, State",9171223.02,32291221
"Department of State","International Commissions",1025,"Construction, International Boundary and Water Commission, United States and Mexico, State",10381.71,90913599.28
"Department of State","International Commissions",1026,"American Sections, International Commissions, State",1450740.7,4514672.88
"Department of State","International Commissions",1027,"International Fisheries Commissions, State",5988913.29,5665525.42
"Department of State","Other",1022,"Global HIV/AIDS Initiative, State",196723.67,18003769.97
"Department of State","Other",1023,"Global Health Programs, State",1952487682,9673910969
"Department of State","Other",1033,"Migration and Refugee Assistance, State",149961886.9,1157787762
"Department of State","Other",1036,"Payments to the Center for Middle Eastern-Western Dialogue, State",0,3339
"Department of State","Other",176,"United States Emergency Refugee and Migration Assistance Fund, Funds Appropriated to the President, Executive Office of the President",0,107542495.6
"Department of State","Other",2022,"Complex Crises Fund, Funds Appropriated to the President, US Agency for International Development",775000,52834119.45
"Department of State","Other",207,"International Narcotics Control and Law Enforcement, International Security Assistance, State",38567745.32,1649475540
"Department of State","Other",1035,"Andean Counterdrug Programs, State",0,-5055907.76
"Department of State","Other",1028,"Democracy Fund, State",132848.74,277881675.9
"Department of State","Other",1012,"Payment to the Asia Foundation, State",3436054.87,1698536.13
"Department of State","Other",1005,"National Endowment for Democracy, State",0,51392211.81
"Department of State","Other",1002,"East-West Center, State",1800000,0
"Department of State","Other",1003,"North/South Center, State",0,1476.21
"Department of State","Other",1041,"International Litigation Fund, State",385461.49,19101551.65
"Department of State","Other",1040,"International Center, Washington, D. C., State",456331.22,3780858.62
"Department of State","Other",1034,"United States Bilateral Science and Technology Agreements, State",0,24278.47
"Department of State","Other",1038,"Fisherman's Protective Fund, Special Account, State",0,630948.81
"Department of State","Other",1039,"Fishermen's Guaranty Fund, State",0,2747861.55
"Department of State","Other",1066,"Eastern Europe Student Exchange Endowment Fund, State",0,129199.03
"Department of State","Other",1065,"Israeli Arab Scholarship Program, State",0,151887.43
"Department of State","Other",1062,"American Studies Endowment Fund, State",0,42710.83
"Department of State","Other",1006,"Russian Far East Technical Assistance Center, State",0,77696.78
"Department of State","Other",1068,"Center for Middle Eastern-Western Dialogue Trust Fund, State",0,13478381.82
"Department of Transportation","Office of the Secretary",1757,"Research and Technology, Office of the Secretary, Transportation",3590425.45,36411064.15
"Department of Transportation","Office of the Secretary",1606,"Salaries and Expenses, Office of the Secretary, Transportation",20978896.62,80284342.38
"Department of Transportation","Office of the Secretary",1855,"Gifts and Bequests, Office of the Secretary, Transportation",0,0
"Department of Transportation","Office of the Secretary",1612,"Rental Payments, Office of the Secretary",0,0
"Department of Transportation","Office of the Secretary",1632,"National Surface Transportation and Innovative Finance Bureau, Transportation",468181.59,3397915.76
"Department of Transportation","Office of the Secretary",1626,"National Infrastructure Investments, Office of the Secretary, Transportation",26094226.76,879307106.2
"Department of Transportation","Office of the Secretary",1779,"Working Capital Fund, Transportation Systems Center, Transportation",146638786.6,429024183.1
"Department of Transportation","Office of the Secretary",1611,"Financial Management Capital, Office of the Secretary, Transportation",0,2065999.1
"Department of Transportation","Office of the Secretary",1631,"Cyber Security Initiatives, Office of the Secretary, Transportation",5688738.04,11072376.07
"Department of Transportation","Office of the Secretary",1613,"Office of Civil Rights, Office of the Secretary, Transportation",1300638.18,5155104.34
"Department of Transportation","Office of the Secretary",1614,"Small and Disadvantaged Business Utilization and Outreach, Office of the Secretary, Transportation",1118866.87,7039458.56
